generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,1,1,1.25,366.4
G2,1,2,1.25,442.0
G2,1,3,1.25,517.6
G2,1,4,1.25,593.2
G2,1,5,1.25,668.9
G2,1,6,1.25,744.5
G2,1,7,1.25,820.1
G2,1,8,1.25,895.7
G2,1,9,1.25,971.3
G2,1,10,4.05,1046.91
G2,2,1,1.23,346.8
G2,2,2,1.23,418.3
G2,2,3,1.23,489.9
G2,2,4,1.23,561.5
G2,2,5,1.23,633.0
G2,2,6,1.23,704.6
G2,2,7,1.23,776.1
G2,2,8,1.23,847.7
G2,2,9,1.23,919.3
G2,2,10,3.93,990.82
G2,3,1,1.25,337.1
G2,3,2,1.25,406.7
G2,3,3,1.25,476.3
G2,3,4,1.25,545.9
G2,3,5,1.25,615.4
G2,3,6,1.25,685.0
G2,3,7,1.25,754.6
G2,3,8,1.25,824.1
G2,3,9,1.25,893.7
G2,3,10,3.05,963.27
G2,4,1,1.21,327.4
G2,4,2,1.21,395.0
G2,4,3,1.21,462.5
G2,4,4,1.21,530.1
G2,4,5,1.21,597.7
G2,4,6,1.21,665.2
G2,4,7,1.21,732.8
G2,4,8,1.21,800.3
G2,4,9,1.21,867.9
G2,4,10,2.81,935.47
G2,5,1,1.18,342.3
G2,5,2,1.18,412.9
G2,5,3,1.18,483.6
G2,5,4,1.18,554.2
G2,5,5,1.18,624.8
G2,5,6,1.18,695.4
G2,5,7,1.18,766.1
G2,5,8,1.18,836.7
G2,5,9,1.18,907.3
G2,5,10,2.78,977.97
G2,6,1,1.16,327.4
G2,6,2,1.16,395.0
G2,6,3,1.16,462.5
G2,6,4,1.16,530.1
G2,6,5,1.16,597.7
G2,6,6,1.16,665.2
G2,6,7,1.16,732.8
G2,6,8,1.16,800.3
G2,6,9,1.16,867.9
G2,6,10,2.66,935.47
G2,7,1,1.08,323.3
G2,7,2,1.08,390.0
G2,7,3,1.08,456.7
G2,7,4,1.08,523.4
G2,7,5,1.08,590.1
G2,7,6,1.08,656.8
G2,7,7,1.08,723.5
G2,7,8,1.08,790.2
G2,7,9,1.08,856.9
G2,7,10,2.88,923.59
G2,8,1,0.96,319.9
G2,8,2,0.96,386.0
