consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,2.60,1598.52
C2,1,2,2.60,1538.3
C2,1,3,2.60,1478.1
C2,1,4,2.60,1417.9
C2,1,5,2.60,1357.7
C2,1,6,2.60,1297.5
C2,1,7,2.60,1237.3
C2,1,8,2.60,1177.1
C2,1,9,2.60,1116.9
C2,1,10,2.60,1056.65
C2,2,1,2.59,1574.71
C2,2,2,2.59,1515.4
C2,2,3,2.59,1456.1
C2,2,4,2.59,1396.8
C2,2,5,2.59,1337.5
C2,2,6,2.59,1278.2
C2,2,7,2.59,1218.8
C2,2,8,2.59,1159.5
C2,2,9,2.59,1100.2
C2,2,10,2.59,1040.91
C2,3,1,2.58,1513.2
C2,3,2,2.58,1456.2
C2,3,3,2.58,1399.2
C2,3,4,2.58,1342.2
C2,3,5,2.58,1285.2
C2,3,6,2.58,1228.2
C2,3,7,2.58,1171.2
C2,3,8,2.58,1114.2
C2,3,9,2.58,1057.2
C2,3,10,2.58,1000.25
C2,4,1,2.49,1481.99
C2,4,2,2.49,1426.2
C2,4,3,2.49,1370.4
C2,4,4,2.49,1314.5
C2,4,5,2.49,1258.7
C2,4,6,2.49,1202.9
C2,4,7,2.49,1147.1
C2,4,8,2.49,1091.3
C2,4,9,2.49,1035.4
C2,4,10,2.49,979.62
C2,5,1,2.38,1510.33
C2,5,2,2.38,1453.4
C2,5,3,2.38,1396.6
C2,5,4,2.38,1339.7
C2,5,5,2.38,1282.8
C2,5,6,2.38,1225.9
C2,5,7,2.38,1169.0
C2,5,8,2.38,1112.1
C2,5,9,2.38,1055.2
C2,5,10,2.38,998.36
C2,6,1,2.36,1482.08
C2,6,2,2.36,1426.3
C2,6,3,2.36,1370.4
C2,6,4,2.36,1314.6
C2,6,5,2.36,1258.8
C2,6,6,2.36,1203.0
C2,6,7,2.36,1147.1
C2,6,8,2.36,1091.3
C2,6,9,2.36,1035.5
C2,6,10,2.36,979.68
C2,7,1,2.35,1533.49
C2,7,2,2.35,1475.7
C2,7,3,2.35,1418.0
C2,7,4,2.35,1360.2
C2,7,5,2.35,1302.5
C2,7,6,2.35,1244.7
C2,7,7,2.35,1186.9
C2,7,8,2.35,1129.2
C2,7,9,2.35,1071.4
C2,7,10,2.35,1013.66
C2,8,1,2.38,1468.65
C2,8,2,2.38,1413.3
C2,8,3,2.38,1358.0
C2,8,4,2.38,1302.7
C2,8,5,2.38,1247.4
C2,8,6,2.38,1192.1
C2,8,7,2.38,1136.8
C2,8,8,2.38,1081.4
C2,8,9,2.38,1026.1
C2,8,10,2.38,970.8
C2,9,1,2.30,1459.85
C2,9,2,2.30,1404.9
C2,9,3,2.30,1349.9
C2,9,4,2.30,1294.9
C2,9,5,2.30,1239.9
C2,9,6,2.30,1184.9
C2,9,7,2.30,1129.9
C2,9,8,2.30,1075.0
C2,9,9,2.30,1020.0
C2,9,10,2.30,964.98
C2,10,1,2.27,1442.25
C2,10,2,2.27,1387.9
C2,10,3,2.27,1333.6
C2,10,4,2.27,1279.3
C2,10,5,2.27,1225.0
C2,10,6,2.27,1170.6
C2,10,7,2.27,1116.3
C2,10,8,2.27,1062.0
C2,10,9,2.27,1007.7
C2,10,10,2.27,953.35
C2,11,1,2.25,1464.48
C2,11,2,2.25,1409.3
C2,11,3,2.25,1354.2
C2,11,4,2.25,1299.0
C2,11,5,2.25,1243.8
C2,11,6,2.25,1188.7
C2,11,7,2.25,1133.5
C2,11,8,2.25,1078.4
C2,11,9,2.25,1023.2
C2,11,10,2.25,968.05
C2,12,1,2.27,1435.76
C2,12,2,2.27,1381.7
C2,12,3,2.27,1327.6
C2,12,4,2.27,1273.5
C2,12,5,2.27,1219.5
C2,12,6,2.27,1165.4
C2,12,7,2.27,1111.3
C2,12,8,2.27,1057.2
C2,12,9,2.27,1003.1
C2,12,10,2.27,949.07
C2,13,1,2.31,1435.67
C2,13,2,2.31,1381.6
C2,13,3,2.31,1327.5
C2,13,4,2.31,1273.4
C2,13,5,2.31,1219.4
C2,13,6,2.31,1165.3
C2,13,7,2.31,1111.2
C2,13,8,2.31,1057.1
C2,13,9,2.31,1003.1
C2,13,10,2.31,949.0
C2,14,1,2.32,1435.95
C2,14,2,2.32,1381.9
C2,14,3,2.32,1327.8
C2,14,4,2.32,1273.7
C2,14,5,2.32,1219.6
C2,14,6,2.32,1165.5
C2,14,7,2.32,1111.4
C2,14,8,2.32,1057.4
C2,14,9,2.32,1003.3
C2,14,10,2.32,949.19
C2,15,1,2.34,1435.67
C2,15,2,2.34,1381.6
C2,15,3,2.34,1327.5
C2,15,4,2.34,1273.4
C2,15,5,2.34,1219.4
C2,15,6,2.34,1165.3
C2,15,7,2.34,1111.2
C2,15,8,2.34,1057.1
C2,15,9,2.34,1003.1
C2,15,10,2.34,949.0
C2,16,1,2.25,1411.22
C2,16,2,2.25,1358.1
C2,16,3,2.25,1304.9
C2,16,4,2.25,1251.8
C2,16,5,2.25,1198.6
C2,16,6,2.25,1145.5
C2,16,7,2.25,1092.3
C2,16,8,2.25,1039.1
C2,16,9,2.25,986.0
C2,16,10,2.25,932.84
C2,17,1,2.26,1426.59
C2,17,2,2.26,1372.9
C2,17,3,2.26,1319.1
C2,17,4,2.26,1265.4
C2,17,5,2.26,1211.7
C2,17,6,2.26,1157.9
C2,17,7,2.26,1104.2
C2,17,8,2.26,1050.5
C2,17,9,2.26,996.7
C2,17,10,2.26,943.0
C2,18,1,2.31,1435.67
C2,18,2,2.31,1381.6
C2,18,3,2.31,1327.5
C2,18,4,2.31,1273.4
C2,18,5,2.31,1219.4
C2,18,6,2.31,1165.3
C2,18,7,2.31,1111.2
C2,18,8,2.31,1057.1
C2,18,9,2.31,1003.1
C2,18,10,2.31,949.0
C2,19,1,2.36,1441.04
C2,19,2,2.36,1386.8
C2,19,3,2.36,1332.5
C2,19,4,2.36,1278.2
C2,19,5,2.36,1223.9
C2,19,6,2.36,1169.7
C2,19,7,2.36,1115.4
C2,19,8,2.36,1061.1
C2,19,9,2.36,1006.8
C2,19,10,2.36,952.56
C2,20,1,2.46,1448.27
C2,20,2,2.46,1393.7
C2,20,3,2.46,1339.2
C2,20,4,2.46,1284.6
C2,20,5,2.46,1230.1
C2,20,6,2.46,1175.5
C2,20,7,2.46,1121.0
C2,20,8,2.46,1066.4
C2,20,9,2.46,1011.9
C2,20,10,2.46,957.33
C2,21,1,2.50,1442.43
C2,21,2,2.50,1388.1
C2,21,3,2.50,1333.8
C2,21,4,2.50,1279.4
C2,21,5,2.50,1225.1
C2,21,6,2.50,1170.8
C2,21,7,2.50,1116.5
C2,21,8,2.50,1062.1
C2,21,9,2.50,1007.8
C2,21,10,2.50,953.47
C2,22,1,2.55,1498.94
C2,22,2,2.55,1442.5
C2,22,3,2.55,1386.0
C2,22,4,2.55,1329.6
C2,22,5,2.55,1273.1
C2,22,6,2.55,1216.7
C2,22,7,2.55,1160.2
C2,22,8,2.55,1103.7
C2,22,9,2.55,1047.3
C2,22,10,2.55,990.82
C2,23,1,2.62,1528.3
C2,23,2,2.62,1470.7
C2,23,3,2.62,1413.2
C2,23,4,2.62,1355.6
C2,23,5,2.62,1298.0
C2,23,6,2.62,1240.5
C2,23,7,2.62,1182.9
C2,23,8,2.62,1125.4
C2,23,9,2.62,1067.8
C2,23,10,2.62,1010.23
C2,24,1,2.77,1574.62
C2,24,2,2.77,1515.3
C2,24,3,2.77,1456.0
