consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,2.88,1602.68
C2,1,2,2.88,1542.3
C2,1,3,2.88,1482.0
C2,1,4,2.88,1421.6
C2,1,5,2.88,1361.2
C2,1,6,2.88,1300.9
C2,1,7,2.88,1240.5
C2,1,8,2.88,1180.1
C2,1,9,2.88,1119.8
C2,1,10,2.88,1059.4
C2,2,1,2.90,1549.51
C2,2,2,2.90,1491.1
C2,2,3,2.90,1432.8
C2,2,4,2.90,1374.4
C2,2,5,2.90,1316.1
C2,2,6,2.90,1257.7
C2,2,7,2.90,1199.3
C2,2,8,2.90,1141.0
C2,2,9,2.90,1082.6
C2,2,10,2.90,1024.26
C2,3,1,2.81,1529.69
C2,3,2,2.81,1472.1
C2,3,3,2.81,1414.5
C2,3,4,2.81,1356.8
C2,3,5,2.81,1299.2
C2,3,6,2.81,1241.6
C2,3,7,2.81,1184.0
C2,3,8,2.81,1126.4
C2,3,9,2.81,1068.8
C2,3,10,2.81,1011.15
C2,4,1,2.74,1477.54
C2,4,2,2.74,1421.9
C2,4,3,2.74,1366.2
C2,4,4,2.74,1310.6
C2,4,5,2.74,1254.9
C2,4,6,2.74,1199.3
C2,4,7,2.74,1143.6
C2,4,8,2.74,1088.0
C2,4,9,2.74,1032.3
C2,4,10,2.74,976.68
C2,5,1,2.71,1509.68
C2,5,2,2.71,1452.8
C2,5,3,2.71,1396.0
C2,5,4,2.71,1339.1
C2,5,5,2.71,1282.2
C2,5,6,2.71,1225.4
C2,5,7,2.71,1168.5
C2,5,8,2.71,1111.7
C2,5,9,2.71,1054.8
C2,5,10,2.71,997.93
C2,6,1,2.74,1479.02
C2,6,2,2.74,1423.3
C2,6,3,2.74,1367.6
C2,6,4,2.74,1311.9
C2,6,5,2.74,1256.2
C2,6,6,2.74,1200.5
C2,6,7,2.74,1144.8
C2,6,8,2.74,1089.1
C2,6,9,2.74,1033.4
C2,6,10,2.74,977.66
C2,7,1,2.74,1473.65
C2,7,2,2.74,1418.1
C2,7,3,2.74,1362.6
C2,7,4,2.74,1307.1
C2,7,5,2.74,1251.6
C2,7,6,2.74,1196.1
C2,7,7,2.74,1140.6
C2,7,8,2.74,1085.1
C2,7,9,2.74,1029.6
C2,7,10,2.74,974.11
C2,8,1,2.61,1417.79
C2,8,2,2.61,1364.4
C2,8,3,2.61,1311.0
C2,8,4,2.61,1257.6
C2,8,5,2.61,1204.2
C2,8,6,2.61,1150.8
C2,8,7,2.61,1097.4
C2,8,8,2.61,1044.0
C2,8,9,2.61,990.6
C2,8,10,2.61,937.19
C2,9,1,2.59,1427.98
C2,9,2,2.59,1374.2
C2,9,3,2.59,1320.4
C2,9,4,2.59,1266.6
C2,9,5,2.59,1212.8
C2,9,6,2.59,1159.1
C2,9,7,2.59,1105.3
C2,9,8,2.59,1051.5
C2,9,9,2.59,997.7
C2,9,10,2.59,943.92
C2,10,1,2.60,1421.22
C2,10,2,2.60,1367.7
C2,10,3,2.60,1314.2
C2,10,4,2.60,1260.6
C2,10,5,2.60,1207.1
C2,10,6,2.60,1153.6
C2,10,7,2.60,1100.0
C2,10,8,2.60,1046.5
C2,10,9,2.60,993.0
C2,10,10,2.60,939.45
C2,11,1,2.65,1441.79
C2,11,2,2.65,1387.5
C2,11,3,2.65,1333.2
C2,11,4,2.65,1278.9
C2,11,5,2.65,1224.6
C2,11,6,2.65,1170.3
C2,11,7,2.65,1116.0
C2,11,8,2.65,1061.7
C2,11,9,2.65,1007.3
C2,11,10,2.65,953.04
C2,12,1,2.65,1442.62
C2,12,2,2.65,1388.3
C2,12,3,2.65,1333.9
C2,12,4,2.65,1279.6
C2,12,5,2.65,1225.3
C2,12,6,2.65,1170.9
C2,12,7,2.65,1116.6
C2,12,8,2.65,1062.3
C2,12,9,2.65,1007.9
C2,12,10,2.65,953.6
C2,13,1,2.67,1403.99
C2,13,2,2.67,1351.1
C2,13,3,2.67,1298.2
C2,13,4,2.67,1245.3
C2,13,5,2.67,1192.5
C2,13,6,2.67,1139.6
C2,13,7,2.67,1086.7
C2,13,8,2.67,1033.8
C2,13,9,2.67,980.9
C2,13,10,2.67,928.06
C2,14,1,2.60,1408.07
C2,14,2,2.60,1355.0
C2,14,3,2.60,1302.0
C2,14,4,2.60,1249.0
C2,14,5,2.60,1195.9
C2,14,6,2.60,1142.9
C2,14,7,2.60,1089.9
C2,14,8,2.60,1036.8
C2,14,9,2.60,983.8
C2,14,10,2.60,930.76
C2,15,1,2.57,1389.45
C2,15,2,2.57,1337.1
C2,15,3,2.57,1284.8
C2,15,4,2.57,1232.5
C2,15,5,2.57,1180.1
C2,15,6,2.57,1127.8
C2,15,7,2.57,1075.5
C2,15,8,2.57,1023.1
C2,15,9,2.57,970.8
C2,15,10,2.57,918.45
C2,16,1,2.64,1248.84
C2,16,2,2.64,1201.8
C2,16,3,2.64,1154.8
C2,16,4,2.64,1107.7
C2,16,5,2.64,1060.7
C2,16,6,2.64,1013.7
C2,16,7,2.64,966.6
C2,16,8,2.64,919.6
C2,16,9,2.64,872.5
C2,16,10,2.64,825.5
C2,17,1,2.58,1416.13
C2,17,2,2.58,1362.8
C2,17,3,2.58,1309.5
C2,17,4,2.58,1256.1
C2,17,5,2.58,1202.8
C2,17,6,2.58,1149.4
C2,17,7,2.58,1096.1
C2,17,8,2.58,1042.8
C2,17,9,2.58,989.4
C2,17,10,2.58,936.08
C2,18,1,2.59,1412.42
C2,18,2,2.59,1359.2
C2,18,3,2.59,1306.0
C2,18,4,2.59,1252.8
C2,18,5,2.59,1199.6
C2,18,6,2.59,1146.4
C2,18,7,2.59,1093.2
C2,18,8,2.59,1040.0
C2,18,9,2.59,986.8
C2,18,10,2.59,933.64
C2,19,1,2.59,1417.24
C2,19,2,2.59,1363.9
C2,19,3,2.59,1310.5
C2,19,4,2.59,1257.1
C2,19,5,2.59,1203.7
C2,19,6,2.59,1150.3
C2,19,7,2.59,1097.0
C2,19,8,2.59,1043.6
C2,19,9,2.59,990.2
C2,19,10,2.59,936.82
C2,20,1,2.66,1422.06
C2,20,2,2.66,1368.5
C2,20,3,2.66,1314.9
