generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G1,1,1,1.39,369.8
G1,1,2,1.39,446.1
G1,1,3,1.39,522.4
G1,1,4,1.39,598.7
G1,1,5,1.39,675.0
G1,1,6,1.39,751.3
G1,1,7,1.39,827.7
G1,1,8,1.39,904.0
G1,1,9,1.39,980.3
G1,1,10,3.89,1056.58
G1,2,1,1.27,363.2
G1,2,2,1.27,438.2
G1,2,3,1.27,513.1
G1,2,4,1.27,588.1
G1,2,5,1.27,663.0
G1,2,6,1.27,738.0
G1,2,7,1.27,812.9
G1,2,8,1.27,887.9
G1,2,9,1.27,962.8
G1,2,10,4.37,1037.79
G1,3,1,1.25,343.8
G1,3,2,1.25,414.8
G1,3,3,1.25,485.7
G1,3,4,1.25,556.7
G1,3,5,1.25,627.6
G1,3,6,1.25,698.6
G1,3,7,1.25,769.5
G1,3,8,1.25,840.5
G1,3,9,1.25,911.4
G1,3,10,3.05,982.37
G1,4,1,1.19,325.1
G1,4,2,1.19,392.2
G1,4,3,1.19,459.3
G1,4,4,1.19,526.4
G1,4,5,1.19,593.4
G1,4,6,1.19,660.5
G1,4,7,1.19,727.6
G1,4,8,1.19,794.7
G1,4,9,1.19,861.8
G1,4,10,4.19,928.86
G1,5,1,1.13,348.9
G1,5,2,1.13,420.9
G1,5,3,1.13,492.8
G1,5,4,1.13,564.8
G1,5,5,1.13,636.8
G1,5,6,1.13,708.8
G1,5,7,1.13,780.8
G1,5,8,1.13,852.8
G1,5,9,1.13,924.8
G1,5,10,4.73,996.76
G1,6,1,1.09,337.4
G1,6,2,1.09,407.0
G1,6,3,1.09,476.6
G1,6,4,1.09,546.2
G1,6,5,1.09,615.8
G1,6,6,1.09,685.4
G1,6,7,1.09,755.0
G1,6,8,1.09,824.7
G1,6,9,1.09,894.3
G1,6,10,4.59,963.88
G1,7,1,1.07,332.9
G1,7,2,1.07,401.6
G1,7,3,1.07,470.3
G1,7,4,1.07,539.0
G1,7,5,1.07,607.7
G1,7,6,1.07,676.4
G1,7,7,1.07,745.1
G1,7,8,1.07,813.8
G1,7,9,1.07,882.5
G1,7,10,4.37,951.15
G1,8,1,1.06,300.0
G1,8,2,1.06,362.0
G1,8,3,1.06,423.9
G1,8,4,1.06,485.8
G1,8,5,1.06,547.7
G1,8,6,1.06,609.6
G1,8,7,1.06,671.5
G1,8,8,1.06,733.5
G1,8,9,1.06,795.4
G1,8,10,3.96,857.28
G1,9,1,1.04,327.9
G1,9,2,1.04,395.5
G1,9,3,1.04,463.2
G1,9,4,1.04,530.9
G1,9,5,1.04,598.5
G1,9,6,1.04,666.2
G1,9,7,1.04,733.8
G1,9,8,1.04,801.5
G1,9,9,1.04,869.2
G1,9,10,3.74,936.82
G1,10,1,1.07,322.1
G1,10,2,1.07,388.6
G1,10,3,1.07,455.1
G1,10,4,1.07,521.5
G1,10,5,1.07,588.0
G1,10,6,1.07,654.5
G1,10,7,1.07,720.9
G1,10,8,1.07,787.4
G1,10,9,1.07,853.9
G1,10,10,2.87,920.35
G1,11,1,1.11,318.3
G1,11,2,1.11,383.9
G1,11,3,1.11,449.6
G1,11,4,1.11,515.3
G1,11,5,1.11,581.0
G1,11,6,1.11,646.6
G1,11,7,1.11,712.3
G1,11,8,1.11,778.0
G1,11,9,1.11,843.7
G1,11,10,2.51,909.33
G1,12,1,1.16,314.4
G1,12,2,1.16,379.3
G1,12,3,1.16,444.1
G1,12,4,1.16,509.0
G1,12,5,1.16,573.9
G1,12,6,1.16,638.7
G1,12,7,1.16,703.6
G1,12,8,1.16,768.5
G1,12,9,1.16,833.4
G1,12,10,1.36,898.24
G1,13,1,1.18,313.6
G1,13,2,1.18,378.3
G1,13,3,1.18,443.0
G1,13,4,1.18,507.7
G1,13,5,1.18,572.4
G1,13,6,1.18,637.1
G1,13,7,1.18,701.9
G1,13,8,1.18,766.6
G1,13,9,1.18,831.3
G1,13,10,2.08,895.98
G1,14,1,1.17,314.1
G1,14,2,1.17,378.9
G1,14,3,1.17,443.8
G1,14,4,1.17,508.6
G1,14,5,1.17,573.4
G1,14,6,1.17,638.2
G1,14,7,1.17,703.0
G1,14,8,1.17,767.9
G1,14,9,1.17,832.7
G1,14,10,1.97,897.51
G1,15,1,1.19,309.5
G1,15,2,1.19,373.3
G1,15,3,1.19,437.2
G1,15,4,1.19,501.1
G1,15,5,1.19,564.9
G1,15,6,1.19,628.8
G1,15,7,1.19,692.6
G1,15,8,1.19,756.5
G1,15,9,1.19,820.4
G1,15,10,1.69,884.22
G1,16,1,1.20,309.5
G1,16,2,1.20,373.4
G1,16,3,1.20,437.3
G1,16,4,1.20,501.1
G1,16,5,1.20,565.0
G1,16,6,1.20,628.9
G1,16,7,1.20,692.7
G1,16,8,1.20,756.6
G1,16,9,1.20,820.5
G1,16,10,2.00,884.34
G1,17,1,1.24,300.0
G1,17,2,1.24,362.0
G1,17,3,1.24,423.9
G1,17,4,1.24,485.8
G1,17,5,1.24,547.7
G1,17,6,1.24,609.6
G1,17,7,1.24,671.5
G1,17,8,1.24,733.5
G1,17,9,1.24,795.4
G1,17,10,1.24,857.28
G1,18,1,1.30,312.0
G1,18,2,1.30,376.4
G1,18,3,1.30,440.8
G1,18,4,1.30,505.2
G1,18,5,1.30,569.6
G1,18,6,1.30,634.0
G1,18,7,1.30,698.4
G1,18,8,1.30,762.8
G1,18,9,1.30,827.2
G1,18,10,1.50,891.57
G1,19,1,1.41,318.9
G1,19,2,1.41,384.7
G1,19,3,1.41,450.5
G1,19,4,1.41,516.3
G1,19,5,1.41,582.1
G1,19,6,1.41,647.9
G1,19,7,1.41,713.7
G1,19,8,1.41,779.5
G1,19,9,1.41,845.3
G1,19,10,1.41,911.1
G1,20,1,1.46,329.1
G1,20,2,1.46,397.0
G1,20,3,1.46,465.0
G1,20,4,1.46,532.9
G1,20,5,1.46,600.8
G1,20,6,1.46,668.7
G1,20,7,1.46,736.6
G1,20,8,1.46,804.5
G1,20,9,1.46,872.5
G1,20,10,1.86,940.37
G1,21,1,1.48,322.1
G1,21,2,1.48,388.6
G1,21,3,1.48,455.1
G1,21,4,1.48,521.5
G1,21,5,1.48,588.0
G1,21,6,1.48,654.5
G1,21,7,1.48,720.9
G1,21,8,1.48,787.4
G1,21,9,1.48,853.9
G1,21,10,2.28,920.35
G1,22,1,1.58,341.4
G1,22,2,1.58,411.9
G1,22,3,1.58,482.3
G1,22,4,1.58,552.8
G1,22,5,1.58,623.2
G1,22,6,1.58,693.7
G1,22,7,1.58,764.2
G1,22,8,1.58,834.6
G1,22,9,1.58,905.1
G1,22,10,1.78,975.52
G1,23,1,1.76,348.2
G1,23,2,1.76,420.0
G1,23,3,1.76,491.8
G1,23,4,1.76,563.7
G1,23,5,1.76,635.5
G1,23,6,1.76,707.4
G1,23,7,1.76,779.2
G1,23,8,1.76,851.1
G1,23,9,1.76,922.9
G1,23,10,2.96,994.74
G1,24,1,1.91,374.2
G1,24,2,1.91,451.4
G1,24,3,1.91,528.6
G1,24,4,1.91,605.8
G1,24,5,1.91,683.0
G1,24,6,1.91,760.2
G1,24,7,1.91,837.4
G1,24,8,1.91,914.6
G1,24,9,1.91,991.8
G1,24,10,2.91,1069.01
G1,25,1,2.06,356.1
G1,25,2,2.06,429.6
G1,25,3,2.06,503.0
G1,25,4,2.06,576.5
G1,25,5,2.06,650.0
G1,25,6,2.06,723.5
G1,25,7,2.06,797.0
G1,25,8,2.06,870.4
G1,25,9,2.06,943.9
G1,25,10,2.56,1017.4
G1,26,1,2.24,371.4
G1,26,2,2.24,448.1
G1,26,3,2.24,524.7
G1,26,4,2.24,601.3
G1,26,5,2.24,678.0
G1,26,6,2.24,754.6
G1,26,7,2.24,831.3
G1,26,8,2.24,907.9
G1,26,9,2.24,984.5
G1,26,10,3.14,1061.18
