generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G1,1,1,1.29,367.2
G1,1,2,1.29,443.0
G1,1,3,1.29,518.8
G1,1,4,1.29,594.6
G1,1,5,1.29,670.3
G1,1,6,1.29,746.1
G1,1,7,1.29,821.9
G1,1,8,1.29,897.7
G1,1,9,1.29,973.5
G1,1,10,5.69,1049.24
G1,2,1,1.14,342.7
G1,2,2,1.14,413.4
G1,2,3,1.14,484.1
G1,2,4,1.14,554.8
G1,2,5,1.14,625.5
G1,2,6,1.14,696.2
G1,2,7,1.14,766.9
G1,2,8,1.14,837.6
G1,2,9,1.14,908.3
G1,2,10,6.24,979.01
G1,3,1,1.07,335.2
G1,3,2,1.07,404.4
G1,3,3,1.07,473.5
G1,3,4,1.07,542.7
G1,3,5,1.07,611.9
G1,3,6,1.07,681.0
G1,3,7,1.07,750.2
G1,3,8,1.07,819.4
G1,3,9,1.07,888.5
G1,3,10,6.87,957.7
G1,4,1,1.02,328.0
G1,4,2,1.02,395.7
G1,4,3,1.02,463.4
G1,4,4,1.02,531.1
G1,4,5,1.02,598.8
G1,4,6,1.02,666.4
G1,4,7,1.02,734.1
G1,4,8,1.02,801.8
G1,4,9,1.02,869.5
G1,4,10,7.22,937.19
G1,5,1,1.01,332.2
G1,5,2,1.01,400.7
G1,5,3,1.01,469.2
G1,5,4,1.01,537.8
G1,5,5,1.01,606.3
G1,5,6,1.01,674.8
G1,5,7,1.01,743.4
G1,5,8,1.01,811.9
G1,5,9,1.01,880.5
G1,5,10,6.51,949.0
G1,6,1,0.99,324.5
G1,6,2,0.99,391.4
G1,6,3,0.99,458.4
G1,6,4,0.99,525.3
G1,6,5,0.99,592.3
G1,6,6,0.99,659.3
G1,6,7,0.99,726.2
G1,6,8,0.99,793.2
G1,6,9,0.99,860.1
G1,6,10,5.39,927.08
G1,7,1,0.93,323.2
G1,7,2,0.93,389.8
G1,7,3,0.93,456.5
G1,7,4,0.93,523.2
G1,7,5,0.93,589.9
G1,7,6,0.93,656.6
G1,7,7,0.93,723.2
G1,7,8,0.93,789.9
G1,7,9,0.93,856.6
G1,7,10,6.33,923.29
G1,8,1,0.93,314.3
G1,8,2,0.93,379.2
G1,8,3,0.93,444.0
G1,8,4,0.93,508.9
G1,8,5,0.93,573.7
G1,8,6,0.93,638.6
G1,8,7,0.93,703.4
G1,8,8,0.93,768.3
G1,8,9,0.93,833.1
G1,8,10,5.63,898.0
G1,9,1,0.90,326.7
G1,9,2,0.90,394.1
G1,9,3,0.90,461.5
G1,9,4,0.90,528.9
G1,9,5,0.90,596.3
G1,9,6,0.90,663.7
G1,9,7,0.90,731.1
G1,9,8,0.90,798.5
G1,9,9,0.90,865.9
G1,9,10,5.20,933.33
G1,10,1,0.98,317.0
G1,10,2,0.98,382.4
G1,10,3,0.98,447.8
G1,10,4,0.98,513.2
G1,10,5,0.98,578.6
G1,10,6,0.98,644.0
G1,10,7,0.98,709.4
G1,10,8,0.98,774.8
G1,10,9,0.98,840.2
G1,10,10,3.18,905.65
G1,11,1,0.96,311.6
G1,11,2,0.96,375.9
G1,11,3,0.96,440.2
G1,11,4,0.96,504.5
G1,11,5,0.96,568.8
G1,11,6,0.96,633.1
G1,11,7,0.96,697.4
G1,11,8,0.96,761.7
G1,11,9,0.96,826.0
G1,11,10,3.56,890.35
G1,12,1,0.86,310.8
G1,12,2,0.86,375.0
G1,12,3,0.86,439.1
G1,12,4,0.86,503.2
G1,12,5,0.86,567.4
G1,12,6,0.86,631.5
G1,12,7,0.86,695.7
G1,12,8,0.86,759.8
G1,12,9,0.86,823.9
G1,12,10,4.26,888.08
G1,13,1,0.88,306.0
G1,13,2,0.88,369.1
G1,13,3,0.88,432.3
G1,13,4,0.88,495.4
G1,13,5,0.88,558.6
G1,13,6,0.88,621.7
G1,13,7,0.88,684.9
G1,13,8,0.88,748.0
