generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,1,1,1.10,369.8
G2,1,2,1.10,446.1
G2,1,3,1.10,522.5
G2,1,4,1.10,598.8
G2,1,5,1.10,675.1
G2,1,6,1.10,751.4
G2,1,7,1.10,827.7
G2,1,8,1.10,904.0
G2,1,9,1.10,980.3
G2,1,10,5.50,1056.65
G2,2,1,1.09,364.3
G2,2,2,1.09,439.5
G2,2,3,1.09,514.7
G2,2,4,1.09,589.8
G2,2,5,1.09,665.0
G2,2,6,1.09,740.2
G2,2,7,1.09,815.4
G2,2,8,1.09,890.6
G2,2,9,1.09,965.7
G2,2,10,5.69,1040.91
G2,3,1,1.08,350.1
G2,3,2,1.08,422.3
G2,3,3,1.08,494.6
G2,3,4,1.08,566.8
G2,3,5,1.08,639.0
G2,3,6,1.08,711.3
G2,3,7,1.08,783.5
G2,3,8,1.08,855.8
G2,3,9,1.08,928.0
G2,3,10,5.08,1000.25
G2,4,1,0.99,342.9
G2,4,2,0.99,413.6
G2,4,3,0.99,484.4
G2,4,4,0.99,555.1
G2,4,5,0.99,625.9
G2,4,6,0.99,696.6
G2,4,7,0.99,767.4
G2,4,8,0.99,838.1
G2,4,9,0.99,908.9
G2,4,10,5.29,979.62
G2,5,1,0.88,349.4
G2,5,2,0.88,421.5
G2,5,3,0.88,493.6
G2,5,4,0.88,565.7
G2,5,5,0.88,637.8
G2,5,6,0.88,709.9
G2,5,7,0.88,782.0
G2,5,8,0.88,854.2
G2,5,9,0.88,926.3
G2,5,10,5.88,998.36
G2,6,1,0.86,342.9
G2,6,2,0.86,413.6
G2,6,3,0.86,484.4
G2,6,4,0.86,555.2
G2,6,5,0.86,625.9
G2,6,6,0.86,696.7
G2,6,7,0.86,767.4
G2,6,8,0.86,838.2
G2,6,9,0.86,908.9
G2,6,10,6.06,979.68
G2,7,1,0.85,354.8
G2,7,2,0.85,428.0
G2,7,3,0.85,501.2
G2,7,4,0.85,574.4
G2,7,5,0.85,647.6
G2,7,6,0.85,720.8
G2,7,7,0.85,794.0
G2,7,8,0.85,867.2
G2,7,9,0.85,940.5
G2,7,10,5.85,1013.66
G2,8,1,0.88,339.8
G2,8,2,0.88,409.9
G2,8,3,0.88,480.0
G2,8,4,0.88,550.1
G2,8,5,0.88,620.2
G2,8,6,0.88,690.3
G2,8,7,0.88,760.5
G2,8,8,0.88,830.6
G2,8,9,0.88,900.7
G2,8,10,5.68,970.8
G2,9,1,0.80,337.7
G2,9,2,0.80,407.4
G2,9,3,0.80,477.1
G2,9,4,0.80,546.8
G2,9,5,0.80,616.5
G2,9,6,0.80,686.2
G2,9,7,0.80,755.9
G2,9,8,0.80,825.6
G2,9,9,0.80,895.3
G2,9,10,6.80,964.98
G2,10,1,0.77,333.7
G2,10,2,0.77,402.5
G2,10,3,0.77,471.4
G2,10,4,0.77,540.2
G2,10,5,0.77,609.1
G2,10,6,0.77,677.9
G2,10,7,0.77,746.8
G2,10,8,0.77,815.6
G2,10,9,0.77,884.5
G2,10,10,6.07,953.35
G2,11,1,0.75,338.8
G2,11,2,0.75,408.7
G2,11,3,0.75,478.6
G2,11,4,0.75,548.6
G2,11,5,0.75,618.5
G2,11,6,0.75,688.4
G2,11,7,0.75,758.3
G2,11,8,0.75,828.2
G2,11,9,0.75,898.1
G2,11,10,6.45,968.05
G2,12,1,0.77,332.2
G2,12,2,0.77,400.7
G2,12,3,0.77,469.3
G2,12,4,0.77,537.8
G2,12,5,0.77,606.4
G2,12,6,0.77,674.9
G2,12,7,0.77,743.4
G2,12,8,0.77,812.0
G2,12,9,0.77,880.5
G2,12,10,6.67,949.07
G2,13,1,0.81,332.2
G2,13,2,0.81,400.7
G2,13,3,0.81,469.2
G2,13,4,0.81,537.8
G2,13,5,0.81,606.3
