generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,1,1,1.30,374.5
G2,1,2,1.30,451.8
G2,1,3,1.30,529.1
G2,1,4,1.30,606.4
G2,1,5,1.30,683.7
G2,1,6,1.30,761.0
G2,1,7,1.30,838.3
G2,1,8,1.30,915.5
G2,1,9,1.30,992.8
G2,1,10,1.40,1070.12
G2,2,1,1.22,365.3
G2,2,2,1.22,440.7
G2,2,3,1.22,516.1
G2,2,4,1.22,591.4
G2,2,5,1.22,666.8
G2,2,6,1.22,742.2
G2,2,7,1.22,817.6
G2,2,8,1.22,893.0
G2,2,9,1.22,968.3
G2,2,10,2.42,1043.73
G2,3,1,1.25,360.1
G2,3,2,1.25,434.5
G2,3,3,1.25,508.8
G2,3,4,1.25,583.1
G2,3,5,1.25,657.4
G2,3,6,1.25,731.7
G2,3,7,1.25,806.0
G2,3,8,1.25,880.3
G2,3,9,1.25,954.7
G2,3,10,1.55,1028.97
G2,4,1,1.25,357.1
G2,4,2,1.25,430.7
G2,4,3,1.25,504.4
G2,4,4,1.25,578.1
G2,4,5,1.25,651.8
G2,4,6,1.25,725.4
G2,4,7,1.25,799.1
G2,4,8,1.25,872.8
G2,4,9,1.25,946.5
G2,4,10,1.25,1020.15
G2,5,1,1.11,361.9
G2,5,2,1.11,436.6
G2,5,3,1.11,511.3
G2,5,4,1.11,585.9
G2,5,5,1.11,660.6
G2,5,6,1.11,735.3
G2,5,7,1.11,810.0
G2,5,8,1.11,884.6
G2,5,9,1.11,959.3
G2,5,10,1.71,1033.99
G2,6,1,1.14,355.2
G2,6,2,1.14,428.5
G2,6,3,1.14,501.7
G2,6,4,1.14,575.0
G2,6,5,1.14,648.3
G2,6,6,1.14,721.6
G2,6,7,1.14,794.9
G2,6,8,1.14,868.2
G2,6,9,1.14,941.5
G2,6,10,1.34,1014.76
G2,7,1,1.13,348.6
G2,7,2,1.13,420.5
G2,7,3,1.13,492.5
G2,7,4,1.13,564.4
G2,7,5,1.13,636.4
G2,7,6,1.13,708.3
G2,7,7,1.13,780.2
G2,7,8,1.13,852.2
G2,7,9,1.13,924.1
G2,7,10,1.13,996.03
G2,8,1,1.14,342.1
G2,8,2,1.14,412.7
G2,8,3,1.14,483.2
G2,8,4,1.14,553.8
G2,8,5,1.14,624.4
G2,8,6,1.14,695.0
G2,8,7,1.14,765.6
G2,8,8,1.14,836.2
G2,8,9,1.14,906.8
G2,8,10,1.14,977.35
G2,9,1,1.10,352.1
G2,9,2,1.10,424.8
G2,9,3,1.10,497.4
G2,9,4,1.10,570.1
G2,9,5,1.10,642.7
G2,9,6,1.10,715.4
G2,9,7,1.10,788.0
G2,9,8,1.10,860.7
G2,9,9,1.10,933.4
G2,9,10,1.30,1006.01
G2,10,1,1.03,347.1
G2,10,2,1.03,418.8
G2,10,3,1.03,490.4
G2,10,4,1.03,562.0
G2,10,5,1.03,633.7
G2,10,6,1.03,705.3
G2,10,7,1.03,776.9
G2,10,8,1.03,848.5
G2,10,9,1.03,920.2
G2,10,10,1.03,991.8
G2,11,1,0.96,342.2
G2,11,2,0.96,412.8
G2,11,3,0.96,483.4
G2,11,4,0.96,554.0
G2,11,5,0.96,624.6
G2,11,6,0.96,695.2
G2,11,7,0.96,765.8
G2,11,8,0.96,836.4
G2,11,9,0.96,907.0
G2,11,10,0.96,977.6
G2,12,1,1.00,337.2
G2,12,2,1.00,406.8
G2,12,3,1.00,476.3
G2,12,4,1.00,545.9
G2,12,5,1.00,615.5
G2,12,6,1.00,685.1
G2,12,7,1.00,754.7
G2,12,8,1.00,824.2
G2,12,9,1.00,893.8
G2,12,10,1.00,963.39
G2,13,1,0.97,342.9
G2,13,2,0.97,413.6
G2,13,3,0.97,484.4
G2,13,4,0.97,555.2
G2,13,5,0.97,625.9
G2,13,6,0.97,696.7
G2,13,7,0.97,767.4
G2,13,8,0.97,838.2
G2,13,9,0.97,908.9
G2,13,10,0.97,979.68
G2,14,1,0.98,342.9
G2,14,2,0.98,413.6
G2,14,3,0.98,484.4
G2,14,4,0.98,555.1
G2,14,5,0.98,625.9
G2,14,6,0.98,696.6
G2,14,7,0.98,767.4
G2,14,8,0.98,838.1
G2,14,9,0.98,908.9
G2,14,10,0.98,979.62
G2,15,1,0.95,336.1
G2,15,2,0.95,405.5
G2,15,3,0.95,474.9
G2,15,4,0.95,544.2
G2,15,5,0.95,613.6
G2,15,6,0.95,682.9
G2,15,7,0.95,752.3
G2,15,8,0.95,821.7
G2,15,9,0.95,891.0
G2,15,10,0.95,960.39
G2,16,1,0.98,337.6
G2,16,2,0.98,407.2
G2,16,3,0.98,476.9
G2,16,4,0.98,546.5
G2,16,5,0.98,616.2
G2,16,6,0.98,685.9
G2,16,7,0.98,755.5
G2,16,8,0.98,825.2
G2,16,9,0.98,894.8
G2,16,10,0.98,964.49
G2,17,1,0.89,339.7
G2,17,2,0.89,409.8
G2,17,3,0.89,479.9
G2,17,4,0.89,550.0
G2,17,5,0.89,620.0
G2,17,6,0.89,690.1
G2,17,7,0.89,760.2
G2,17,8,0.89,830.3
G2,17,9,0.89,900.4
G2,17,10,0.89,970.5
G2,18,1,0.92,341.6
G2,18,2,0.92,412.1
G2,18,3,0.92,482.5
G2,18,4,0.92,553.0
G2,18,5,0.92,623.5
G2,18,6,0.92,694.0
G2,18,7,0.92,764.5
G2,18,8,0.92,835.0
G2,18,9,0.92,905.5
G2,18,10,0.92,975.94
G2,19,1,1.05,344.3
G2,19,2,1.05,415.3
G2,19,3,1.05,486.4
G2,19,4,1.05,557.4
G2,19,5,1.05,628.4
G2,19,6,1.05,699.5
G2,19,7,1.05,770.5
G2,19,8,1.05,841.6
G2,19,9,1.05,912.6
G2,19,10,1.05,983.66
G2,20,1,1.06,354.1
G2,20,2,1.06,427.2
G2,20,3,1.06,500.3
G2,20,4,1.06,573.4
G2,20,5,1.06,646.4
G2,20,6,1.06,719.5
G2,20,7,1.06,792.6
G2,20,8,1.06,865.7
G2,20,9,1.06,938.8
G2,20,10,1.06,1011.83
G2,21,1,1.09,343.7
G2,21,2,1.09,414.7
G2,21,3,1.09,485.6
G2,21,4,1.09,556.5
G2,21,5,1.09,627.5
G2,21,6,1.09,698.4
G2,21,7,1.09,769.3
G2,21,8,1.09,840.3
G2,21,9,1.09,911.2
G2,21,10,1.09,982.13
G2,22,1,1.21,359.2
G2,22,2,1.21,433.3
G2,22,3,1.21,507.5
G2,22,4,1.21,581.6
G2,22,5,1.21,655.7
G2,22,6,1.21,729.8
G2,22,7,1.21,804.0
G2,22,8,1.21,878.1
G2,22,9,1.21,952.2
G2,22,10,1.21,1026.34
G2,23,1,1.34,381.7
G2,23,2,1.34,460.5
G2,23,3,1.34,539.2
G2,23,4,1.34,618.0
G2,23,5,1.34,696.8
G2,23,6,1.34,775.5
G2,23,7,1.34,854.3
G2,23,8,1.34,933.0
G2,23,9,1.34,1011.8
G2,23,10,1.34,1090.57
G2,24,1,1.49,390.2
G2,24,2,1.49,470.7
G2,24,3,1.49,551.2
G2,24,4,1.49,631.7
G2,24,5,1.49,712.2
G2,24,6,1.49,792.7
G2,24,7,1.49,873.2
G2,24,8,1.49,953.7
G2,24,9,1.49,1034.2
G2,24,10,1.49,1114.75
G2,25,1,1.66,409.0
G2,25,2,1.66,493.3
G2,25,3,1.66,577.7
G2,25,4,1.66,662.1
G2,25,5,1.66,746.5
G2,25,6,1.66,830.9
G2,25,7,1.66,915.3
G2,25,8,1.66,999.7
G2,25,9,1.66,1084.1
G2,25,10,1.66,1168.45
G2,26,1,1.75,412.9
G2,26,2,1.75,498.1
G2,26,3,1.75,583.2
G2,26,4,1.75,668.4
G2,26,5,1.75,753.6
G2,26,6,1.75,838.8
G2,26,7,1.75,924.0
G2,26,8,1.75,1009.2
G2,26,9,1.75,1094.4
G2,26,10,1.75,1179.6
G2,27,1,2.03,410.0
G2,27,2,2.03,494.6
G2,27,3,2.03,579.2
G2,27,4,2.03,663.8
G2,27,5,2.03,748.4
G2,27,6,2.03,833.0
G2,27,7,2.03,917.6
G2,27,8,2.03,1002.2
G2,27,9,2.03,1086.8
G2,27,10,2.03,1171.45
G2,28,1,2.18,409.7
G2,28,2,2.18,494.3
G2,28,3,2.18,578.8
G2,28,4,2.18,663.4
G2,28,5,2.18,747.9
G2,28,6,2.18,832.5
G2,28,7,2.18,917.0
G2,28,8,2.18,1001.6
G2,28,9,2.18,1086.1
G2,28,10,2.18,1170.66
G2,29,1,2.37,417.9
G2,29,2,2.37,504.2
G2,29,3,2.37,590.4
G2,29,4,2.37,676.6
G2,29,5,2.37,762.9
G2,29,6,2.37,849.1
G2,29,7,2.37,935.3
G2,29,8,2.37,1021.6
G2,29,9,2.37,1107.8
G2,29,10,2.37,1194.05
G2,30,1,2.46,409.8
G2,30,2,2.46,494.4
G2,30,3,2.46,579.0
G2,30,4,2.46,663.5
G2,30,5,2.46,748.1
G2,30,6,2.46,832.7
G2,30,7,2.46,917.3
G2,30,8,2.46,1001.8
G2,30,9,2.46,1086.4
G2,30,10,2.46,1170.96
G2,31,1,2.71,395.2
G2,31,2,2.71,476.7
G2,31,3,2.71,558.3
G2,31,4,2.71,639.8
G2,31,5,2.71,721.4
G2,31,6,2.71,802.9
G2,31,7,2.71,884.5
G2,31,8,2.71,966.0
G2,31,9,2.71,1047.6
G2,31,10,2.71,1129.14
G2,32,1,2.78,393.6
G2,32,2,2.78,474.9
G2,32,3,2.78,556.1
G2,32,4,2.78,637.3
G2,32,5,2.78,718.5
G2,32,6,2.78,799.8
G2,32,7,2.78,881.0
G2,32,8,2.78,962.2
G2,32,9,2.78,1043.4
G2,32,10,2.78,1124.67
G2,33,1,2.96,411.9
G2,33,2,2.96,496.9
G2,33,3,2.96,581.9
G2,33,4,2.96,666.9
G2,33,5,2.96,751.9
G2,33,6,2.96,836.9
