generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G1,1,1,1.24,411.6
G1,1,2,1.24,496.5
G1,1,3,1.24,581.4
G1,1,4,1.24,666.4
G1,1,5,1.24,751.3
G1,1,6,1.24,836.2
G1,1,7,1.24,921.1
G1,1,8,1.24,1006.1
G1,1,9,1.24,1091.0
G1,1,10,2.74,1175.92
G1,2,1,1.21,389.7
G1,2,2,1.21,470.1
G1,2,3,1.21,550.5
G1,2,4,1.21,630.9
G1,2,5,1.21,711.3
G1,2,6,1.21,791.7
G1,2,7,1.21,872.1
G1,2,8,1.21,952.5
G1,2,9,1.21,1032.9
G1,2,10,1.61,1113.35
G1,3,1,1.12,381.1
G1,3,2,1.12,459.8
G1,3,3,1.12,538.4
G1,3,4,1.12,617.0
G1,3,5,1.12,695.7
G1,3,6,1.12,774.3
G1,3,7,1.12,853.0
G1,3,8,1.12,931.6
G1,3,9,1.12,1010.3
G1,3,10,1.52,1088.91
G1,4,1,1.05,364.7
G1,4,2,1.05,439.9
G1,4,3,1.05,515.2
G1,4,4,1.05,590.4
G1,4,5,1.05,665.7
G1,4,6,1.05,740.9
G1,4,7,1.05,816.1
G1,4,8,1.05,891.4
G1,4,9,1.05,966.6
G1,4,10,2.45,1041.89
G1,5,1,1.05,368.8
G1,5,2,1.05,444.9
G1,5,3,1.05,521.0
G1,5,4,1.05,597.1
G1,5,5,1.05,673.2
G1,5,6,1.05,749.3
G1,5,7,1.05,825.4
G1,5,8,1.05,901.5
G1,5,9,1.05,977.6
G1,5,10,2.65,1053.71
G1,6,1,0.99,362.5
G1,6,2,0.99,437.3
G1,6,3,0.99,512.1
G1,6,4,0.99,586.9
G1,6,5,0.99,661.7
G1,6,6,0.99,736.5
G1,6,7,0.99,811.3
G1,6,8,0.99,886.1
G1,6,9,0.99,960.9
G1,6,10,2.09,1035.71
G1,7,1,0.96,355.4
G1,7,2,0.96,428.7
G1,7,3,0.96,502.0
G1,7,4,0.96,575.4
G1,7,5,0.96,648.7
G1,7,6,0.96,722.0
G1,7,7,0.96,795.4
G1,7,8,0.96,868.7
G1,7,9,0.96,942.0
G1,7,10,2.76,1015.38
G1,8,1,0.91,351.9
G1,8,2,0.91,424.5
G1,8,3,0.91,497.1
G1,8,4,0.91,569.7
G1,8,5,0.91,642.3
G1,8,6,0.91,714.9
G1,8,7,0.91,787.5
G1,8,8,0.91,860.1
G1,8,9,0.91,932.7
G1,8,10,3.01,1005.34
G1,9,1,0.92,354.8
G1,9,2,0.92,428.0
G1,9,3,0.92,501.3
G1,9,4,0.92,574.5
G1,9,5,0.92,647.7
G1,9,6,0.92,720.9
G1,9,7,0.92,794.1
G1,9,8,0.92,867.4
G1,9,9,0.92,940.6
G1,9,10,3.22,1013.79
G1,10,1,0.86,353.6
G1,10,2,0.86,426.6
G1,10,3,0.86,499.5
G1,10,4,0.86,572.5
G1,10,5,0.86,645.5
G1,10,6,0.86,718.4
G1,10,7,0.86,791.4
G1,10,8,0.86,864.4
G1,10,9,0.86,937.3
G1,10,10,2.56,1010.3
G1,11,1,0.86,344.6
G1,11,2,0.86,415.7
G1,11,3,0.86,486.8
G1,11,4,0.86,557.9
G1,11,5,0.86,629.0
G1,11,6,0.86,700.1
G1,11,7,0.86,771.3
G1,11,8,0.86,842.4
G1,11,9,0.86,913.5
G1,11,10,2.56,984.58
G1,12,1,0.81,343.4
G1,12,2,0.81,414.3
G1,12,3,0.81,485.2
G1,12,4,0.81,556.0
G1,12,5,0.81,626.9
G1,12,6,0.81,697.7
G1,12,7,0.81,768.6
G1,12,8,0.81,839.5
G1,12,9,0.81,910.3
G1,12,10,2.41,981.21
G1,13,1,0.81,351.2
G1,13,2,0.81,423.6
G1,13,3,0.81,496.1
G1,13,4,0.81,568.6
G1,13,5,0.81,641.0
G1,13,6,0.81,713.5
G1,13,7,0.81,786.0
G1,13,8,0.81,858.4
G1,13,9,0.81,930.9
G1,13,10,1.71,1003.38
G1,14,1,0.85,353.7
G1,14,2,0.85,426.7
G1,14,3,0.85,499.7
G1,14,4,0.85,572.7
G1,14,5,0.85,645.7
G1,14,6,0.85,718.6
G1,14,7,0.85,791.6
G1,14,8,0.85,864.6
G1,14,9,0.85,937.6
G1,14,10,1.05,1010.6
G1,15,1,0.79,352.7
G1,15,2,0.79,425.5
G1,15,3,0.79,498.3
G1,15,4,0.79,571.1
G1,15,5,0.79,643.9
G1,15,6,0.79,716.7
G1,15,7,0.79,789.5
G1,15,8,0.79,862.3
G1,15,9,0.79,935.1
G1,15,10,1.29,1007.85
G1,16,1,0.76,350.4
G1,16,2,0.76,422.7
G1,16,3,0.76,495.0
G1,16,4,0.76,567.3
G1,16,5,0.76,639.6
G1,16,6,0.76,711.9
G1,16,7,0.76,784.2
G1,16,8,0.76,856.6
G1,16,9,0.76,928.9
G1,16,10,2.36,1001.17
G1,17,1,0.78,338.3
G1,17,2,0.78,408.2
G1,17,3,0.78,478.0
G1,17,4,0.78,547.8
G1,17,5,0.78,617.6
G1,17,6,0.78,687.4
G1,17,7,0.78,757.2
G1,17,8,0.78,827.1
G1,17,9,0.78,896.9
G1,17,10,2.38,966.7
G1,18,1,0.80,342.9
G1,18,2,0.80,413.6
G1,18,3,0.80,484.4
G1,18,4,0.80,555.1
G1,18,5,0.80,625.9
G1,18,6,0.80,696.6
G1,18,7,0.80,767.4
G1,18,8,0.80,838.1
G1,18,9,0.80,908.9
G1,18,10,2.60,979.62
G1,19,1,0.82,342.9
G1,19,2,0.82,413.6
G1,19,3,0.82,484.4
G1,19,4,0.82,555.2
G1,19,5,0.82,625.9
G1,19,6,0.82,696.7
G1,19,7,0.82,767.4
G1,19,8,0.82,838.2
G1,19,9,0.82,908.9
G1,19,10,2.92,979.68
G1,20,1,0.89,355.3
G1,20,2,0.89,428.6
G1,20,3,0.89,501.9
G1,20,4,0.89,575.2
G1,20,5,0.89,648.6
G1,20,6,0.89,721.9
G1,20,7,0.89,795.2
G1,20,8,0.89,868.5
G1,20,9,0.89,941.8
G1,20,10,2.39,1015.13
G1,21,1,0.99,361.9
G1,21,2,0.99,436.6
G1,21,3,0.99,511.3
G1,21,4,0.99,585.9
