consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,2.73,1600.74
C2,1,2,2.73,1540.4
C2,1,3,2.73,1480.2
C2,1,4,2.73,1419.9
C2,1,5,2.73,1359.6
C2,1,6,2.73,1299.3
C2,1,7,2.73,1239.0
C2,1,8,2.73,1178.7
C2,1,9,2.73,1118.4
C2,1,10,2.73,1058.12
C2,2,1,2.64,1532.66
C2,2,2,2.64,1474.9
C2,2,3,2.64,1417.2
C2,2,4,2.64,1359.5
C2,2,5,2.64,1301.7
C2,2,6,2.64,1244.0
C2,2,7,2.64,1186.3
C2,2,8,2.64,1128.6
C2,2,9,2.64,1070.8
C2,2,10,2.64,1013.11
C2,3,1,2.68,1481.71
C2,3,2,2.68,1425.9
C2,3,3,2.68,1370.1
C2,3,4,2.68,1314.3
C2,3,5,2.68,1258.5
C2,3,6,2.68,1202.7
C2,3,7,2.68,1146.9
C2,3,8,2.68,1091.1
C2,3,9,2.68,1035.2
C2,3,10,2.68,979.44
C2,4,1,2.58,1449.1
C2,4,2,2.58,1394.5
C2,4,3,2.58,1339.9
C2,4,4,2.58,1285.4
C2,4,5,2.58,1230.8
C2,4,6,2.58,1176.2
C2,4,7,2.58,1121.6
C2,4,8,2.58,1067.0
C2,4,9,2.58,1012.5
C2,4,10,2.58,957.88
C2,5,1,2.57,1528.39
C2,5,2,2.57,1470.8
C2,5,3,2.57,1413.3
C2,5,4,2.57,1355.7
C2,5,5,2.57,1298.1
C2,5,6,2.57,1240.6
C2,5,7,2.57,1183.0
C2,5,8,2.57,1125.4
C2,5,9,2.57,1067.9
C2,5,10,2.57,1010.3
C2,6,1,2.55,1481.99
C2,6,2,2.55,1426.2
C2,6,3,2.55,1370.4
C2,6,4,2.55,1314.5
C2,6,5,2.55,1258.7
C2,6,6,2.55,1202.9
C2,6,7,2.55,1147.1
C2,6,8,2.55,1091.3
C2,6,9,2.55,1035.4
C2,6,10,2.55,979.62
C2,7,1,2.62,1438.45
C2,7,2,2.62,1384.3
C2,7,3,2.62,1330.1
C2,7,4,2.62,1275.9
C2,7,5,2.62,1221.7
C2,7,6,2.62,1167.6
C2,7,7,2.62,1113.4
C2,7,8,2.62,1059.2
C2,7,9,2.62,1005.0
C2,7,10,2.62,950.84
C2,8,1,2.53,1400.94
C2,8,2,2.53,1348.2
C2,8,3,2.53,1295.4
C2,8,4,2.53,1242.6
C2,8,5,2.53,1189.9
C2,8,6,2.53,1137.1
C2,8,7,2.53,1084.3
C2,8,8,2.53,1031.6
C2,8,9,2.53,978.8
C2,8,10,2.53,926.04
C2,9,1,2.54,1436.41
C2,9,2,2.54,1382.3
C2,9,3,2.54,1328.2
C2,9,4,2.54,1274.1
C2,9,5,2.54,1220.0
C2,9,6,2.54,1165.9
C2,9,7,2.54,1111.8
C2,9,8,2.54,1057.7
C2,9,9,2.54,1003.6
C2,9,10,2.54,949.49
C2,10,1,2.46,1435.76
C2,10,2,2.46,1381.7
C2,10,3,2.46,1327.6
C2,10,4,2.46,1273.5
C2,10,5,2.46,1219.5
C2,10,6,2.46,1165.4
C2,10,7,2.46,1111.3
C2,10,8,2.46,1057.2
C2,10,9,2.46,1003.1
C2,10,10,2.46,949.07
C2,11,1,2.58,1440.21
C2,11,2,2.58,1386.0
C2,11,3,2.58,1331.7
C2,11,4,2.58,1277.5
C2,11,5,2.58,1223.2
C2,11,6,2.58,1169.0
C2,11,7,2.58,1114.7
C2,11,8,2.58,1060.5
C2,11,9,2.58,1006.2
C2,11,10,2.58,952.0
C2,12,1,2.54,1411.68
C2,12,2,2.54,1358.5
C2,12,3,2.54,1305.3
C2,12,4,2.54,1252.2
C2,12,5,2.54,1199.0
C2,12,6,2.54,1145.8
C2,12,7,2.54,1092.7
C2,12,8,2.54,1039.5
C2,12,9,2.54,986.3
C2,12,10,2.54,933.15
C2,13,1,2.56,1421.69
C2,13,2,2.56,1368.1
C2,13,3,2.56,1314.6
C2,13,4,2.56,1261.0
C2,13,5,2.56,1207.5
C2,13,6,2.56,1154.0
C2,13,7,2.56,1100.4
C2,13,8,2.56,1046.9
C2,13,9,2.56,993.3
C2,13,10,2.56,939.76
C2,14,1,2.54,1403.34
C2,14,2,2.54,1350.5
C2,14,3,2.54,1297.6
C2,14,4,2.54,1244.8
C2,14,5,2.54,1191.9
C2,14,6,2.54,1139.1
C2,14,7,2.54,1086.2
C2,14,8,2.54,1033.3
C2,14,9,2.54,980.5
C2,14,10,2.54,927.63
C2,15,1,2.56,1407.51
C2,15,2,2.56,1354.5
C2,15,3,2.56,1301.5
C2,15,4,2.56,1248.5
