consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C1,1,1,2.76,1624.73
C1,1,2,2.76,1563.5
C1,1,3,2.76,1502.3
C1,1,4,2.76,1441.1
C1,1,5,2.76,1379.9
C1,1,6,2.76,1318.8
C1,1,7,2.76,1257.6
C1,1,8,2.76,1196.4
C1,1,9,2.76,1135.2
C1,1,10,2.76,1073.97
C1,2,1,2.71,1597.68
C1,2,2,2.71,1537.5
C1,2,3,2.71,1477.3
C1,2,4,2.71,1417.2
C1,2,5,2.71,1357.0
C1,2,6,2.71,1296.8
C1,2,7,2.71,1236.6
C1,2,8,2.71,1176.5
C1,2,9,2.71,1116.3
C1,2,10,2.71,1056.1
C1,3,1,2.72,1525.34
C1,3,2,2.72,1467.9
C1,3,3,2.72,1410.4
C1,3,4,2.72,1353.0
C1,3,5,2.72,1295.5
C1,3,6,2.72,1238.1
C1,3,7,2.72,1180.6
C1,3,8,2.72,1123.2
C1,3,9,2.72,1065.7
C1,3,10,2.72,1008.27
C1,4,1,2.69,1505.79
C1,4,2,2.69,1449.1
C1,4,3,2.69,1392.4
C1,4,4,2.69,1335.6
C1,4,5,2.69,1278.9
C1,4,6,2.69,1222.2
C1,4,7,2.69,1165.5
C1,4,8,2.69,1108.8
C1,4,9,2.69,1052.1
C1,4,10,2.69,995.35
C1,5,1,2.59,1569.99
C1,5,2,2.59,1510.9
C1,5,3,2.59,1451.7
C1,5,4,2.59,1392.6
C1,5,5,2.59,1333.5
C1,5,6,2.59,1274.3
C1,5,7,2.59,1215.2
C1,5,8,2.59,1156.1
C1,5,9,2.59,1096.9
C1,5,10,2.59,1037.79
C1,6,1,2.56,1528.3
C1,6,2,2.56,1470.7
C1,6,3,2.56,1413.2
C1,6,4,2.56,1355.6
C1,6,5,2.56,1298.0
C1,6,6,2.56,1240.5
C1,6,7,2.56,1182.9
C1,6,8,2.56,1125.4
C1,6,9,2.56,1067.8
C1,6,10,2.56,1010.23
C1,7,1,2.49,1484.49
C1,7,2,2.49,1428.6
C1,7,3,2.49,1372.7
C1,7,4,2.49,1316.8
C1,7,5,2.49,1260.8
C1,7,6,2.49,1204.9
C1,7,7,2.49,1149.0
C1,7,8,2.49,1093.1
C1,7,9,2.49,1037.2
C1,7,10,2.49,981.27
C1,8,1,2.51,1456.61
C1,8,2,2.51,1401.7
C1,8,3,2.51,1346.9
