consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,2.74,1300.71
C2,1,2,2.74,1251.7
C2,1,3,2.74,1202.7
C2,1,4,2.74,1153.7
C2,1,5,2.74,1104.7
C2,1,6,2.74,1055.8
C2,1,7,2.74,1006.8
C2,1,8,2.74,957.8
C2,1,9,2.74,908.8
C2,1,10,2.74,859.79
C2,2,1,2.70,1239.48
C2,2,2,2.70,1192.8
C2,2,3,2.70,1146.1
C2,2,4,2.70,1099.4
C2,2,5,2.70,1052.7
C2,2,6,2.70,1006.1
C2,2,7,2.70,959.4
C2,2,8,2.70,912.7
C2,2,9,2.70,866.0
C2,2,10,2.70,819.32
C2,3,1,2.71,1261.9
C2,3,2,2.71,1214.4
C2,3,3,2.71,1166.8
C2,3,4,2.71,1119.3
C2,3,5,2.71,1071.8
C2,3,6,2.71,1024.3
C2,3,7,2.71,976.7
C2,3,8,2.71,929.2
C2,3,9,2.71,881.7
C2,3,10,2.71,834.14
C2,4,1,2.70,1242.54
C2,4,2,2.70,1195.7
C2,4,3,2.70,1148.9
C2,4,4,2.70,1102.1
C2,4,5,2.70,1055.3
C2,4,6,2.70,1008.5
C2,4,7,2.70,961.7
C2,4,8,2.70,914.9
C2,4,9,2.70,868.1
C2,4,10,2.70,821.34
C2,5,1,2.69,1260.79
C2,5,2,2.69,1213.3
C2,5,3,2.69,1165.8
C2,5,4,2.69,1118.3
C2,5,5,2.69,1070.8
C2,5,6,2.69,1023.4
C2,5,7,2.69,975.9
C2,5,8,2.69,928.4
C2,5,9,2.69,880.9
C2,5,10,2.69,833.4
C2,6,1,2.64,1166.4
C2,6,2,2.64,1122.5
C2,6,3,2.64,1078.5
C2,6,4,2.64,1034.6
C2,6,5,2.64,990.7
C2,6,6,2.64,946.7
C2,6,7,2.64,902.8
C2,6,8,2.64,858.9
C2,6,9,2.64,814.9
C2,6,10,2.64,771.01
C2,7,1,2.62,1225.4
C2,7,2,2.62,1179.2
C2,7,3,2.62,1133.1
C2,7,4,2.62,1086.9
C2,7,5,2.62,1040.8
C2,7,6,2.62,994.6
C2,7,7,2.62,948.5
C2,7,8,2.62,902.3
C2,7,9,2.62,856.2
C2,7,10,2.62,810.01
C2,8,1,2.65,1210.03
C2,8,2,2.65,1164.5
C2,8,3,2.65,1118.9
C2,8,4,2.65,1073.3
C2,8,5,2.65,1027.7
C2,8,6,2.65,982.2
C2,8,7,2.65,936.6
C2,8,8,2.65,891.0
C2,8,9,2.65,845.4
C2,8,10,2.65,799.85
C2,9,1,2.64,1204.1
C2,9,2,2.64,1158.7
C2,9,3,2.64,1113.4
C2,9,4,2.64,1068.0
C2,9,5,2.64,1022.7
C2,9,6,2.64,977.3
C2,9,7,2.64,932.0
C2,9,8,2.64,886.6
C2,9,9,2.64,841.3
C2,9,10,2.64,795.93
C2,10,1,2.67,1195.39
C2,10,2,2.67,1150.4
C2,10,3,2.67,1105.3
C2,10,4,2.67,1060.3
C2,10,5,2.67,1015.3
C2,10,6,2.67,970.3
C2,10,7,2.67,925.2
C2,10,8,2.67,880.2
C2,10,9,2.67,835.2
C2,10,10,2.67,790.17
C2,11,1,2.62,1204.1
C2,11,2,2.62,1158.7
C2,11,3,2.62,1113.4
C2,11,4,2.62,1068.0
C2,11,5,2.62,1022.7
C2,11,6,2.62,977.3
C2,11,7,2.62,932.0
C2,11,8,2.62,886.6
C2,11,9,2.62,841.3
C2,11,10,2.62,795.93
C2,12,1,2.60,1116.28
C2,12,2,2.60,1074.2
C2,12,3,2.60,1032.2
C2,12,4,2.60,990.1
C2,12,5,2.60,948.1
C2,12,6,2.60,906.1
