consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,2.47,1802.86
C2,1,2,2.47,1735.0
C2,1,3,2.47,1667.1
C2,1,4,2.47,1599.1
C2,1,5,2.47,1531.2
C2,1,6,2.47,1463.3
C2,1,7,2.47,1395.4
C2,1,8,2.47,1327.5
C2,1,9,2.47,1259.6
C2,1,10,2.47,1191.72
C2,2,1,2.40,1718.66
C2,2,2,2.40,1653.9
C2,2,3,2.40,1589.2
C2,2,4,2.40,1524.5
C2,2,5,2.40,1459.7
C2,2,6,2.40,1395.0
C2,2,7,2.40,1330.3
C2,2,8,2.40,1265.5
C2,2,9,2.40,1200.8
C2,2,10,2.40,1136.06
C2,3,1,2.36,1689.57
C2,3,2,2.36,1625.9
C2,3,3,2.36,1562.3
C2,3,4,2.36,1498.7
C2,3,5,2.36,1435.0
C2,3,6,2.36,1371.4
C2,3,7,2.36,1307.8
C2,3,8,2.36,1244.1
C2,3,9,2.36,1180.5
C2,3,10,2.36,1116.84
C2,4,1,2.37,1665.02
C2,4,2,2.37,1602.3
C2,4,3,2.37,1539.6
C2,4,4,2.37,1476.9
C2,4,5,2.37,1414.2
C2,4,6,2.37,1351.5
C2,4,7,2.37,1288.7
C2,4,8,2.37,1226.0
C2,4,9,2.37,1163.3
C2,4,10,2.37,1100.61
C2,5,1,2.36,1674.38
C2,5,2,2.36,1611.3
C2,5,3,2.36,1548.2
C2,5,4,2.36,1485.2
C2,5,5,2.36,1422.1
C2,5,6,2.36,1359.1
C2,5,7,2.36,1296.0
C2,5,8,2.36,1232.9
C2,5,9,2.36,1169.9
C2,5,10,2.36,1106.79
C2,6,1,2.24,1633.62
C2,6,2,2.24,1572.1
C2,6,3,2.24,1510.6
C2,6,4,2.24,1449.0
C2,6,5,2.24,1387.5
C2,6,6,2.24,1326.0
C2,6,7,2.24,1264.4
C2,6,8,2.24,1202.9
C2,6,9,2.24,1141.4
C2,6,10,2.24,1079.85
C2,7,1,2.30,1618.71
C2,7,2,2.30,1557.7
C2,7,3,2.30,1496.8
C2,7,4,2.30,1435.8
C2,7,5,2.30,1374.8
C2,7,6,2.30,1313.9
C2,7,7,2.30,1252.9
C2,7,8,2.30,1191.9
C2,7,9,2.30,1131.0
C2,7,10,2.30,1069.99
C2,8,1,2.31,1604.26
C2,8,2,2.31,1543.8
C2,8,3,2.31,1483.4
C2,8,4,2.31,1423.0
C2,8,5,2.31,1362.6
C2,8,6,2.31,1302.1
C2,8,7,2.31,1241.7
C2,8,8,2.31,1181.3
C2,8,9,2.31,1120.9
C2,8,10,2.31,1060.44
C2,9,1,2.25,1611.95
C2,9,2,2.25,1551.2
C2,9,3,2.25,1490.5
C2,9,4,2.25,1429.8
C2,9,5,2.25,1369.1
C2,9,6,2.25,1308.4
C2,9,7,2.25,1247.7
C2,9,8,2.25,1186.9
C2,9,9,2.25,1126.2
C2,9,10,2.25,1065.52
C2,10,1,2.27,1574.43
C2,10,2,2.27,1515.1
C2,10,3,2.27,1455.8
C2,10,4,2.27,1396.5
C2,10,5,2.27,1337.2
C2,10,6,2.27,1277.9
C2,10,7,2.27,1218.6
C2,10,8,2.27,1159.3
C2,10,9,2.27,1100.0
C2,10,10,2.27,1040.73
C2,11,1,2.30,1598.7
C2,11,2,2.30,1538.5
C2,11,3,2.30,1478.3
