generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G1,1,1,1.30,354.6
G1,1,2,1.30,427.7
G1,1,3,1.30,500.9
G1,1,4,1.30,574.1
G1,1,5,1.30,647.2
G1,1,6,1.30,720.4
G1,1,7,1.30,793.6
G1,1,8,1.30,866.7
G1,1,9,1.30,939.9
G1,1,10,2.50,1013.05
G1,2,1,1.23,342.9
G1,2,2,1.23,413.6
G1,2,3,1.23,484.4
G1,2,4,1.23,555.2
G1,2,5,1.23,625.9
G1,2,6,1.23,696.7
G1,2,7,1.23,767.4
G1,2,8,1.23,838.2
G1,2,9,1.23,908.9
G1,2,10,3.73,979.68
G1,3,1,1.14,340.6
G1,3,2,1.14,410.9
G1,3,3,1.14,481.2
G1,3,4,1.14,551.5
G1,3,5,1.14,621.8
G1,3,6,1.14,692.0
G1,3,7,1.14,762.3
G1,3,8,1.14,832.6
G1,3,9,1.14,902.9
G1,3,10,4.54,973.19
G1,4,1,1.15,329.6
G1,4,2,1.15,397.6
G1,4,3,1.15,465.7
G1,4,4,1.15,533.7
G1,4,5,1.15,601.7
G1,4,6,1.15,669.7
G1,4,7,1.15,737.7
G1,4,8,1.15,805.7
G1,4,9,1.15,873.8
G1,4,10,3.15,941.78
G1,5,1,1.06,321.5
G1,5,2,1.06,387.8
G1,5,3,1.06,454.1
G1,5,4,1.06,520.5
G1,5,5,1.06,586.8
G1,5,6,1.06,653.1
G1,5,7,1.06,719.5
G1,5,8,1.06,785.8
G1,5,9,1.06,852.1
G1,5,10,3.66,918.45
G1,6,1,1.10,321.8
G1,6,2,1.10,388.2
G1,6,3,1.10,454.6
G1,6,4,1.10,521.0
G1,6,5,1.10,587.4
G1,6,6,1.10,653.8
G1,6,7,1.10,720.2
G1,6,8,1.10,786.6
G1,6,9,1.10,853.0
G1,6,10,3.40,919.37
G1,7,1,1.10,321.1
G1,7,2,1.10,387.4
G1,7,3,1.10,453.6
G1,7,4,1.10,519.9
G1,7,5,1.10,586.1
G1,7,6,1.10,652.4
G1,7,7,1.10,718.6
G1,7,8,1.10,784.9
G1,7,9,1.10,851.2
G1,7,10,2.50,917.41
G1,8,1,1.06,312.9
G1,8,2,1.06,377.4
G1,8,3,1.06,442.0
G1,8,4,1.06,506.6
G1,8,5,1.06,571.1
G1,8,6,1.06,635.7
G1,8,7,1.06,700.3
G1,8,8,1.06,764.8
G1,8,9,1.06,829.4
G1,8,10,2.36,893.96
G1,9,1,1.01,311.6
G1,9,2,1.01,375.9
G1,9,3,1.01,440.2
G1,9,4,1.01,504.5
G1,9,5,1.01,568.8
G1,9,6,1.01,633.0
G1,9,7,1.01,697.3
G1,9,8,1.01,761.6
G1,9,9,1.01,825.9
G1,9,10,2.91,890.22
G1,10,1,0.98,311.5
G1,10,2,0.98,375.7
G1,10,3,0.98,440.0
G1,10,4,0.98,504.3
G1,10,5,0.98,568.6
G1,10,6,0.98,632.8
G1,10,7,0.98,697.1
G1,10,8,0.98,761.4
G1,10,9,0.98,825.6
G1,10,10,3.08,889.92
G1,11,1,0.98,320.3
G1,11,2,0.98,386.4
G1,11,3,0.98,452.6
G1,11,4,0.98,518.7
G1,11,5,0.98,584.8
G1,11,6,0.98,650.9
G1,11,7,0.98,717.0
G1,11,8,0.98,783.1
G1,11,9,0.98,849.2
G1,11,10,2.78,915.27
G1,12,1,0.88,313.3
G1,12,2,0.88,377.9
G1,12,3,0.88,442.5
G1,12,4,0.88,507.2
G1,12,5,0.88,571.8
G1,12,6,0.88,636.4
G1,12,7,0.88,701.1
G1,12,8,0.88,765.7
G1,12,9,0.88,830.4
G1,12,10,4.08,895.0
G1,13,1,0.81,303.2
G1,13,2,0.81,365.8
G1,13,3,0.81,428.4
G1,13,4,0.81,490.9
G1,13,5,0.81,553.5
G1,13,6,0.81,616.1
G1,13,7,0.81,678.6
G1,13,8,0.81,741.2
G1,13,9,0.81,803.8
G1,13,10,4.91,866.34
G1,14,1,0.84,320.1
G1,14,2,0.84,386.1
G1,14,3,0.84,452.2
G1,14,4,0.84,518.2
G1,14,5,0.84,584.2
G1,14,6,0.84,650.3
G1,14,7,0.84,716.3
G1,14,8,0.84,782.4
G1,14,9,0.84,848.4
G1,14,10,5.34,914.47
G1,15,1,0.85,313.0
G1,15,2,0.85,377.6
G1,15,3,0.85,442.1
G1,15,4,0.85,506.7
G1,15,5,0.85,571.3
G1,15,6,0.85,635.9
G1,15,7,0.85,700.5
G1,15,8,0.85,765.0
G1,15,9,0.85,829.6
G1,15,10,5.35,894.2
G1,16,1,0.87,306.1
G1,16,2,0.87,369.3
G1,16,3,0.87,432.5
G1,16,4,0.87,495.6
G1,16,5,0.87,558.8
G1,16,6,0.87,622.0
G1,16,7,0.87,685.2
G1,16,8,0.87,748.3
G1,16,9,0.87,811.5
G1,16,10,4.87,874.67
G1,17,1,0.88,305.2
G1,17,2,0.88,368.2
G1,17,3,0.88,431.2
G1,17,4,0.88,494.2
G1,17,5,0.88,557.1
G1,17,6,0.88,620.1
G1,17,7,0.88,683.1
G1,17,8,0.88,746.1
G1,17,9,0.88,809.1
G1,17,10,5.58,872.04
G1,18,1,0.91,313.4
G1,18,2,0.91,378.1
G1,18,3,0.91,442.8
G1,18,4,0.91,507.5
G1,18,5,0.91,572.2
G1,18,6,0.91,636.8
G1,18,7,0.91,701.5
G1,18,8,0.91,766.2
G1,18,9,0.91,830.9
G1,18,10,5.31,895.55
G1,19,1,1.02,320.0
G1,19,2,1.02,386.0
G1,19,3,1.02,452.0
G1,19,4,1.02,518.0
G1,19,5,1.02,584.0
G1,19,6,1.02,650.1
G1,19,7,1.02,716.1
G1,19,8,1.02,782.1
G1,19,9,1.02,848.1
G1,19,10,5.22,914.16
G1,20,1,1.15,325.5
G1,20,2,1.15,392.7
G1,20,3,1.15,459.9
G1,20,4,1.15,527.0
G1,20,5,1.15,594.2
G1,20,6,1.15,661.4
G1,20,7,1.15,728.6
G1,20,8,1.15,795.7
G1,20,9,1.15,862.9
G1,20,10,4.35,930.08
G1,21,1,1.10,322.9
G1,21,2,1.10,389.5
G1,21,3,1.10,456.1
G1,21,4,1.10,522.8
G1,21,5,1.10,589.4
G1,21,6,1.10,656.0
G1,21,7,1.10,722.7
G1,21,8,1.10,789.3
G1,21,9,1.10,855.9
G1,21,10,4.70,922.55
G1,22,1,1.29,338.3
G1,22,2,1.29,408.2
G1,22,3,1.29,478.0
G1,22,4,1.29,547.8
G1,22,5,1.29,617.6
G1,22,6,1.29,687.4
G1,22,7,1.29,757.2
G1,22,8,1.29,827.1
G1,22,9,1.29,896.9
G1,22,10,5.39,966.7
G1,23,1,1.40,348.1
G1,23,2,1.40,419.9
G1,23,3,1.40,491.8
G1,23,4,1.40,563.6
G1,23,5,1.40,635.4
G1,23,6,1.40,707.2
G1,23,7,1.40,779.1
G1,23,8,1.40,850.9
G1,23,9,1.40,922.7
G1,23,10,5.40,994.56
G1,24,1,1.57,366.8
G1,24,2,1.57,442.5
G1,24,3,1.57,518.2
G1,24,4,1.57,593.8
G1,24,5,1.57,669.5
G1,24,6,1.57,745.2
G1,24,7,1.57,820.9
G1,24,8,1.57,896.6
G1,24,9,1.57,972.3
G1,24,10,4.37,1047.95
G1,25,1,1.68,379.9
G1,25,2,1.68,458.3
G1,25,3,1.68,536.7
G1,25,4,1.68,615.1
G1,25,5,1.68,693.5
G1,25,6,1.68,771.9
G1,25,7,1.68,850.3
G1,25,8,1.68,928.7
G1,25,9,1.68,1007.1
G1,25,10,4.58,1085.49
G1,26,1,1.85,395.5
G1,26,2,1.85,477.1
G1,26,3,1.85,558.7
G1,26,4,1.85,640.3
G1,26,5,1.85,721.9
G1,26,6,1.85,803.6
G1,26,7,1.85,885.2
G1,26,8,1.85,966.8
G1,26,9,1.85,1048.4
G1,26,10,5.05,1130.0
G1,27,1,2.11,406.6
G1,27,2,2.11,490.4
G1,27,3,2.11,574.3
G1,27,4,2.11,658.2
G1,27,5,2.11,742.1
G1,27,6,2.11,826.0
G1,27,7,2.11,909.9
G1,27,8,2.11,993.8
G1,27,9,2.11,1077.7
G1,27,10,4.31,1161.59
G1,28,1,2.24,408.1
G1,28,2,2.24,492.3
G1,28,3,2.24,576.5
G1,28,4,2.24,660.7
G1,28,5,2.24,744.9
G1,28,6,2.24,829.1
G1,28,7,2.24,913.3
G1,28,8,2.24,997.5
G1,28,9,2.24,1081.7
G1,28,10,6.04,1165.94
G1,29,1,2.42,417.9
G1,29,2,2.42,504.1
G1,29,3,2.42,590.4
G1,29,4,2.42,676.6
G1,29,5,2.42,762.8
G1,29,6,2.42,849.1
G1,29,7,2.42,935.3
G1,29,8,2.42,1021.5
G1,29,9,2.42,1107.8
G1,29,10,7.52,1193.99
G1,30,1,2.50,411.5
G1,30,2,2.50,496.4
G1,30,3,2.50,581.3
G1,30,4,2.50,666.2
G1,30,5,2.50,751.1
G1,30,6,2.50,836.0
G1,30,7,2.50,920.9
G1,30,8,2.50,1005.9
G1,30,9,2.50,1090.8
G1,30,10,8.80,1175.68
G1,31,1,2.68,410.2
G1,31,2,2.68,494.9
G1,31,3,2.68,579.6
G1,31,4,2.68,664.2
G1,31,5,2.68,748.9
G1,31,6,2.68,833.5
G1,31,7,2.68,918.2
G1,31,8,2.68,1002.8
G1,31,9,2.68,1087.5
G1,31,10,9.28,1172.13
G1,32,1,2.79,397.8
G1,32,2,2.79,479.9
G1,32,3,2.79,562.0
G1,32,4,2.79,644.1
G1,32,5,2.79,726.2
G1,32,6,2.79,808.3
G1,32,7,2.79,890.4
G1,32,8,2.79,972.5
G1,32,9,2.79,1054.6
G1,32,10,10.39,1136.67
G1,33,1,3.00,420.7
G1,33,2,3.00,507.5
G1,33,3,3.00,594.3
G1,33,4,3.00,681.1
G1,33,5,3.00,767.9
G1,33,6,3.00,854.7
G1,33,7,3.00,941.5
G1,33,8,3.00,1028.3
G1,33,9,3.00,1115.1
G1,33,10,9.40,1201.88
G1,34,1,3.22,408.1
G1,34,2,3.22,492.3
G1,34,3,3.22,576.5
G1,34,4,3.22,660.7
G1,34,5,3.22,744.9
G1,34,6,3.22,829.1
G1,34,7,3.22,913.3
G1,34,8,3.22,997.5
G1,34,9,3.22,1081.7
G1,34,10,8.72,1165.94
G1,35,1,3.28,376.7
G1,35,2,3.28,454.5
G1,35,3,3.28,532.2
G1,35,4,3.28,610.0
G1,35,5,3.28,687.7
G1,35,6,3.28,765.5
G1,35,7,3.28,843.2
G1,35,8,3.28,920.9
G1,35,9,3.28,998.7
G1,35,10,9.68,1076.42
G1,36,1,3.36,334.1
G1,36,2,3.36,403.0
G1,36,3,3.36,472.0
G1,36,4,3.36,540.9
G1,36,5,3.36,609.9
G1,36,6,3.36,678.8
G1,36,7,3.36,747.8
G1,36,8,3.36,816.7
G1,36,9,3.36,885.6
G1,36,10,9.76,954.58
G1,37,1,3.52,378.1
G1,37,2,3.52,456.1
G1,37,3,3.52,534.1
G1,37,4,3.52,612.1
G1,37,5,3.52,690.1
G1,37,6,3.52,768.2
G1,37,7,3.52,846.2
G1,37,8,3.52,924.2
G1,37,9,3.52,1002.2
G1,37,10,8.72,1080.22
G1,38,1,3.38,352.0
G1,38,2,3.38,424.6
G1,38,3,3.38,497.2
G1,38,4,3.38,569.8
