generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,1,1,1.26,335.3
G2,1,2,1.26,404.5
G2,1,3,1.26,473.7
G2,1,4,1.26,542.9
G2,1,5,1.26,612.1
G2,1,6,1.26,681.3
G2,1,7,1.26,750.5
G2,1,8,1.26,819.7
G2,1,9,1.26,888.9
G2,1,10,5.86,958.07
G2,2,1,1.24,329.3
G2,2,2,1.24,397.3
G2,2,3,1.24,465.2
G2,2,4,1.24,533.2
G2,2,5,1.24,601.1
G2,2,6,1.24,669.1
G2,2,7,1.24,737.0
G2,2,8,1.24,805.0
G2,2,9,1.24,872.9
G2,2,10,5.14,940.86
G2,3,1,1.22,321.4
G2,3,2,1.22,387.7
G2,3,3,1.22,454.0
G2,3,4,1.22,520.4
G2,3,5,1.22,586.7
G2,3,6,1.22,653.0
G2,3,7,1.22,719.3
G2,3,8,1.22,785.6
G2,3,9,1.22,852.0
G2,3,10,4.92,918.27
G2,4,1,1.14,316.1
G2,4,2,1.14,381.3
G2,4,3,1.14,446.6
G2,4,4,1.14,511.8
G2,4,5,1.14,577.0
G2,4,6,1.14,642.2
G2,4,7,1.14,707.5
G2,4,8,1.14,772.7
G2,4,9,1.14,837.9
G2,4,10,5.84,903.14
G2,5,1,1.10,318.0
G2,5,2,1.10,383.6
G2,5,3,1.10,449.2
G2,5,4,1.10,514.8
G2,5,5,1.10,580.4
G2,5,6,1.10,646.1
G2,5,7,1.10,711.7
G2,5,8,1.10,777.3
G2,5,9,1.10,842.9
G2,5,10,6.30,908.53
G2,6,1,1.14,305.9
G2,6,2,1.14,369.0
G2,6,3,1.14,432.1
G2,6,4,1.14,495.3
G2,6,5,1.14,558.4
G2,6,6,1.14,621.5
G2,6,7,1.14,684.6
G2,6,8,1.14,747.8
G2,6,9,1.14,810.9
G2,6,10,5.44,874.0
G2,7,1,1.06,303.8
G2,7,2,1.06,366.4
G2,7,3,1.06,429.1
G2,7,4,1.06,491.8
G2,7,5,1.06,554.5
G2,7,6,1.06,617.2
G2,7,7,1.06,679.8
G2,7,8,1.06,742.5
G2,7,9,1.06,805.2
G2,7,10,6.76,867.87
G2,8,1,1.05,293.1
G2,8,2,1.05,353.6
G2,8,3,1.05,414.1
G2,8,4,1.05,474.6
G2,8,5,1.05,535.1
G2,8,6,1.05,595.6
G2,8,7,1.05,656.0
G2,8,8,1.05,716.5
G2,8,9,1.05,777.0
G2,8,10,6.65,837.5
G2,9,1,1.04,301.0
G2,9,2,1.04,363.2
G2,9,3,1.04,425.3
G2,9,4,1.04,487.4
G2,9,5,1.04,549.5
G2,9,6,1.04,611.6
G2,9,7,1.04,673.7
G2,9,8,1.04,735.9
