consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C1,1,1,2.80,1532.56
C1,1,2,2.80,1474.8
C1,1,3,2.80,1417.1
C1,1,4,2.80,1359.4
C1,1,5,2.80,1301.7
C1,1,6,2.80,1243.9
C1,1,7,2.80,1186.2
C1,1,8,2.80,1128.5
C1,1,9,2.80,1070.8
C1,1,10,2.80,1013.05
C1,2,1,2.73,1482.08
C1,2,2,2.73,1426.3
C1,2,3,2.73,1370.4
C1,2,4,2.73,1314.6
C1,2,5,2.73,1258.8
C1,2,6,2.73,1203.0
C1,2,7,2.73,1147.1
C1,2,8,2.73,1091.3
C1,2,9,2.73,1035.5
C1,2,10,2.73,979.68
C1,3,1,2.64,1472.26
C1,3,2,2.64,1416.8
C1,3,3,2.64,1361.4
C1,3,4,2.64,1305.9
C1,3,5,2.64,1250.5
C1,3,6,2.64,1195.0
C1,3,7,2.64,1139.5
C1,3,8,2.64,1084.1
C1,3,9,2.64,1028.6
C1,3,10,2.64,973.19
C1,4,1,2.65,1424.74
C1,4,2,2.65,1371.1
C1,4,3,2.65,1317.4
C1,4,4,2.65,1263.8
C1,4,5,2.65,1210.1
C1,4,6,2.65,1156.4
C1,4,7,2.65,1102.8
C1,4,8,2.65,1049.1
C1,4,9,2.65,995.4
C1,4,10,2.65,941.78
C1,5,1,2.56,1389.45
C1,5,2,2.56,1337.1
C1,5,3,2.56,1284.8
C1,5,4,2.56,1232.5
C1,5,5,2.56,1180.1
C1,5,6,2.56,1127.8
C1,5,7,2.56,1075.5
C1,5,8,2.56,1023.1
C1,5,9,2.56,970.8
C1,5,10,2.56,918.45
C1,6,1,2.60,1390.84
C1,6,2,2.60,1338.5
C1,6,3,2.60,1286.1
C1,6,4,2.60,1233.7
C1,6,5,2.60,1181.3
C1,6,6,2.60,1128.9
C1,6,7,2.60,1076.5
C1,6,8,2.60,1024.1
C1,6,9,2.60,971.8
C1,6,10,2.60,919.37
C1,7,1,2.60,1387.88
C1,7,2,2.60,1335.6
C1,7,3,2.60,1283.3
C1,7,4,2.60,1231.1
C1,7,5,2.60,1178.8
C1,7,6,2.60,1126.5
C1,7,7,2.60,1074.2
C1,7,8,2.60,1022.0
C1,7,9,2.60,969.7
C1,7,10,2.60,917.41
C1,8,1,2.56,1352.4
C1,8,2,2.56,1301.5
C1,8,3,2.56,1250.5
C1,8,4,2.56,1199.6
C1,8,5,2.56,1148.6
C1,8,6,2.56,1097.7
C1,8,7,2.56,1046.8
C1,8,8,2.56,995.8
C1,8,9,2.56,944.9
C1,8,10,2.56,893.96
C1,9,1,2.51,1346.75
C1,9,2,2.51,1296.0
C1,9,3,2.51,1245.3
C1,9,4,2.51,1194.6
C1,9,5,2.51,1143.8
C1,9,6,2.51,1093.1
C1,9,7,2.51,1042.4
C1,9,8,2.51,991.7
C1,9,9,2.51,940.9
C1,9,10,2.51,890.22
C1,10,1,2.48,1346.28
C1,10,2,2.48,1295.6
C1,10,3,2.48,1244.9
C1,10,4,2.48,1194.2
C1,10,5,2.48,1143.5
C1,10,6,2.48,1092.7
C1,10,7,2.48,1042.0
C1,10,8,2.48,991.3
C1,10,9,2.48,940.6
C1,10,10,2.48,889.92
C1,11,1,2.48,1384.63
C1,11,2,2.48,1332.5
C1,11,3,2.48,1280.3
C1,11,4,2.48,1228.2
C1,11,5,2.48,1176.0
C1,11,6,2.48,1123.9
C1,11,7,2.48,1071.7
C1,11,8,2.48,1019.6
C1,11,9,2.48,967.4
C1,11,10,2.48,915.27
C1,12,1,2.38,1353.97
C1,12,2,2.38,1303.0
C1,12,3,2.38,1252.0
C1,12,4,2.38,1201.0
C1,12,5,2.38,1150.0
C1,12,6,2.38,1099.0
C1,12,7,2.38,1048.0
C1,12,8,2.38,997.0
C1,12,9,2.38,946.0
C1,12,10,2.38,895.0
C1,13,1,2.31,1310.62
C1,13,2,2.31,1261.3
C1,13,3,2.31,1211.9
C1,13,4,2.31,1162.5
C1,13,5,2.31,1113.2
C1,13,6,2.31,1063.8
C1,13,7,2.31,1014.4
C1,13,8,2.31,965.1
C1,13,9,2.31,915.7
C1,13,10,2.31,866.34
C1,14,1,2.34,1383.43
C1,14,2,2.34,1331.3
C1,14,3,2.34,1279.2
C1,14,4,2.34,1227.1
C1,14,5,2.34,1175.0
C1,14,6,2.34,1122.9
C1,14,7,2.34,1070.8
C1,14,8,2.34,1018.7
C1,14,9,2.34,966.6
C1,14,10,2.34,914.47
