consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,2.67,1491.16
C2,1,2,2.67,1435.0
C2,1,3,2.67,1378.8
C2,1,4,2.67,1322.7
C2,1,5,2.67,1266.5
C2,1,6,2.67,1210.3
C2,1,7,2.67,1154.2
C2,1,8,2.67,1098.0
C2,1,9,2.67,1041.8
C2,1,10,2.67,985.68
C2,2,1,2.62,1481.06
C2,2,2,2.62,1425.3
C2,2,3,2.62,1369.5
C2,2,4,2.62,1313.7
C2,2,5,2.62,1257.9
C2,2,6,2.62,1202.1
C2,2,7,2.62,1146.4
C2,2,8,2.62,1090.6
C2,2,9,2.62,1034.8
C2,2,10,2.62,979.01
C2,3,1,2.49,1478.47
C2,3,2,2.49,1422.8
C2,3,3,2.49,1367.1
C2,3,4,2.49,1311.4
C2,3,5,2.49,1255.7
C2,3,6,2.49,1200.0
C2,3,7,2.49,1144.4
C2,3,8,2.49,1088.7
C2,3,9,2.49,1033.0
C2,3,10,2.49,977.29
C2,4,1,2.48,1451.7
C2,4,2,2.48,1397.0
C2,4,3,2.48,1342.3
C2,4,4,2.48,1287.7
C2,4,5,2.48,1233.0
C2,4,6,2.48,1178.3
C2,4,7,2.48,1123.6
C2,4,8,2.48,1069.0
C2,4,9,2.48,1014.3
C2,4,10,2.48,959.6
C2,5,1,2.52,1461.61
C2,5,2,2.52,1406.6
C2,5,3,2.52,1351.5
C2,5,4,2.52,1296.5
C2,5,5,2.52,1241.4
C2,5,6,2.52,1186.4
C2,5,7,2.52,1131.3
C2,5,8,2.52,1076.3
C2,5,9,2.52,1021.2
C2,5,10,2.52,966.15
C2,6,1,2.56,1411.96
C2,6,2,2.56,1358.8
C2,6,3,2.56,1305.6
C2,6,4,2.56,1252.4
C2,6,5,2.56,1199.2
C2,6,6,2.56,1146.1
C2,6,7,2.56,1092.9
C2,6,8,2.56,1039.7
C2,6,9,2.56,986.5
C2,6,10,2.56,933.33
C2,7,1,2.46,1408.9
C2,7,2,2.46,1355.8
C2,7,3,2.46,1302.8
C2,7,4,2.46,1249.7
C2,7,5,2.46,1196.6
C2,7,6,2.46,1143.6
C2,7,7,2.46,1090.5
C2,7,8,2.46,1037.4
C2,7,9,2.46,984.4
C2,7,10,2.46,931.31
C2,8,1,2.40,1378.24
C2,8,2,2.40,1326.3
C2,8,3,2.40,1274.4
C2,8,4,2.40,1222.5
C2,8,5,2.40,1170.6
C2,8,6,2.40,1118.7
C2,8,7,2.40,1066.8
C2,8,8,2.40,1014.9
C2,8,9,2.40,963.0
C2,8,10,2.40,911.04
C2,9,1,2.36,1384.82
C2,9,2,2.36,1332.7
C2,9,3,2.36,1280.5
C2,9,4,2.36,1228.3
C2,9,5,2.36,1176.2
C2,9,6,2.36,1124.0
C2,9,7,2.36,1071.9
C2,9,8,2.36,1019.7
C2,9,9,2.36,967.5
C2,9,10,2.36,915.39
C2,10,1,2.36,1354.62
C2,10,2,2.36,1303.6
C2,10,3,2.36,1252.6
C2,10,4,2.36,1201.6
C2,10,5,2.36,1150.5
C2,10,6,2.36,1099.5
C2,10,7,2.36,1048.5
C2,10,8,2.36,997.5
C2,10,9,2.36,946.5
C2,10,10,2.36,895.43
C2,11,1,2.29,1366.48
C2,11,2,2.29,1315.0
C2,11,3,2.29,1263.5
C2,11,4,2.29,1212.1
C2,11,5,2.29,1160.6
C2,11,6,2.29,1109.1
C2,11,7,2.29,1057.7
C2,11,8,2.29,1006.2
C2,11,9,2.29,954.7
C2,11,10,2.29,903.26
C2,12,1,2.26,1312.75
C2,12,2,2.26,1263.3
C2,12,3,2.26,1213.9
C2,12,4,2.26,1164.4
C2,12,5,2.26,1115.0
C2,12,6,2.26,1065.5
C2,12,7,2.26,1016.1
C2,12,8,2.26,966.6
C2,12,9,2.26,917.2
C2,12,10,2.26,867.75
C2,13,1,2.27,1345.17
C2,13,2,2.27,1294.5
C2,13,3,2.27,1243.8
C2,13,4,2.27,1193.2
C2,13,5,2.27,1142.5
C2,13,6,2.27,1091.8
C2,13,7,2.27,1041.2
C2,13,8,2.27,990.5
C2,13,9,2.27,939.8
C2,13,10,2.27,889.18
C2,14,1,2.31,1343.6
C2,14,2,2.31,1293.0
C2,14,3,2.31,1242.4
C2,14,4,2.31,1191.8
C2,14,5,2.31,1141.2
C2,14,6,2.31,1090.6
C2,14,7,2.31,1040.0
C2,14,8,2.31,989.4
C2,14,9,2.31,938.7
C2,14,10,2.31,888.14
C2,15,1,2.23,1335.54
C2,15,2,2.23,1285.2
C2,15,3,2.23,1234.9
C2,15,4,2.23,1184.6
C2,15,5,2.23,1134.3
C2,15,6,2.23,1084.0
C2,15,7,2.23,1033.7
C2,15,8,2.23,983.4
C2,15,9,2.23,933.1
C2,15,10,2.23,882.81
C2,16,1,2.21,1305.16
C2,16,2,2.21,1256.0
C2,16,3,2.21,1206.8
C2,16,4,2.21,1157.7
C2,16,5,2.21,1108.5
C2,16,6,2.21,1059.4
C2,16,7,2.21,1010.2
C2,16,8,2.21,961.0
C2,16,9,2.21,911.9
C2,16,10,2.21,862.73
C2,17,1,2.25,1298.39
C2,17,2,2.25,1249.5
C2,17,3,2.25,1200.6
C2,17,4,2.25,1151.7
C2,17,5,2.25,1102.8
C2,17,6,2.25,1053.9
C2,17,7,2.25,1005.0
C2,17,8,2.25,956.1
C2,17,9,2.25,907.2
C2,17,10,2.25,858.26
C2,18,1,2.38,1326.46
C2,18,2,2.38,1276.5
C2,18,3,2.38,1226.5
C2,18,4,2.38,1176.6
C2,18,5,2.38,1126.6
C2,18,6,2.38,1076.7
C2,18,7,2.38,1026.7
C2,18,8,2.38,976.7
C2,18,9,2.38,926.8
C2,18,10,2.38,876.81
C2,19,1,2.43,1344.89
C2,19,2,2.43,1294.2
C2,19,3,2.43,1243.6
C2,19,4,2.43,1192.9
C2,19,5,2.43,1142.3
C2,19,6,2.43,1091.6
C2,19,7,2.43,1041.0
C2,19,8,2.43,990.3
C2,19,9,2.43,939.7
C2,19,10,2.43,889.0
C2,20,1,2.39,1347.21
C2,20,2,2.39,1296.5
C2,20,3,2.39,1245.7
C2,20,4,2.39,1195.0
C2,20,5,2.39,1144.2
C2,20,6,2.39,1093.5
C2,20,7,2.39,1042.8
C2,20,8,2.39,992.0
C2,20,9,2.39,941.3
C2,20,10,2.39,890.53
C2,21,1,2.49,1395.29
C2,21,2,2.49,1342.7
C2,21,3,2.49,1290.2
C2,21,4,2.49,1237.6
C2,21,5,2.49,1185.1
C2,21,6,2.49,1132.5
C2,21,7,2.49,1080.0
C2,21,8,2.49,1027.4
C2,21,9,2.49,974.9
C2,21,10,2.49,922.31
C2,22,1,2.63,1416.5
C2,22,2,2.63,1363.1
C2,22,3,2.63,1309.8
C2,22,4,2.63,1256.4
C2,22,5,2.63,1203.1
C2,22,6,2.63,1149.7
C2,22,7,2.63,1096.4
C2,22,8,2.63,1043.0
C2,22,9,2.63,989.7
C2,22,10,2.63,936.33
C2,23,1,2.62,1436.78
C2,23,2,2.62,1382.7
C2,23,3,2.62,1328.5
C2,23,4,2.62,1274.4
C2,23,5,2.62,1220.3
C2,23,6,2.62,1166.2
C2,23,7,2.62,1112.1
C2,23,8,2.62,1058.0
C2,23,9,2.62,1003.9
C2,23,10,2.62,949.74
C2,24,1,2.74,1442.34
C2,24,2,2.74,1388.0
C2,24,3,2.74,1333.7
C2,24,4,2.74,1279.4
C2,24,5,2.74,1225.0
C2,24,6,2.74,1170.7
C2,24,7,2.74,1116.4
C2,24,8,2.74,1062.1
C2,24,9,2.74,1007.7
C2,24,10,2.74,953.41
C2,25,1,2.79,1449.84
C2,25,2,2.79,1395.2
C2,25,3,2.79,1340.6
C2,25,4,2.79,1286.0
