consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,3.00,1245.97
C2,1,2,3.00,1199.0
C2,1,3,3.00,1152.1
C2,1,4,3.00,1105.2
C2,1,5,3.00,1058.3
C2,1,6,3.00,1011.3
C2,1,7,3.00,964.4
C2,1,8,3.00,917.5
C2,1,9,3.00,870.5
C2,1,10,3.00,823.6
C2,2,1,3.00,1144.72
C2,2,2,3.00,1101.6
C2,2,3,3.00,1058.5
C2,2,4,3.00,1015.4
C2,2,5,3.00,972.3
C2,2,6,3.00,929.1
C2,2,7,3.00,886.0
C2,2,8,3.00,842.9
C2,2,9,3.00,799.8
C2,2,10,3.00,756.68
C2,3,1,2.94,1108.87
C2,3,2,2.94,1067.1
C2,3,3,2.94,1025.3
C2,3,4,2.94,983.6
C2,3,5,2.94,941.8
C2,3,6,2.94,900.0
C2,3,7,2.94,858.3
C2,3,8,2.94,816.5
C2,3,9,2.94,774.7
C2,3,10,2.94,732.98
C2,4,1,2.91,1018.93
C2,4,2,2.91,980.6
C2,4,3,2.91,942.2
C2,4,4,2.91,903.8
C2,4,5,2.91,865.4
C2,4,6,2.91,827.0
C2,4,7,2.91,788.7
C2,4,8,2.91,750.3
C2,4,9,2.91,711.9
C2,4,10,2.91,673.53
C2,5,1,2.93,1143.61
C2,5,2,2.93,1100.5
C2,5,3,2.93,1057.5
C2,5,4,2.93,1014.4
C2,5,5,2.93,971.3
C2,5,6,2.93,928.2
C2,5,7,2.93,885.2
C2,5,8,2.93,842.1
C2,5,9,2.93,799.0
C2,5,10,2.93,755.95
C2,6,1,2.95,1051.91
C2,6,2,2.95,1012.3
C2,6,3,2.95,972.7
C2,6,4,2.95,933.1
C2,6,5,2.95,893.4
C2,6,6,2.95,853.8
C2,6,7,2.95,814.2
C2,6,8,2.95,774.6
C2,6,9,2.95,735.0
C2,6,10,2.95,695.33
C2,7,1,2.84,1072.75
C2,7,2,2.84,1032.3
C2,7,3,2.84,991.9
C2,7,4,2.84,951.5
C2,7,5,2.84,911.1
C2,7,6,2.84,870.7
C2,7,7,2.84,830.3
C2,7,8,2.84,789.9
C2,7,9,2.84,749.5
C2,7,10,2.84,709.1
