consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C1,1,1,2.60,1832.68
C1,1,2,2.60,1763.7
C1,1,3,2.60,1694.6
C1,1,4,2.60,1625.6
C1,1,5,2.60,1556.6
C1,1,6,2.60,1487.5
C1,1,7,2.60,1418.5
C1,1,8,2.60,1349.5
C1,1,9,2.60,1280.5
C1,1,10,2.60,1211.44
C1,2,1,2.60,1766.92
C1,2,2,2.60,1700.4
C1,2,3,2.60,1633.8
C1,2,4,2.60,1567.3
C1,2,5,2.60,1500.7
C1,2,6,2.60,1434.2
C1,2,7,2.60,1367.6
C1,2,8,2.60,1301.1
C1,2,9,2.60,1234.5
C1,2,10,2.60,1167.96
C1,3,1,2.55,1710.78
C1,3,2,2.55,1646.3
C1,3,3,2.55,1581.9
C1,3,4,2.55,1517.5
C1,3,5,2.55,1453.0
C1,3,6,2.55,1388.6
C1,3,7,2.55,1324.2
C1,3,8,2.55,1259.7
C1,3,9,2.55,1195.3
C1,3,10,2.55,1130.86
C1,4,1,2.49,1586.84
C1,4,2,2.49,1527.1
C1,4,3,2.49,1467.3
C1,4,4,2.49,1407.5
C1,4,5,2.49,1347.8
C1,4,6,2.49,1288.0
C1,4,7,2.49,1228.2
C1,4,8,2.49,1168.5
C1,4,9,2.49,1108.7
C1,4,10,2.49,1048.93
C1,5,1,2.42,1720.14
C1,5,2,2.42,1655.4
C1,5,3,2.42,1590.6
C1,5,4,2.42,1525.8
C1,5,5,2.42,1461.0
C1,5,6,2.42,1396.2
C1,5,7,2.42,1331.4
C1,5,8,2.42,1266.6
C1,5,9,2.42,1201.8
C1,5,10,2.42,1137.04
C1,6,1,2.46,1650.85
C1,6,2,2.46,1588.7
C1,6,3,2.46,1526.5
C1,6,4,2.46,1464.3
C1,6,5,2.46,1402.1
C1,6,6,2.46,1340.0
C1,6,7,2.46,1277.8
C1,6,8,2.46,1215.6
C1,6,9,2.46,1153.4
C1,6,10,2.46,1091.24
C1,7,1,2.43,1682.72
C1,7,2,2.43,1619.3
C1,7,3,2.43,1556.0
C1,7,4,2.43,1492.6
C1,7,5,2.43,1429.2
C1,7,6,2.43,1365.8
C1,7,7,2.43,1302.4
C1,7,8,2.43,1239.1
C1,7,9,2.43,1175.7
C1,7,10,2.43,1112.3
