consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C1,1,1,2.89,1598.42
C1,1,2,2.89,1538.2
C1,1,3,2.89,1478.0
C1,1,4,2.89,1417.8
C1,1,5,2.89,1357.6
C1,1,6,2.89,1297.4
C1,1,7,2.89,1237.2
C1,1,8,2.89,1177.0
C1,1,9,2.89,1116.8
C1,1,10,2.89,1056.58
C1,2,1,2.77,1569.99
C1,2,2,2.77,1510.9
C1,2,3,2.77,1451.7
C1,2,4,2.77,1392.6
C1,2,5,2.77,1333.5
C1,2,6,2.77,1274.3
C1,2,7,2.77,1215.2
C1,2,8,2.77,1156.1
C1,2,9,2.77,1096.9
C1,2,10,2.77,1037.79
C1,3,1,2.75,1486.16
C1,3,2,2.75,1430.2
C1,3,3,2.75,1374.2
C1,3,4,2.75,1318.2
C1,3,5,2.75,1262.3
C1,3,6,2.75,1206.3
C1,3,7,2.75,1150.3
C1,3,8,2.75,1094.3
C1,3,9,2.75,1038.3
C1,3,10,2.75,982.37
C1,4,1,2.69,1405.2
C1,4,2,2.69,1352.3
C1,4,3,2.69,1299.3
C1,4,4,2.69,1246.4
C1,4,5,2.69,1193.5
C1,4,6,2.69,1140.6
C1,4,7,2.69,1087.6
C1,4,8,2.69,1034.7
C1,4,9,2.69,981.8
C1,4,10,2.69,928.86
C1,5,1,2.63,1507.92
C1,5,2,2.63,1451.1
C1,5,3,2.63,1394.3
C1,5,4,2.63,1337.5
C1,5,5,2.63,1280.7
C1,5,6,2.63,1223.9
C1,5,7,2.63,1167.1
C1,5,8,2.63,1110.4
C1,5,9,2.63,1053.6
C1,5,10,2.63,996.76
C1,6,1,2.59,1458.18
C1,6,2,2.59,1403.3
C1,6,3,2.59,1348.3
C1,6,4,2.59,1293.4
C1,6,5,2.59,1238.5
C1,6,6,2.59,1183.6
C1,6,7,2.59,1128.6
C1,6,8,2.59,1073.7
C1,6,9,2.59,1018.8
C1,6,10,2.59,963.88
C1,7,1,2.57,1438.91
C1,7,2,2.57,1384.7
C1,7,3,2.57,1330.5
C1,7,4,2.57,1276.3
C1,7,5,2.57,1222.1
C1,7,6,2.57,1167.9
C1,7,7,2.57,1113.7
C1,7,8,2.57,1059.5
C1,7,9,2.57,1005.3
C1,7,10,2.57,951.15
C1,8,1,2.56,1296.91
C1,8,2,2.56,1248.1
C1,8,3,2.56,1199.2
C1,8,4,2.56,1150.4
C1,8,5,2.56,1101.5
C1,8,6,2.56,1052.7
C1,8,7,2.56,1003.8
C1,8,8,2.56,955.0
C1,8,9,2.56,906.1
C1,8,10,2.56,857.28
C1,9,1,2.54,1417.24
C1,9,2,2.54,1363.9
C1,9,3,2.54,1310.5
C1,9,4,2.54,1257.1
C1,9,5,2.54,1203.7
C1,9,6,2.54,1150.3
C1,9,7,2.54,1097.0
C1,9,8,2.54,1043.6
C1,9,9,2.54,990.2
C1,9,10,2.54,936.82
C1,10,1,2.57,1392.32
C1,10,2,2.57,1339.9
C1,10,3,2.57,1287.4
C1,10,4,2.57,1235.0
C1,10,5,2.57,1182.6
C1,10,6,2.57,1130.1
C1,10,7,2.57,1077.7
C1,10,8,2.57,1025.2
C1,10,9,2.57,972.8
C1,10,10,2.57,920.35
C1,11,1,2.61,1375.65
C1,11,2,2.61,1323.8
C1,11,3,2.61,1272.0
C1,11,4,2.61,1220.2
C1,11,5,2.61,1168.4
C1,11,6,2.61,1116.6
C1,11,7,2.61,1064.8
C1,11,8,2.61,1013.0
C1,11,9,2.61,961.1
C1,11,10,2.61,909.33
C1,12,1,2.66,1358.88
C1,12,2,2.66,1307.7
C1,12,3,2.66,1256.5
C1,12,4,2.66,1205.3
C1,12,5,2.66,1154.2
C1,12,6,2.66,1103.0
C1,12,7,2.66,1051.8
C1,12,8,2.66,1000.6
C1,12,9,2.66,949.4
C1,12,10,2.66,898.24
C1,13,1,2.68,1355.45
C1,13,2,2.68,1304.4
C1,13,3,2.68,1253.3
C1,13,4,2.68,1202.3
C1,13,5,2.68,1151.2
C1,13,6,2.68,1100.2
C1,13,7,2.68,1049.1
C1,13,8,2.68,998.1
C1,13,9,2.68,947.0
C1,13,10,2.68,895.98
C1,14,1,2.67,1357.77
C1,14,2,2.67,1306.6
C1,14,3,2.67,1255.5
C1,14,4,2.67,1204.4
C1,14,5,2.67,1153.2
C1,14,6,2.67,1102.1
C1,14,7,2.67,1050.9
C1,14,8,2.67,999.8
C1,14,9,2.67,948.7
C1,14,10,2.67,897.51
C1,15,1,2.69,1337.67
C1,15,2,2.69,1287.3
C1,15,3,2.69,1236.9
C1,15,4,2.69,1186.5
C1,15,5,2.69,1136.1
C1,15,6,2.69,1085.8
C1,15,7,2.69,1035.4
C1,15,8,2.69,985.0
C1,15,9,2.69,934.6
C1,15,10,2.69,884.22
C1,16,1,2.70,1337.86
C1,16,2,2.70,1287.5
C1,16,3,2.70,1237.1
C1,16,4,2.70,1186.7
C1,16,5,2.70,1136.3
C1,16,6,2.70,1085.9
C1,16,7,2.70,1035.5
C1,16,8,2.70,985.1
C1,16,9,2.70,934.7
C1,16,10,2.70,884.34
C1,17,1,2.77,1296.91
C1,17,2,2.77,1248.1
C1,17,3,2.77,1199.2
C1,17,4,2.77,1150.4
C1,17,5,2.77,1101.5
C1,17,6,2.77,1052.7
C1,17,7,2.77,1003.8
C1,17,8,2.77,955.0
C1,17,9,2.77,906.1
C1,17,10,2.77,857.28
C1,18,1,2.80,1348.79
C1,18,2,2.80,1298.0
C1,18,3,2.80,1247.2
C1,18,4,2.80,1196.4
C1,18,5,2.80,1145.6
C1,18,6,2.80,1094.8
C1,18,7,2.80,1044.0
C1,18,8,2.80,993.2
C1,18,9,2.80,942.4
C1,18,10,2.80,891.57
C1,19,1,2.94,1378.33
C1,19,2,2.94,1326.4
C1,19,3,2.94,1274.5
C1,19,4,2.94,1222.6
C1,19,5,2.94,1170.7
C1,19,6,2.94,1118.8
C1,19,7,2.94,1066.8
C1,19,8,2.94,1014.9
C1,19,9,2.94,963.0
C1,19,10,2.94,911.1
C1,20,1,2.96,1422.61
C1,20,2,2.96,1369.0
C1,20,3,2.96,1315.4
C1,20,4,2.96,1261.9
C1,20,5,2.96,1208.3
C1,20,6,2.96,1154.7
C1,20,7,2.96,1101.1
C1,20,8,2.96,1047.5
C1,20,9,2.96,994.0
C1,20,10,2.96,940.37
C1,21,1,2.98,1392.32
C1,21,2,2.98,1339.9
C1,21,3,2.98,1287.4
C1,21,4,2.98,1235.0
C1,21,5,2.98,1182.6
C1,21,6,2.98,1130.1
C1,21,7,2.98,1077.7
C1,21,8,2.98,1025.2
C1,21,9,2.98,972.8
C1,21,10,2.98,920.35
C1,22,1,3.08,1475.78
C1,22,2,3.08,1420.2
C1,22,3,3.08,1364.6
C1,22,4,3.08,1309.0
C1,22,5,3.08,1253.4
C1,22,6,3.08,1197.9
C1,22,7,3.08,1142.3
C1,22,8,3.08,1086.7
C1,22,9,3.08,1031.1
C1,22,10,3.08,975.52
C1,23,1,3.26,1504.87
C1,23,2,3.26,1448.2
C1,23,3,3.26,1391.5
C1,23,4,3.26,1334.8
C1,23,5,3.26,1278.1
C1,23,6,3.26,1221.5
C1,23,7,3.26,1164.8
C1,23,8,3.26,1108.1
C1,23,9,3.26,1051.4
C1,23,10,3.26,994.74
C1,24,1,3.41,1617.23
C1,24,2,3.41,1556.3
C1,24,3,3.41,1495.4
C1,24,4,3.41,1434.5
C1,24,5,3.41,1373.6
C1,24,6,3.41,1312.7
C1,24,7,3.41,1251.8
C1,24,8,3.41,1190.8
C1,24,9,3.41,1129.9
C1,24,10,3.41,1069.01
C1,25,1,3.56,1539.14
C1,25,2,3.56,1481.2
C1,25,3,3.56,1423.2
C1,25,4,3.56,1365.2
C1,25,5,3.56,1307.3
C1,25,6,3.56,1249.3
C1,25,7,3.56,1191.3
C1,25,8,3.56,1133.3
C1,25,9,3.56,1075.4
C1,25,10,3.56,1017.4
C1,26,1,3.74,1605.37
C1,26,2,3.74,1544.9
C1,26,3,3.74,1484.4
C1,26,4,3.74,1424.0
C1,26,5,3.74,1363.5
C1,26,6,3.74,1303.0
C1,26,7,3.74,1242.6
C1,26,8,3.74,1182.1
C1,26,9,3.74,1121.6
C1,26,10,3.74,1061.18
C1,27,1,3.98,1574.71
C1,27,2,3.98,1515.4
C1,27,3,3.98,1456.1
C1,27,4,3.98,1396.8
C1,27,5,3.98,1337.5
C1,27,6,3.98,1278.2
C1,27,7,3.98,1218.8
C1,27,8,3.98,1159.5
C1,27,9,3.98,1100.2
C1,27,10,3.98,1040.91
C1,28,1,4.17,1546.27
C1,28,2,4.17,1488.0
C1,28,3,4.17,1429.8
C1,28,4,4.17,1371.6
C1,28,5,4.17,1313.3
C1,28,6,4.17,1255.1
C1,28,7,4.17,1196.8
C1,28,8,4.17,1138.6
C1,28,9,4.17,1080.4
C1,28,10,4.17,1022.11
C1,29,1,4.29,1662.62
C1,29,2,4.29,1600.0
C1,29,3,4.29,1537.4
C1,29,4,4.29,1474.8
C1,29,5,4.29,1412.1
C1,29,6,4.29,1349.5
C1,29,7,4.29,1286.9
C1,29,8,4.29,1224.3
C1,29,9,4.29,1161.6
C1,29,10,4.29,1099.02
C1,30,1,4.42,1606.2
C1,30,2,4.42,1545.7
C1,30,3,4.42,1485.2
C1,30,4,4.42,1424.7
C1,30,5,4.42,1364.2
C1,30,6,4.42,1303.7
C1,30,7,4.42,1243.2
C1,30,8,4.42,1182.7
C1,30,9,4.42,1122.2
C1,30,10,4.42,1061.73
C1,31,1,4.57,1556.09
C1,31,2,4.57,1497.5
C1,31,3,4.57,1438.9
C1,31,4,4.57,1380.3
C1,31,5,4.57,1321.7
C1,31,6,4.57,1263.0
C1,31,7,4.57,1204.4
C1,31,8,4.57,1145.8
C1,31,9,4.57,1087.2
C1,31,10,4.57,1028.6
C1,32,1,4.84,1317.66
C1,32,2,4.84,1268.0
C1,32,3,4.84,1218.4
C1,32,4,4.84,1168.8
C1,32,5,4.84,1119.1
C1,32,6,4.84,1069.5
C1,32,7,4.84,1019.9
C1,32,8,4.84,970.3
C1,32,9,4.84,920.6
C1,32,10,4.84,871.0
C1,33,1,4.89,1587.96
C1,33,2,4.89,1528.2
C1,33,3,4.89,1468.3
C1,33,4,4.89,1408.5
C1,33,5,4.89,1348.7
C1,33,6,4.89,1288.9
C1,33,7,4.89,1229.1
C1,33,8,4.89,1169.3
C1,33,9,4.89,1109.5
C1,33,10,4.89,1049.67
C1,34,1,4.99,1515.89
C1,34,2,4.99,1458.8
C1,34,3,4.99,1401.7
C1,34,4,4.99,1344.6
C1,34,5,4.99,1287.5
C1,34,6,4.99,1230.4
C1,34,7,4.99,1173.3
C1,34,8,4.99,1116.2
C1,34,9,4.99,1059.1
C1,34,10,4.99,1002.03
C1,35,1,5.11,1423.26
C1,35,2,5.11,1369.7
C1,35,3,5.11,1316.0
C1,35,4,5.11,1262.4
C1,35,5,5.11,1208.8
C1,35,6,5.11,1155.2
C1,35,7,5.11,1101.6
C1,35,8,5.11,1048.0
C1,35,9,5.11,994.4
C1,35,10,5.11,940.8
C1,36,1,5.01,1083.03
C1,36,2,5.01,1042.2
C1,36,3,5.01,1001.4
C1,36,4,5.01,960.7
C1,36,5,5.01,919.9
C1,36,6,5.01,879.1
C1,36,7,5.01,838.3
