consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,2.50,1430.76
C2,1,2,2.50,1376.9
C2,1,3,2.50,1323.0
C2,1,4,2.50,1269.1
C2,1,5,2.50,1215.2
C2,1,6,2.50,1161.3
C2,1,7,2.50,1107.4
C2,1,8,2.50,1053.5
C2,1,9,2.50,999.6
C2,1,10,2.50,945.76
C2,2,1,2.38,1419.18
C2,2,2,2.38,1365.7
C2,2,3,2.38,1312.3
C2,2,4,2.38,1258.8
C2,2,5,2.38,1205.4
C2,2,6,2.38,1151.9
C2,2,7,2.38,1098.5
C2,2,8,2.38,1045.0
C2,2,9,2.38,991.6
C2,2,10,2.38,938.1
C2,3,1,2.34,1382.32
C2,3,2,2.34,1330.3
C2,3,3,2.34,1278.2
C2,3,4,2.34,1226.1
C2,3,5,2.34,1174.1
C2,3,6,2.34,1122.0
C2,3,7,2.34,1069.9
C2,3,8,2.34,1017.9
C2,3,9,2.34,965.8
C2,3,10,2.34,913.74
C2,4,1,2.28,1337.86
C2,4,2,2.28,1287.5
C2,4,3,2.28,1237.1
C2,4,4,2.28,1186.7
C2,4,5,2.28,1136.3
C2,4,6,2.28,1085.9
C2,4,7,2.28,1035.5
C2,4,8,2.28,985.1
C2,4,9,2.28,934.7
C2,4,10,2.28,884.34
C2,5,1,2.28,1421.41
C2,5,2,2.28,1367.9
C2,5,3,2.28,1314.3
C2,5,4,2.28,1260.8
C2,5,5,2.28,1207.3
C2,5,6,2.28,1153.7
C2,5,7,2.28,1100.2
C2,5,8,2.28,1046.6
C2,5,9,2.28,993.1
C2,5,10,2.28,939.57
C2,6,1,2.24,1381.21
C2,6,2,2.24,1329.2
C2,6,3,2.24,1277.2
C2,6,4,2.24,1225.1
C2,6,5,2.24,1173.1
C2,6,6,2.24,1121.1
C2,6,7,2.24,1069.1
C2,6,8,2.24,1017.0
C2,6,9,2.24,965.0
C2,6,10,2.24,913.0
C2,7,1,2.22,1330.63
C2,7,2,2.22,1280.5
C2,7,3,2.22,1230.4
C2,7,4,2.22,1180.3
C2,7,5,2.22,1130.2
C2,7,6,2.22,1080.0
C2,7,7,2.22,1029.9
C2,7,8,2.22,979.8
C2,7,9,2.22,929.7
C2,7,10,2.22,879.57
C2,8,1,2.19,1315.53
C2,8,2,2.19,1266.0
C2,8,3,2.19,1216.4
C2,8,4,2.19,1166.9
C2,8,5,2.19,1117.3
C2,8,6,2.19,1067.8
C2,8,7,2.19,1018.2
C2,8,8,2.19,968.7
C2,8,9,2.19,919.1
C2,8,10,2.19,869.59
C2,9,1,2.19,1338.23
C2,9,2,2.19,1287.8
C2,9,3,2.19,1237.4
C2,9,4,2.19,1187.0
C2,9,5,2.19,1136.6
C2,9,6,2.19,1086.2
C2,9,7,2.19,1035.8
C2,9,8,2.19,985.4
C2,9,9,2.19,935.0
C2,9,10,2.19,884.59
C2,10,1,2.19,1323.13
C2,10,2,2.19,1273.3
C2,10,3,2.19,1223.5
C2,10,4,2.19,1173.6
C2,10,5,2.19,1123.8
C2,10,6,2.19,1074.0
C2,10,7,2.19,1024.1
C2,10,8,2.19,974.3
C2,10,9,2.19,924.4
C2,10,10,2.19,874.61
C2,11,1,2.20,1307.94
C2,11,2,2.20,1258.7
C2,11,3,2.20,1209.4
C2,11,4,2.20,1160.2
C2,11,5,2.20,1110.9
C2,11,6,2.20,1061.6
C2,11,7,2.20,1012.4
C2,11,8,2.20,963.1
C2,11,9,2.20,913.8
C2,11,10,2.20,864.57
C2,12,1,2.15,1292.84
C2,12,2,2.15,1244.1
C2,12,3,2.15,1195.5
C2,12,4,2.15,1146.8
