generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,1,1,1.09,391.1
G2,1,2,1.09,471.8
G2,1,3,1.09,552.5
G2,1,4,1.09,633.3
G2,1,5,1.09,714.0
G2,1,6,1.09,794.7
G2,1,7,1.09,875.4
G2,1,8,1.09,956.1
G2,1,9,1.09,1036.8
G2,1,10,4.39,1117.51
G2,2,1,1.09,374.2
G2,2,2,1.09,451.4
G2,2,3,1.09,528.6
G2,2,4,1.09,605.8
G2,2,5,1.09,683.0
G2,2,6,1.09,760.2
G2,2,7,1.09,837.4
G2,2,8,1.09,914.7
G2,2,9,1.09,991.9
G2,2,10,4.79,1069.08
G2,3,1,1.08,360.4
G2,3,2,1.08,434.8
G2,3,3,1.08,509.2
G2,3,4,1.08,583.5
G2,3,5,1.08,657.9
G2,3,6,1.08,732.3
G2,3,7,1.08,806.7
G2,3,8,1.08,881.0
G2,3,9,1.08,955.4
G2,3,10,4.08,1029.77
G2,4,1,1.00,339.0
G2,4,2,1.00,409.0
G2,4,3,1.00,478.9
G2,4,4,1.00,548.9
G2,4,5,1.00,618.8
G2,4,6,1.00,688.8
G2,4,7,1.00,758.7
G2,4,8,1.00,828.7
G2,4,9,1.00,898.6
G2,4,10,4.60,968.6
G2,5,1,0.96,362.3
G2,5,2,0.96,437.1
G2,5,3,0.96,511.9
G2,5,4,0.96,586.7
G2,5,5,0.96,661.4
G2,5,6,0.96,736.2
G2,5,7,0.96,811.0
G2,5,8,0.96,885.7
G2,5,9,0.96,960.5
G2,5,10,3.96,1035.28
G2,6,1,0.91,348.4
G2,6,2,0.91,420.3
G2,6,3,0.91,492.2
G2,6,4,0.91,564.1
G2,6,5,0.91,636.0
G2,6,6,0.91,707.9
G2,6,7,0.91,779.7
G2,6,8,0.91,851.6
G2,6,9,0.91,923.5
G2,6,10,3.81,995.42
G2,7,1,0.85,341.7
G2,7,2,0.85,412.2
G2,7,3,0.85,482.7
G2,7,4,0.85,553.2
G2,7,5,0.85,623.8
G2,7,6,0.85,694.3
G2,7,7,0.85,764.8
G2,7,8,0.85,835.3
G2,7,9,0.85,905.8
G2,7,10,4.95,976.31
G2,8,1,0.79,335.0
G2,8,2,0.79,404.2
G2,8,3,0.79,473.3
G2,8,4,0.79,542.4
G2,8,5,0.79,611.6
G2,8,6,0.79,680.7
G2,8,7,0.79,749.8
G2,8,8,0.79,818.9
G2,8,9,0.79,888.1
G2,8,10,5.69,957.21
G2,9,1,0.73,342.9
G2,9,2,0.73,413.6
G2,9,3,0.73,484.4
G2,9,4,0.73,555.1
G2,9,5,0.73,625.9
G2,9,6,0.73,696.6
G2,9,7,0.73,767.4
G2,9,8,0.73,838.1
G2,9,9,0.73,908.9
G2,9,10,5.93,979.62
G2,10,1,0.73,339.9
G2,10,2,0.73,410.0
G2,10,3,0.73,480.1
G2,10,4,0.73,550.3
G2,10,5,0.73,620.4
G2,10,6,0.73,690.5
G2,10,7,0.73,760.7
G2,10,8,0.73,830.8
G2,10,9,0.73,900.9
G2,10,10,5.33,971.05
G2,11,1,0.69,333.0
G2,11,2,0.69,401.7
G2,11,3,0.69,470.4
G2,11,4,0.69,539.1
G2,11,5,0.69,607.8
G2,11,6,0.69,676.5
G2,11,7,0.69,745.3
G2,11,8,0.69,814.0
G2,11,9,0.69,882.7
G2,11,10,6.49,951.39
G2,12,1,0.77,335.3
G2,12,2,0.77,404.4
G2,12,3,0.77,473.6
G2,12,4,0.77,542.8
G2,12,5,0.77,612.0
G2,12,6,0.77,681.2
G2,12,7,0.77,750.3
G2,12,8,0.77,819.5
G2,12,9,0.77,888.7
G2,12,10,5.87,957.88
G2,13,1,0.66,329.2
G2,13,2,0.66,397.2
G2,13,3,0.66,465.1
G2,13,4,0.66,533.1
G2,13,5,0.66,601.0
G2,13,6,0.66,668.9
G2,13,7,0.66,736.9
G2,13,8,0.66,804.8
G2,13,9,0.66,872.7
G2,13,10,6.56,940.68
G2,14,1,0.70,329.0
G2,14,2,0.70,396.9
G2,14,3,0.70,464.8
G2,14,4,0.70,532.7
G2,14,5,0.70,600.6
G2,14,6,0.70,668.4
G2,14,7,0.70,736.3
G2,14,8,0.70,804.2
G2,14,9,0.70,872.1
G2,14,10,6.40,940.0
G2,15,1,0.69,328.8
G2,15,2,0.69,396.6
G2,15,3,0.69,464.5
G2,15,4,0.69,532.3
G2,15,5,0.69,600.2
G2,15,6,0.69,668.0
G2,15,7,0.69,735.9
G2,15,8,0.69,803.7
G2,15,9,0.69,871.5
G2,15,10,7.29,939.39
G2,16,1,0.70,338.9
G2,16,2,0.70,408.8
G2,16,3,0.70,478.8
G2,16,4,0.70,548.7
G2,16,5,0.70,618.6
G2,16,6,0.70,688.6
G2,16,7,0.70,758.5
G2,16,8,0.70,828.4
G2,16,9,0.70,898.4
G2,16,10,6.90,968.29
G2,17,1,0.71,329.7
G2,17,2,0.71,397.7
G2,17,3,0.71,465.8
G2,17,4,0.71,533.8
G2,17,5,0.71,601.8
G2,17,6,0.71,669.9
G2,17,7,0.71,737.9
G2,17,8,0.71,806.0
G2,17,9,0.71,874.0
G2,17,10,7.21,942.02
G2,18,1,0.74,333.2
G2,18,2,0.74,402.0
G2,18,3,0.74,470.7
G2,18,4,0.74,539.5
G2,18,5,0.74,608.2
G2,18,6,0.74,677.0
G2,18,7,0.74,745.7
G2,18,8,0.74,814.5
G2,18,9,0.74,883.2
G2,18,10,7.24,952.0
G2,19,1,0.76,336.1
G2,19,2,0.76,405.4
G2,19,3,0.76,474.8
G2,19,4,0.76,544.2
G2,19,5,0.76,613.5
G2,19,6,0.76,682.9
G2,19,7,0.76,752.2
G2,19,8,0.76,821.6
G2,19,9,0.76,890.9
G2,19,10,7.16,960.27
G2,20,1,0.88,344.2
G2,20,2,0.88,415.3
G2,20,3,0.88,486.3
G2,20,4,0.88,557.3
G2,20,5,0.88,628.4
G2,20,6,0.88,699.4
G2,20,7,0.88,770.4
G2,20,8,0.88,841.5
G2,20,9,0.88,912.5
G2,20,10,6.28,983.54
G2,21,1,0.94,342.7
G2,21,2,0.94,413.4
G2,21,3,0.94,484.1
G2,21,4,0.94,554.8
G2,21,5,0.94,625.5
G2,21,6,0.94,696.2
G2,21,7,0.94,766.9
G2,21,8,0.94,837.6
G2,21,9,0.94,908.4
G2,21,10,6.24,979.07
G2,22,1,1.04,357.1
G2,22,2,1.04,430.8
G2,22,3,1.04,504.5
G2,22,4,1.04,578.2
G2,22,5,1.04,651.9
G2,22,6,1.04,725.6
G2,22,7,1.04,799.3
G2,22,8,1.04,873.0
G2,22,9,1.04,946.6
G2,22,10,5.94,1020.34
G2,23,1,1.12,356.6
G2,23,2,1.12,430.2
G2,23,3,1.12,503.8
G2,23,4,1.12,577.4
G2,23,5,1.12,651.0
G2,23,6,1.12,724.6
G2,23,7,1.12,798.2
G2,23,8,1.12,871.8
G2,23,9,1.12,945.3
G2,23,10,5.42,1018.93
G2,24,1,1.26,363.2
G2,24,2,1.26,438.2
G2,24,3,1.26,513.2
G2,24,4,1.26,588.1
G2,24,5,1.26,663.1
G2,24,6,1.26,738.0
G2,24,7,1.26,813.0
G2,24,8,1.26,887.9
G2,24,9,1.26,962.9
G2,24,10,4.76,1037.85
G2,25,1,1.35,369.6
G2,25,2,1.35,445.8
G2,25,3,1.35,522.1
G2,25,4,1.35,598.3
G2,25,5,1.35,674.6
G2,25,6,1.35,750.9
G2,25,7,1.35,827.1
G2,25,8,1.35,903.4
G2,25,9,1.35,979.6
G2,25,10,4.95,1055.91
G2,26,1,1.46,385.1
G2,26,2,1.46,464.6
G2,26,3,1.46,544.1
G2,26,4,1.46,623.5
G2,26,5,1.46,703.0
G2,26,6,1.46,782.5
G2,26,7,1.46,861.9
G2,26,8,1.46,941.4
G2,26,9,1.46,1020.9
G2,26,10,4.46,1100.36
G2,27,1,1.65,371.8
G2,27,2,1.65,448.5
G2,27,3,1.65,525.2
G2,27,4,1.65,601.9
G2,27,5,1.65,678.6
G2,27,6,1.65,755.3
G2,27,7,1.65,832.0
G2,27,8,1.65,908.7
G2,27,9,1.65,985.4
G2,27,10,5.15,1062.16
G2,28,1,1.85,373.9
G2,28,2,1.85,451.1
G2,28,3,1.85,528.3
G2,28,4,1.85,605.4
G2,28,5,1.85,682.6
G2,28,6,1.85,759.8
G2,28,7,1.85,836.9
G2,28,8,1.85,914.1
G2,28,9,1.85,991.2
G2,28,10,5.45,1068.4
G2,29,1,1.97,369.6
G2,29,2,1.97,445.9
G2,29,3,1.97,522.2
G2,29,4,1.97,598.5
G2,29,5,1.97,674.7
G2,29,6,1.97,751.0
G2,29,7,1.97,827.3
G2,29,8,1.97,903.6
G2,29,9,1.97,979.8
G2,29,10,5.67,1056.1
G2,30,1,2.14,364.3
G2,30,2,2.14,439.5
G2,30,3,2.14,514.7
G2,30,4,2.14,589.9
G2,30,5,2.14,665.1
G2,30,6,2.14,740.2
G2,30,7,2.14,815.4
G2,30,8,2.14,890.6
G2,30,9,2.14,965.8
G2,30,10,5.94,1040.97
G2,31,1,2.27,363.5
G2,31,2,2.27,438.5
G2,31,3,2.27,513.5
G2,31,4,2.27,588.5
G2,31,5,2.27,663.5
G2,31,6,2.27,738.5
G2,31,7,2.27,813.6
G2,31,8,2.27,888.6
G2,31,9,2.27,963.6
G2,31,10,5.77,1038.58
G2,32,1,2.49,333.2
G2,32,2,2.49,401.9
G2,32,3,2.49,470.7
G2,32,4,2.49,539.4
G2,32,5,2.49,608.2
G2,32,6,2.49,676.9
G2,32,7,2.49,745.7
G2,32,8,2.49,814.4
G2,32,9,2.49,883.2
G2,32,10,5.99,951.94
G2,33,1,2.53,378.5
G2,33,2,2.53,456.6
G2,33,3,2.53,534.7
G2,33,4,2.53,612.7
G2,33,5,2.53,690.8
G2,33,6,2.53,768.9
G2,33,7,2.53,847.0
G2,33,8,2.53,925.1
G2,33,9,2.53,1003.2
G2,33,10,5.33,1081.32
G2,34,1,2.60,346.3
G2,34,2,2.60,417.7
G2,34,3,2.60,489.2
G2,34,4,2.60,560.6
G2,34,5,2.60,632.1
G2,34,6,2.60,703.5
G2,34,7,2.60,775.0
G2,34,8,2.60,846.4
G2,34,9,2.60,917.9
G2,34,10,7.10,989.35
G2,35,1,2.66,317.5
G2,35,2,2.66,383.0
G2,35,3,2.66,448.5
G2,35,4,2.66,514.0
G2,35,5,2.66,579.5
G2,35,6,2.66,645.0
G2,35,7,2.66,710.5
G2,35,8,2.66,776.0
G2,35,9,2.66,841.6
G2,35,10,7.06,907.06
G2,36,1,2.74,248.4
G2,36,2,2.74,299.7
G2,36,3,2.74,351.0
G2,36,4,2.74,402.2
G2,36,5,2.74,453.5
G2,36,6,2.74,504.8
G2,36,7,2.74,556.0
G2,36,8,2.74,607.3
G2,36,9,2.74,658.6
G2,36,10,7.64,709.84
G2,37,1,3.03,336.5
G2,37,2,3.03,405.9
G2,37,3,3.03,475.3
G2,37,4,3.03,544.7
G2,37,5,3.03,614.2
G2,37,6,3.03,683.6
