consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C1,1,1,3.05,1695.59
C1,1,2,3.05,1631.7
C1,1,3,3.05,1567.9
C1,1,4,3.05,1504.0
C1,1,5,3.05,1440.1
C1,1,6,3.05,1376.3
C1,1,7,3.05,1312.4
C1,1,8,3.05,1248.5
C1,1,9,3.05,1184.7
C1,1,10,3.05,1120.82
C1,2,1,3.12,1628.71
C1,2,2,3.12,1567.4
C1,2,3,3.12,1506.0
C1,2,4,3.12,1444.7
C1,2,5,3.12,1383.3
C1,2,6,3.12,1322.0
C1,2,7,3.12,1260.6
C1,2,8,3.12,1199.3
C1,2,9,3.12,1138.0
C1,2,10,3.12,1076.61
C1,3,1,3.07,1635.2
C1,3,2,3.07,1573.6
C1,3,3,3.07,1512.0
C1,3,4,3.07,1450.4
C1,3,5,3.07,1388.8
C1,3,6,3.07,1327.3
C1,3,7,3.07,1265.7
C1,3,8,3.07,1204.1
C1,3,9,3.07,1142.5
C1,3,10,3.07,1080.89
C1,4,1,3.01,1528.39
C1,4,2,3.01,1470.8
C1,4,3,3.01,1413.3
C1,4,4,3.01,1355.7
C1,4,5,3.01,1298.1
C1,4,6,3.01,1240.6
C1,4,7,3.01,1183.0
C1,4,8,3.01,1125.4
C1,4,9,3.01,1067.9
C1,4,10,3.01,1010.3
C1,5,1,2.97,1547.2
C1,5,2,2.97,1488.9
C1,5,3,2.97,1430.6
C1,5,4,2.97,1372.4
C1,5,5,2.97,1314.1
C1,5,6,2.97,1255.8
C1,5,7,2.97,1197.5
C1,5,8,2.97,1139.3
C1,5,9,2.97,1081.0
C1,5,10,2.97,1022.72
C1,6,1,2.91,1485.32
C1,6,2,2.91,1429.4
C1,6,3,2.91,1373.4
C1,6,4,2.91,1317.5
C1,6,5,2.91,1261.5
C1,6,6,2.91,1205.6
C1,6,7,2.91,1149.7
C1,6,8,2.91,1093.7
C1,6,9,2.91,1037.8
C1,6,10,2.91,981.82
C1,7,1,2.80,1495.79
C1,7,2,2.80,1439.5
C1,7,3,2.80,1383.1
C1,7,4,2.80,1326.8
C1,7,5,2.80,1270.4
C1,7,6,2.80,1214.1
C1,7,7,2.80,1157.8
C1,7,8,2.80,1101.4
C1,7,9,2.80,1045.1
C1,7,10,2.80,988.74
C1,8,1,2.78,1466.33
C1,8,2,2.78,1411.1
C1,8,3,2.78,1355.9
C1,8,4,2.78,1300.6
C1,8,5,2.78,1245.4
C1,8,6,2.78,1190.2
C1,8,7,2.78,1135.0
C1,8,8,2.78,1079.7
C1,8,9,2.78,1024.5
C1,8,10,2.78,969.27
C1,9,1,2.70,1482.08
C1,9,2,2.70,1426.3
C1,9,3,2.70,1370.4
C1,9,4,2.70,1314.6
C1,9,5,2.70,1258.8
C1,9,6,2.70,1203.0
C1,9,7,2.70,1147.1
C1,9,8,2.70,1091.3
C1,9,9,2.70,1035.5
C1,9,10,2.70,979.68
C1,10,1,2.68,1440.58
C1,10,2,2.68,1386.3
C1,10,3,2.68,1332.1
C1,10,4,2.68,1277.8
C1,10,5,2.68,1223.5
C1,10,6,2.68,1169.3
C1,10,7,2.68,1115.0
C1,10,8,2.68,1060.8
C1,10,9,2.68,1006.5
C1,10,10,2.68,952.25
C1,11,1,2.70,1425.11
C1,11,2,2.70,1371.4
C1,11,3,2.70,1317.8
C1,11,4,2.70,1264.1
C1,11,5,2.70,1210.4
C1,11,6,2.70,1156.7
C1,11,7,2.70,1103.1
C1,11,8,2.70,1049.4
C1,11,9,2.70,995.7
C1,11,10,2.70,942.02
C1,12,1,2.70,1407.79
C1,12,2,2.70,1354.8
C1,12,3,2.70,1301.7
C1,12,4,2.70,1248.7
C1,12,5,2.70,1195.7
C1,12,6,2.70,1142.7
C1,12,7,2.70,1089.6
C1,12,8,2.70,1036.6
C1,12,9,2.70,983.6
C1,12,10,2.70,930.57
C1,13,1,2.72,1421.04
C1,13,2,2.72,1367.5
C1,13,3,2.72,1314.0
C1,13,4,2.72,1260.5
C1,13,5,2.72,1206.9
C1,13,6,2.72,1153.4
C1,13,7,2.72,1099.9
