generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,1,1,1.26,421.2
G2,1,2,1.26,508.1
G2,1,3,1.26,595.0
G2,1,4,1.26,681.9
G2,1,5,1.26,768.8
G2,1,6,1.26,855.7
G2,1,7,1.26,942.6
G2,1,8,1.26,1029.5
G2,1,9,1.26,1116.4
G2,1,10,2.76,1203.29
G2,2,1,1.21,407.2
G2,2,2,1.21,491.2
G2,2,3,1.21,575.2
G2,2,4,1.21,659.2
G2,2,5,1.21,743.2
G2,2,6,1.21,827.2
G2,2,7,1.21,911.3
G2,2,8,1.21,995.3
G2,2,9,1.21,1079.3
G2,2,10,2.81,1163.31
G2,3,1,1.03,380.5
G2,3,2,1.03,459.0
G2,3,3,1.03,537.5
G2,3,4,1.03,616.0
G2,3,5,1.03,694.6
G2,3,6,1.03,773.1
G2,3,7,1.03,851.6
G2,3,8,1.03,930.1
G2,3,9,1.03,1008.6
G2,3,10,4.63,1087.14
G2,4,1,0.95,374.3
G2,4,2,0.95,451.5
G2,4,3,0.95,528.7
G2,4,4,0.95,606.0
G2,4,5,0.95,683.2
G2,4,6,0.95,760.4
G2,4,7,0.95,837.7
G2,4,8,0.95,914.9
G2,4,9,0.95,992.1
G2,4,10,4.35,1069.38
G2,5,1,0.94,386.7
G2,5,2,0.94,466.5
G2,5,3,0.94,546.3
G2,5,4,0.94,626.1
G2,5,5,0.94,705.9
G2,5,6,0.94,785.7
G2,5,7,0.94,865.5
G2,5,8,0.94,945.3
G2,5,9,0.94,1025.1
G2,5,10,4.54,1104.9
G2,6,1,0.90,374.3
G2,6,2,0.90,451.5
G2,6,3,0.90,528.7
G2,6,4,0.90,606.0
G2,6,5,0.90,683.2
G2,6,6,0.90,760.4
G2,6,7,0.90,837.7
G2,6,8,0.90,914.9
G2,6,9,0.90,992.1
G2,6,10,4.70,1069.38
G2,7,1,0.87,367.0
G2,7,2,0.87,442.8
G2,7,3,0.87,518.5
G2,7,4,0.87,594.2
G2,7,5,0.87,670.0
G2,7,6,0.87,745.7
G2,7,7,0.87,821.4
G2,7,8,0.87,897.2
G2,7,9,0.87,972.9
G2,7,10,5.77,1048.62
G2,8,1,0.89,354.9
G2,8,2,0.89,428.1
G2,8,3,0.89,501.3
G2,8,4,0.89,574.5
G2,8,5,0.89,647.8
G2,8,6,0.89,721.0
G2,8,7,0.89,794.2
G2,8,8,0.89,867.5
G2,8,9,0.89,940.7
G2,8,10,4.49,1013.91
G2,9,1,0.82,354.6
G2,9,2,0.82,427.8
G2,9,3,0.82,500.9
G2,9,4,0.82,574.1
G2,9,5,0.82,647.3
G2,9,6,0.82,720.4
G2,9,7,0.82,793.6
G2,9,8,0.82,866.8
G2,9,9,0.82,939.9
G2,9,10,4.82,1013.11
G2,10,1,0.85,350.4
G2,10,2,0.85,422.7
G2,10,3,0.85,495.0
G2,10,4,0.85,567.3
G2,10,5,0.85,639.6
G2,10,6,0.85,711.9
G2,10,7,0.85,784.2
G2,10,8,0.85,856.5
G2,10,9,0.85,928.8
G2,10,10,4.15,1001.05
G2,11,1,0.84,349.0
G2,11,2,0.84,421.1
G2,11,3,0.84,493.1
G2,11,4,0.84,565.1
G2,11,5,0.84,637.1
G2,11,6,0.84,709.2
G2,11,7,0.84,781.2
G2,11,8,0.84,853.2
G2,11,9,0.84,925.2
G2,11,10,3.94,997.25
G2,12,1,0.85,342.9
G2,12,2,0.85,413.6
G2,12,3,0.85,484.4
G2,12,4,0.85,555.1
G2,12,5,0.85,625.9
G2,12,6,0.85,696.6
G2,12,7,0.85,767.4
G2,12,8,0.85,838.1
G2,12,9,0.85,908.9
G2,12,10,4.45,979.62
G2,13,1,0.88,339.9
G2,13,2,0.88,410.0
G2,13,3,0.88,480.1
G2,13,4,0.88,550.3
G2,13,5,0.88,620.4
G2,13,6,0.88,690.5
G2,13,7,0.88,760.7
G2,13,8,0.88,830.8
G2,13,9,0.88,900.9
G2,13,10,3.78,971.05
G2,14,1,0.88,338.0
G2,14,2,0.88,407.7
G2,14,3,0.88,477.4
G2,14,4,0.88,547.2
G2,14,5,0.88,616.9
G2,14,6,0.88,686.6
G2,14,7,0.88,756.4
G2,14,8,0.88,826.1
G2,14,9,0.88,895.9
G2,14,10,3.48,965.6
G2,15,1,0.82,340.1
G2,15,2,0.82,410.3
G2,15,3,0.82,480.5
G2,15,4,0.82,550.6
G2,15,5,0.82,620.8
G2,15,6,0.82,691.0
G2,15,7,0.82,761.2
G2,15,8,0.82,831.4
G2,15,9,0.82,901.5
G2,15,10,3.62,971.72
G2,16,1,0.77,338.7
G2,16,2,0.77,408.6
G2,16,3,0.77,478.5
G2,16,4,0.77,548.4
G2,16,5,0.77,618.2
G2,16,6,0.77,688.1
G2,16,7,0.77,758.0
G2,16,8,0.77,827.9
G2,16,9,0.77,897.8
G2,16,10,3.77,967.68
G2,17,1,0.75,337.2
G2,17,2,0.75,406.8
G2,17,3,0.75,476.3
G2,17,4,0.75,545.9
G2,17,5,0.75,615.5
G2,17,6,0.75,685.1
G2,17,7,0.75,754.7
G2,17,8,0.75,824.2
G2,17,9,0.75,893.8
G2,17,10,5.35,963.39
G2,18,1,0.84,338.8
G2,18,2,0.84,408.7
G2,18,3,0.84,478.6
G2,18,4,0.84,548.5
G2,18,5,0.84,618.4
G2,18,6,0.84,688.3
