consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C1,1,1,2.59,1586.75
C1,1,2,2.59,1527.0
C1,1,3,2.59,1467.2
C1,1,4,2.59,1407.5
C1,1,5,2.59,1347.7
C1,1,6,2.59,1287.9
C1,1,7,2.59,1228.2
C1,1,8,2.59,1168.4
C1,1,9,2.59,1108.6
C1,1,10,2.59,1048.87
C1,2,1,2.59,1514.78
C1,2,2,2.59,1457.7
C1,2,3,2.59,1400.7
C1,2,4,2.59,1343.6
C1,2,5,2.59,1286.6
C1,2,6,2.59,1229.5
C1,2,7,2.59,1172.5
C1,2,8,2.59,1115.4
C1,2,9,2.59,1058.3
C1,2,10,2.59,1001.29
C1,3,1,2.57,1450.31
C1,3,2,2.57,1395.7
C1,3,3,2.57,1341.1
C1,3,4,2.57,1286.4
C1,3,5,2.57,1231.8
C1,3,6,2.57,1177.2
C1,3,7,2.57,1122.6
C1,3,8,2.57,1067.9
C1,3,9,2.57,1013.3
C1,3,10,2.57,958.68
C1,4,1,2.54,1343.13
C1,4,2,2.54,1292.5
C1,4,3,2.54,1242.0
C1,4,4,2.54,1191.4
C1,4,5,2.54,1140.8
C1,4,6,2.54,1090.2
C1,4,7,2.54,1039.6
C1,4,8,2.54,989.0
C1,4,9,2.54,938.4
C1,4,10,2.54,887.84
C1,5,1,2.56,1487.36
C1,5,2,2.56,1431.3
C1,5,3,2.56,1375.3
C1,5,4,2.56,1319.3
C1,5,5,2.56,1263.3
C1,5,6,2.56,1207.3
C1,5,7,2.56,1151.2
C1,5,8,2.56,1095.2
C1,5,9,2.56,1039.2
C1,5,10,2.56,983.17
C1,6,1,2.53,1450.03
C1,6,2,2.53,1395.4
C1,6,3,2.53,1340.8
C1,6,4,2.53,1286.2
C1,6,5,2.53,1231.6
C1,6,6,2.53,1177.0
C1,6,7,2.53,1122.3
C1,6,8,2.53,1067.7
C1,6,9,2.53,1013.1
C1,6,10,2.53,958.49
C1,7,1,2.43,1357.4
C1,7,2,2.43,1306.3
C1,7,3,2.43,1255.1
C1,7,4,2.43,1204.0
C1,7,5,2.43,1152.9
C1,7,6,2.43,1101.8
C1,7,7,2.43,1050.6
C1,7,8,2.43,999.5
C1,7,9,2.43,948.4
C1,7,10,2.43,897.26
C1,8,1,2.38,1301.17
C1,8,2,2.38,1252.2
C1,8,3,2.38,1203.2
C1,8,4,2.38,1154.1
C1,8,5,2.38,1105.1
C1,8,6,2.38,1056.1
C1,8,7,2.38,1007.1
C1,8,8,2.38,958.1
C1,8,9,2.38,909.1
C1,8,10,2.38,860.1
C1,9,1,2.32,1389.45
C1,9,2,2.32,1337.1
C1,9,3,2.32,1284.8
C1,9,4,2.32,1232.5
C1,9,5,2.32,1180.1
C1,9,6,2.32,1127.8
C1,9,7,2.32,1075.5
C1,9,8,2.32,1023.1
C1,9,9,2.32,970.8
C1,9,10,2.32,918.45
C1,10,1,2.36,1372.31
C1,10,2,2.36,1320.6
C1,10,3,2.36,1268.9
C1,10,4,2.36,1217.2
C1,10,5,2.36,1165.6
C1,10,6,2.36,1113.9
C1,10,7,2.36,1062.2
C1,10,8,2.36,1010.5
C1,10,9,2.36,958.8
C1,10,10,2.36,907.12
C1,11,1,2.33,1354.62
C1,11,2,2.33,1303.6
C1,11,3,2.33,1252.6
C1,11,4,2.33,1201.6
C1,11,5,2.33,1150.5
C1,11,6,2.33,1099.5
C1,11,7,2.33,1048.5
C1,11,8,2.33,997.5
C1,11,9,2.33,946.5
C1,11,10,2.33,895.43
C1,12,1,2.40,1330.17
C1,12,2,2.40,1280.1
C1,12,3,2.40,1230.0
C1,12,4,2.40,1179.9
C1,12,5,2.40,1129.8
C1,12,6,2.40,1079.7
C1,12,7,2.40,1029.6
C1,12,8,2.40,979.5
C1,12,9,2.40,929.4
C1,12,10,2.40,879.26
C1,13,1,2.40,1343.23
C1,13,2,2.40,1292.6
C1,13,3,2.40,1242.0
C1,13,4,2.40,1191.5
C1,13,5,2.40,1140.9
C1,13,6,2.40,1090.3
C1,13,7,2.40,1039.7
C1,13,8,2.40,989.1
C1,13,9,2.40,938.5
C1,13,10,2.40,887.9
C1,14,1,2.43,1347.86
C1,14,2,2.43,1297.1
C1,14,3,2.43,1246.3
C1,14,4,2.43,1195.6
C1,14,5,2.43,1144.8
C1,14,6,2.43,1094.0
C1,14,7,2.43,1043.3
C1,14,8,2.43,992.5
C1,14,9,2.43,941.7
C1,14,10,2.43,890.96
C1,15,1,2.40,1353.51
C1,15,2,2.40,1302.5
C1,15,3,2.40,1251.6
C1,15,4,2.40,1200.6
C1,15,5,2.40,1149.6
C1,15,6,2.40,1098.6
C1,15,7,2.40,1047.6
C1,15,8,2.40,996.7
C1,15,9,2.40,945.7
C1,15,10,2.40,894.69
C1,16,1,2.38,1323.22
C1,16,2,2.38,1273.4
C1,16,3,2.38,1223.5
C1,16,4,2.38,1173.7
C1,16,5,2.38,1123.9
C1,16,6,2.38,1074.0
C1,16,7,2.38,1024.2
C1,16,8,2.38,974.3
C1,16,9,2.38,924.5
C1,16,10,2.38,874.67
C1,17,1,2.36,1282.65
C1,17,2,2.36,1234.3
C1,17,3,2.36,1186.0
C1,17,4,2.36,1137.7
C1,17,5,2.36,1089.4
C1,17,6,2.36,1041.1
C1,17,7,2.36,992.8
C1,17,8,2.36,944.5
C1,17,9,2.36,896.2
C1,17,10,2.36,847.85
C1,18,1,2.38,1314.14
C1,18,2,2.38,1264.6
C1,18,3,2.38,1215.1
C1,18,4,2.38,1165.7
C1,18,5,2.38,1116.2
C1,18,6,2.38,1066.7
C1,18,7,2.38,1017.2
C1,18,8,2.38,967.7
C1,18,9,2.38,918.2
C1,18,10,2.38,868.67
C1,19,1,2.41,1328.13
C1,19,2,2.41,1278.1
C1,19,3,2.41,1228.1
C1,19,4,2.41,1178.1
C1,19,5,2.41,1128.0
C1,19,6,2.41,1078.0
C1,19,7,2.41,1028.0
C1,19,8,2.41,978.0
C1,19,9,2.41,927.9
C1,19,10,2.41,877.92
C1,20,1,2.40,1337.11
C1,20,2,2.40,1286.7
C1,20,3,2.40,1236.4
C1,20,4,2.40,1186.0
C1,20,5,2.40,1135.7
C1,20,6,2.40,1085.3
C1,20,7,2.40,1034.9
C1,20,8,2.40,984.6
C1,20,9,2.40,934.2
C1,20,10,2.40,883.86
C1,21,1,2.47,1287.83
C1,21,2,2.47,1239.3
C1,21,3,2.47,1190.8
C1,21,4,2.47,1142.3
C1,21,5,2.47,1093.8
C1,21,6,2.47,1045.3
C1,21,7,2.47,996.8
C1,21,8,2.47,948.3
C1,21,9,2.47,899.8
C1,21,10,2.47,851.28
C1,22,1,2.58,1304.32
C1,22,2,2.58,1255.2
C1,22,3,2.58,1206.1
C1,22,4,2.58,1156.9
C1,22,5,2.58,1107.8
C1,22,6,2.58,1058.7
C1,22,7,2.58,1009.6
C1,22,8,2.58,960.4
C1,22,9,2.58,911.3
C1,22,10,2.58,862.18
C1,23,1,2.72,1335.82
C1,23,2,2.72,1285.5
C1,23,3,2.72,1235.2
C1,23,4,2.72,1184.9
C1,23,5,2.72,1134.6
C1,23,6,2.72,1084.3
C1,23,7,2.72,1033.9
C1,23,8,2.72,983.6
C1,23,9,2.72,933.3
C1,23,10,2.72,883.0
C1,24,1,2.83,1382.04
C1,24,2,2.83,1330.0
C1,24,3,2.83,1277.9
C1,24,4,2.83,1225.9
C1,24,5,2.83,1173.8
C1,24,6,2.83,1121.8
C1,24,7,2.83,1069.7
C1,24,8,2.83,1017.7
C1,24,9,2.83,965.6
C1,24,10,2.83,913.55
C1,25,1,2.96,1402.88
C1,25,2,2.96,1350.0
C1,25,3,2.96,1297.2
C1,25,4,2.96,1244.4
C1,25,5,2.96,1191.5
C1,25,6,2.96,1138.7
C1,25,7,2.96,1085.8
C1,25,8,2.96,1033.0
C1,25,9,2.96,980.2
C1,25,10,2.96,927.33
C1,26,1,3.15,1408.44
C1,26,2,3.15,1355.4
C1,26,3,3.15,1302.3
C1,26,4,3.15,1249.3
C1,26,5,3.15,1196.2
C1,26,6,3.15,1143.2
C1,26,7,3.15,1090.1
C1,26,8,3.15,1037.1
C1,26,9,3.15,984.0
C1,26,10,3.15,931.0
C1,27,1,3.35,1418.17
C1,27,2,3.35,1364.8
C1,27,3,3.35,1311.3
C1,27,4,3.35,1257.9
C1,27,5,3.35,1204.5
C1,27,6,3.35,1151.1
C1,27,7,3.35,1097.7
C1,27,8,3.35,1044.3
C1,27,9,3.35,990.8
C1,27,10,3.35,937.43
C1,28,1,3.51,1435.67
C1,28,2,3.51,1381.6
C1,28,3,3.51,1327.5
C1,28,4,3.51,1273.4
C1,28,5,3.51,1219.4
C1,28,6,3.51,1165.3
C1,28,7,3.51,1111.2
C1,28,8,3.51,1057.1
C1,28,9,3.51,1003.1
C1,28,10,3.51,949.0
C1,29,1,3.76,1361.01
C1,29,2,3.76,1309.7
C1,29,3,3.76,1258.5
C1,29,4,3.76,1207.2
C1,29,5,3.76,1156.0
C1,29,6,3.76,1104.7
C1,29,7,3.76,1053.4
C1,29,8,3.76,1002.2
C1,29,9,3.76,950.9
C1,29,10,3.76,899.65
C1,30,1,4.00,1318.77
C1,30,2,4.00,1269.1
C1,30,3,4.00,1219.4
C1,30,4,4.00,1169.8
C1,30,5,4.00,1120.1
C1,30,6,4.00,1070.4
C1,30,7,4.00,1020.7
C1,30,8,4.00,971.1
C1,30,9,4.00,921.4
C1,30,10,4.00,871.73
C1,31,1,4.27,1283.85
C1,31,2,4.27,1235.5
C1,31,3,4.27,1187.1
C1,31,4,4.27,1138.8
C1,31,5,4.27,1090.4
C1,31,6,4.27,1042.1
C1,31,7,4.27,993.7
C1,31,8,4.27,945.4
C1,31,9,4.27,897.0
C1,31,10,4.27,848.65
C1,32,1,4.41,1246.61
C1,32,2,4.41,1199.7
