consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C1,1,1,2.64,1674.1
C1,1,2,2.64,1611.0
C1,1,3,2.64,1548.0
C1,1,4,2.64,1484.9
C1,1,5,2.64,1421.9
C1,1,6,2.64,1358.8
C1,1,7,2.64,1295.8
C1,1,8,2.64,1232.7
C1,1,9,2.64,1169.7
C1,1,10,2.64,1106.61
C1,2,1,2.60,1644.74
C1,2,2,2.60,1582.8
C1,2,3,2.60,1520.8
C1,2,4,2.60,1458.9
C1,2,5,2.60,1396.9
C1,2,6,2.60,1335.0
C1,2,7,2.60,1273.0
C1,2,8,2.60,1211.1
C1,2,9,2.60,1149.1
C1,2,10,2.60,1087.2
C1,3,1,2.60,1534.23
C1,3,2,2.60,1476.4
C1,3,3,2.60,1418.7
C1,3,4,2.60,1360.9
C1,3,5,2.60,1303.1
C1,3,6,2.60,1245.3
C1,3,7,2.60,1187.5
C1,3,8,2.60,1129.7
C1,3,9,2.60,1071.9
C1,3,10,2.60,1014.15
C1,4,1,2.55,1499.03
C1,4,2,2.55,1442.6
C1,4,3,2.55,1386.1
C1,4,4,2.55,1329.7
C1,4,5,2.55,1273.2
C1,4,6,2.55,1216.7
C1,4,7,2.55,1160.3
C1,4,8,2.55,1103.8
C1,4,9,2.55,1047.4
C1,4,10,2.55,990.89
C1,5,1,2.45,1528.39
C1,5,2,2.45,1470.8
C1,5,3,2.45,1413.3
C1,5,4,2.45,1355.7
C1,5,5,2.45,1298.1
C1,5,6,2.45,1240.6
C1,5,7,2.45,1183.0
C1,5,8,2.45,1125.4
C1,5,9,2.45,1067.9
C1,5,10,2.45,1010.3
C1,6,1,2.46,1449.75
C1,6,2,2.46,1395.1
C1,6,3,2.46,1340.5
C1,6,4,2.46,1285.9
C1,6,5,2.46,1231.3
C1,6,6,2.46,1176.7
C1,6,7,2.46,1122.1
C1,6,8,2.46,1067.5
C1,6,9,2.46,1012.9
C1,6,10,2.46,958.31
C1,7,1,2.34,1472.54
C1,7,2,2.34,1417.1
C1,7,3,2.34,1361.6
C1,7,4,2.34,1306.2
C1,7,5,2.34,1250.7
C1,7,6,2.34,1195.2
C1,7,7,2.34,1139.8
C1,7,8,2.34,1084.3
C1,7,9,2.34,1028.8
C1,7,10,2.34,973.37
C1,8,1,2.37,1440.58
C1,8,2,2.37,1386.3
C1,8,3,2.37,1332.1
C1,8,4,2.37,1277.8
C1,8,5,2.37,1223.5
C1,8,6,2.37,1169.3
C1,8,7,2.37,1115.0
C1,8,8,2.37,1060.8
C1,8,9,2.37,1006.5
C1,8,10,2.37,952.25
C1,9,1,2.38,1459.57
C1,9,2,2.38,1404.6
C1,9,3,2.38,1349.6
C1,9,4,2.38,1294.6
C1,9,5,2.38,1239.7
C1,9,6,2.38,1184.7
C1,9,7,2.38,1129.7
C1,9,8,2.38,1074.7
C1,9,9,2.38,1019.8
C1,9,10,2.38,964.8
C1,10,1,2.31,1405.94
C1,10,2,2.31,1353.0
C1,10,3,2.31,1300.0
C1,10,4,2.31,1247.1
C1,10,5,2.31,1194.1
C1,10,6,2.31,1141.2
C1,10,7,2.31,1088.2
C1,10,8,2.31,1035.3
C1,10,9,2.31,982.3
C1,10,10,2.31,929.35
C1,11,1,2.31,1386.67
C1,11,2,2.31,1334.4
C1,11,3,2.31,1282.2
C1,11,4,2.31,1230.0
C1,11,5,2.31,1177.8
C1,11,6,2.31,1125.5
C1,11,7,2.31,1073.3
C1,11,8,2.31,1021.1
C1,11,9,2.31,968.8
C1,11,10,2.31,916.61
C1,12,1,2.28,1328.04
C1,12,2,2.28,1278.0
C1,12,3,2.28,1228.0
C1,12,4,2.28,1178.0
C1,12,5,2.28,1128.0
C1,12,6,2.28,1077.9
C1,12,7,2.28,1027.9
C1,12,8,2.28,977.9
C1,12,9,2.28,927.9
C1,12,10,2.28,877.85
C1,13,1,2.30,1385.47
C1,13,2,2.30,1333.3
C1,13,3,2.30,1281.1
C1,13,4,2.30,1228.9
C1,13,5,2.30,1176.7
C1,13,6,2.30,1124.6
C1,13,7,2.30,1072.4
C1,13,8,2.30,1020.2
C1,13,9,2.30,968.0
C1,13,10,2.30,915.82
C1,14,1,2.24,1375.93
C1,14,2,2.24,1324.1
C1,14,3,2.24,1272.3
C1,14,4,2.24,1220.5
C1,14,5,2.24,1168.6
C1,14,6,2.24,1116.8
C1,14,7,2.24,1065.0
C1,14,8,2.24,1013.2
C1,14,9,2.24,961.3
