consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,1,1,2.59,1690.59
C2,1,2,2.59,1626.9
C2,1,3,2.59,1563.2
C2,1,4,2.59,1499.6
C2,1,5,2.59,1435.9
C2,1,6,2.59,1372.2
C2,1,7,2.59,1308.5
C2,1,8,2.59,1244.9
C2,1,9,2.59,1181.2
C2,1,10,2.59,1117.51
C2,2,1,2.59,1617.32
C2,2,2,2.59,1556.4
C2,2,3,2.59,1495.5
C2,2,4,2.59,1434.6
C2,2,5,2.59,1373.7
C2,2,6,2.59,1312.7
C2,2,7,2.59,1251.8
C2,2,8,2.59,1190.9
C2,2,9,2.59,1130.0
C2,2,10,2.59,1069.08
C2,3,1,2.58,1557.85
C2,3,2,2.58,1499.2
C2,3,3,2.58,1440.5
C2,3,4,2.58,1381.8
C2,3,5,2.58,1323.1
C2,3,6,2.58,1264.5
C2,3,7,2.58,1205.8
C2,3,8,2.58,1147.1
C2,3,9,2.58,1088.4
C2,3,10,2.58,1029.77
C2,4,1,2.50,1465.31
C2,4,2,2.50,1410.1
C2,4,3,2.50,1354.9
C2,4,4,2.50,1299.7
C2,4,5,2.50,1244.6
C2,4,6,2.50,1189.4
C2,4,7,2.50,1134.2
C2,4,8,2.50,1079.0
C2,4,9,2.50,1023.8
C2,4,10,2.50,968.6
C2,5,1,2.46,1566.19
C2,5,2,2.46,1507.2
C2,5,3,2.46,1448.2
C2,5,4,2.46,1389.2
C2,5,5,2.46,1330.2
C2,5,6,2.46,1271.2
C2,5,7,2.46,1212.3
C2,5,8,2.46,1153.3
C2,5,9,2.46,1094.3
C2,5,10,2.46,1035.28
C2,6,1,2.41,1505.89
C2,6,2,2.41,1449.2
C2,6,3,2.41,1392.5
C2,6,4,2.41,1335.7
C2,6,5,2.41,1279.0
C2,6,6,2.41,1222.3
C2,6,7,2.41,1165.6
C2,6,8,2.41,1108.9
C2,6,9,2.41,1052.1
C2,6,10,2.41,995.42
C2,7,1,2.35,1476.99
C2,7,2,2.35,1421.4
C2,7,3,2.35,1365.7
C2,7,4,2.35,1310.1
C2,7,5,2.35,1254.5
C2,7,6,2.35,1198.8
C2,7,7,2.35,1143.2
C2,7,8,2.35,1087.6
C2,7,9,2.35,1031.9
C2,7,10,2.35,976.31
C2,8,1,2.29,1448.08
C2,8,2,2.29,1393.5
C2,8,3,2.29,1339.0
C2,8,4,2.29,1284.5
C2,8,5,2.29,1229.9
C2,8,6,2.29,1175.4
C2,8,7,2.29,1120.8
C2,8,8,2.29,1066.3
C2,8,9,2.29,1011.8
C2,8,10,2.29,957.21
C2,9,1,2.23,1481.99
C2,9,2,2.23,1426.2
C2,9,3,2.23,1370.4
C2,9,4,2.23,1314.5
C2,9,5,2.23,1258.7
C2,9,6,2.23,1202.9
C2,9,7,2.23,1147.1
C2,9,8,2.23,1091.3
C2,9,9,2.23,1035.4
C2,9,10,2.23,979.62
C2,10,1,2.23,1469.02
C2,10,2,2.23,1413.7
C2,10,3,2.23,1358.4
C2,10,4,2.23,1303.0
C2,10,5,2.23,1247.7
C2,10,6,2.23,1192.4
C2,10,7,2.23,1137.0
C2,10,8,2.23,1081.7
C2,10,9,2.23,1026.4
C2,10,10,2.23,971.05
C2,11,1,2.19,1439.28
C2,11,2,2.19,1385.1
C2,11,3,2.19,1330.9
C2,11,4,2.19,1276.7
C2,11,5,2.19,1222.4
C2,11,6,2.19,1168.2
C2,11,7,2.19,1114.0
C2,11,8,2.19,1059.8
C2,11,9,2.19,1005.6
C2,11,10,2.19,951.39
C2,12,1,2.27,1449.1
C2,12,2,2.27,1394.5
C2,12,3,2.27,1339.9
C2,12,4,2.27,1285.4
C2,12,5,2.27,1230.8
C2,12,6,2.27,1176.2
C2,12,7,2.27,1121.6
C2,12,8,2.27,1067.0
C2,12,9,2.27,1012.5
C2,12,10,2.27,957.88
C2,13,1,2.16,1423.07
C2,13,2,2.16,1369.5
C2,13,3,2.16,1315.9
C2,13,4,2.16,1262.3
C2,13,5,2.16,1208.7
C2,13,6,2.16,1155.1
C2,13,7,2.16,1101.5
C2,13,8,2.16,1047.9
C2,13,9,2.16,994.3
C2,13,10,2.16,940.68
C2,14,1,2.20,1422.06
C2,14,2,2.20,1368.5
C2,14,3,2.20,1314.9
C2,14,4,2.20,1261.4
C2,14,5,2.20,1207.8
C2,14,6,2.20,1154.2
C2,14,7,2.20,1100.7
C2,14,8,2.20,1047.1
C2,14,9,2.20,993.6
C2,14,10,2.20,940.0
C2,15,1,2.19,1421.13
C2,15,2,2.19,1367.6
C2,15,3,2.19,1314.1
C2,15,4,2.19,1260.6
C2,15,5,2.19,1207.0
C2,15,6,2.19,1153.5
C2,15,7,2.19,1100.0
C2,15,8,2.19,1046.4
C2,15,9,2.19,992.9
C2,15,10,2.19,939.39
C2,16,1,2.20,1464.85
C2,16,2,2.20,1409.7
C2,16,3,2.20,1354.5
C2,16,4,2.20,1299.3
C2,16,5,2.20,1244.2
C2,16,6,2.20,1189.0
C2,16,7,2.20,1133.8
C2,16,8,2.20,1078.6
C2,16,9,2.20,1023.5
C2,16,10,2.20,968.29
C2,17,1,2.21,1425.11
C2,17,2,2.21,1371.4
C2,17,3,2.21,1317.8
C2,17,4,2.21,1264.1
C2,17,5,2.21,1210.4
C2,17,6,2.21,1156.7
C2,17,7,2.21,1103.1
C2,17,8,2.21,1049.4
C2,17,9,2.21,995.7
C2,17,10,2.21,942.02
C2,18,1,2.24,1440.21
C2,18,2,2.24,1386.0
C2,18,3,2.24,1331.7
C2,18,4,2.24,1277.5
C2,18,5,2.24,1223.2
C2,18,6,2.24,1169.0
C2,18,7,2.24,1114.7
