generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,1,1,1.25,344.5
G2,1,2,1.25,415.6
G2,1,3,1.25,486.7
G2,1,4,1.25,557.8
G2,1,5,1.25,628.9
G2,1,6,1.25,700.0
G2,1,7,1.25,771.1
G2,1,8,1.25,842.2
G2,1,9,1.25,913.3
G2,1,10,2.35,984.39
G2,2,1,1.19,343.9
G2,2,2,1.19,414.9
G2,2,3,1.19,485.8
G2,2,4,1.19,556.8
G2,2,5,1.19,627.7
G2,2,6,1.19,698.7
G2,2,7,1.19,769.7
G2,2,8,1.19,840.6
G2,2,9,1.19,911.6
G2,2,10,3.09,982.56
G2,3,1,1.15,324.2
G2,3,2,1.15,391.1
G2,3,3,1.15,458.0
G2,3,4,1.15,524.9
G2,3,5,1.15,591.8
G2,3,6,1.15,658.7
G2,3,7,1.15,725.6
G2,3,8,1.15,792.5
G2,3,9,1.15,859.4
G2,3,10,2.85,926.35
G2,4,1,1.14,316.0
G2,4,2,1.14,381.2
G2,4,3,1.14,446.4
G2,4,4,1.14,511.6
G2,4,5,1.14,576.9
G2,4,6,1.14,642.1
G2,4,7,1.14,707.3
G2,4,8,1.14,772.5
G2,4,9,1.14,837.7
G2,4,10,3.34,902.9
G2,5,1,1.07,336.4
G2,5,2,1.07,405.8
G2,5,3,1.07,475.3
G2,5,4,1.07,544.7
G2,5,5,1.07,614.1
G2,5,6,1.07,683.5
G2,5,7,1.07,752.9
G2,5,8,1.07,822.4
G2,5,9,1.07,891.8
G2,5,10,3.47,961.19
G2,6,1,1.05,319.8
G2,6,2,1.05,385.8
G2,6,3,1.05,451.8
G2,6,4,1.05,517.7
G2,6,5,1.05,583.7
G2,6,6,1.05,649.7
G2,6,7,1.05,715.7
G2,6,8,1.05,781.7
G2,6,9,1.05,847.7
G2,6,10,3.85,913.67
G2,7,1,1.07,312.2
G2,7,2,1.07,376.7
G2,7,3,1.07,441.1
G2,7,4,1.07,505.5
G2,7,5,1.07,570.0
G2,7,6,1.07,634.4
G2,7,7,1.07,698.8
G2,7,8,1.07,763.3
G2,7,9,1.07,827.7
G2,7,10,2.67,892.12
G2,8,1,1.10,304.7
G2,8,2,1.10,367.5
G2,8,3,1.10,430.4
G2,8,4,1.10,493.3
G2,8,5,1.10,556.2
G2,8,6,1.10,619.0
G2,8,7,1.10,681.9
G2,8,8,1.10,744.8
G2,8,9,1.10,807.6
G2,8,10,2.10,870.51
G2,9,1,1.10,321.5
G2,9,2,1.10,387.8
G2,9,3,1.10,454.1
G2,9,4,1.10,520.5
G2,9,5,1.10,586.8
G2,9,6,1.10,653.1
