consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C1,1,1,2.51,1681.51
C1,1,2,2.51,1618.2
C1,1,3,2.51,1554.8
C1,1,4,2.51,1491.5
C1,1,5,2.51,1428.2
C1,1,6,2.51,1364.8
C1,1,7,2.51,1301.5
C1,1,8,2.51,1238.2
C1,1,9,2.51,1174.8
C1,1,10,2.51,1111.51
C1,2,1,2.51,1671.6
C1,2,2,2.51,1608.6
C1,2,3,2.51,1545.7
C1,2,4,2.51,1482.7
C1,2,5,2.51,1419.8
C1,2,6,2.51,1356.8
C1,2,7,2.51,1293.8
C1,2,8,2.51,1230.9
C1,2,9,2.51,1167.9
C1,2,10,2.51,1104.96
C1,3,1,2.49,1679.29
C1,3,2,2.49,1616.0
C1,3,3,2.49,1552.8
C1,3,4,2.49,1489.5
C1,3,5,2.49,1426.3
C1,3,6,2.49,1363.0
C1,3,7,2.49,1299.8
C1,3,8,2.49,1236.5
C1,3,9,2.49,1173.3
C1,3,10,2.49,1110.04
C1,4,1,2.52,1614.91
C1,4,2,2.52,1554.1
C1,4,3,2.52,1493.3
C1,4,4,2.52,1432.4
C1,4,5,2.52,1371.6
C1,4,6,2.52,1310.8
C1,4,7,2.52,1250.0
C1,4,8,2.52,1189.1
C1,4,9,2.52,1128.3
C1,4,10,2.52,1067.48
C1,5,1,2.55,1572.49
C1,5,2,2.55,1513.3
C1,5,3,2.55,1454.0
C1,5,4,2.55,1394.8
C1,5,5,2.55,1335.6
C1,5,6,2.55,1276.4
C1,5,7,2.55,1217.1
C1,5,8,2.55,1157.9
C1,5,9,2.55,1098.7
C1,5,10,2.55,1039.44
C1,6,1,2.53,1584.34
C1,6,2,2.53,1524.7
C1,6,3,2.53,1465.0
C1,6,4,2.53,1405.3
C1,6,5,2.53,1345.6
C1,6,6,2.53,1286.0
C1,6,7,2.53,1226.3
C1,6,8,2.53,1166.6
C1,6,9,2.53,1107.0
C1,6,10,2.53,1047.28
C1,7,1,2.52,1554.98
C1,7,2,2.52,1496.4
C1,7,3,2.52,1437.8
C1,7,4,2.52,1379.3
C1,7,5,2.52,1320.7
C1,7,6,2.52,1262.1
C1,7,7,2.52,1203.6
C1,7,8,2.52,1145.0
C1,7,9,2.52,1086.4
C1,7,10,2.52,1027.87
C1,8,1,2.46,1491.53
C1,8,2,2.46,1435.4
C1,8,3,2.46,1379.2
C1,8,4,2.46,1323.0
C1,8,5,2.46,1266.8
C1,8,6,2.46,1210.6
