generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G1,1,1,1.09,367.1
G1,1,2,1.09,442.9
G1,1,3,1.09,518.6
G1,1,4,1.09,594.4
G1,1,5,1.09,670.1
G1,1,6,1.09,745.9
G1,1,7,1.09,821.6
G1,1,8,1.09,897.4
G1,1,9,1.09,973.1
G1,1,10,2.59,1048.87
G1,2,1,1.09,350.5
G1,2,2,1.09,422.8
G1,2,3,1.09,495.1
G1,2,4,1.09,567.4
G1,2,5,1.09,639.7
G1,2,6,1.09,712.0
G1,2,7,1.09,784.3
G1,2,8,1.09,856.7
G1,2,9,1.09,929.0
G1,2,10,1.39,1001.29
G1,3,1,1.07,335.5
G1,3,2,1.07,404.8
G1,3,3,1.07,474.0
G1,3,4,1.07,543.3
G1,3,5,1.07,612.5
G1,3,6,1.07,681.7
G1,3,7,1.07,751.0
G1,3,8,1.07,820.2
G1,3,9,1.07,889.4
G1,3,10,1.17,958.68
G1,4,1,1.04,310.7
G1,4,2,1.04,374.9
G1,4,3,1.04,439.0
G1,4,4,1.04,503.1
G1,4,5,1.04,567.2
G1,4,6,1.04,631.4
G1,4,7,1.04,695.5
G1,4,8,1.04,759.6
G1,4,9,1.04,823.7
G1,4,10,1.24,887.84
G1,5,1,1.06,344.1
G1,5,2,1.06,415.1
G1,5,3,1.06,486.1
G1,5,4,1.06,557.1
G1,5,5,1.06,628.1
G1,5,6,1.06,699.1
G1,5,7,1.06,770.1
G1,5,8,1.06,841.2
G1,5,9,1.06,912.2
G1,5,10,1.06,983.17
G1,6,1,1.00,335.5
G1,6,2,1.00,404.7
G1,6,3,1.00,473.9
G1,6,4,1.00,543.1
G1,6,5,1.00,612.4
G1,6,6,1.00,681.6
G1,6,7,1.00,750.8
G1,6,8,1.00,820.0
G1,6,9,1.00,889.3
G1,6,10,1.00,958.49
G1,7,1,0.93,314.0
G1,7,2,0.93,378.8
G1,7,3,0.93,443.6
G1,7,4,0.93,508.4
G1,7,5,0.93,573.2
G1,7,6,0.93,638.1
G1,7,7,0.93,702.9
G1,7,8,0.93,767.7
G1,7,9,0.93,832.5
G1,7,10,1.13,897.26
G1,8,1,0.88,301.0
G1,8,2,0.88,363.2
G1,8,3,0.88,425.3
G1,8,4,0.88,487.4
G1,8,5,0.88,549.5
G1,8,6,0.88,611.6
G1,8,7,0.88,673.7
G1,8,8,0.88,735.9
G1,8,9,0.88,798.0
G1,8,10,0.88,860.1
G1,9,1,0.82,321.5
G1,9,2,0.82,387.8
G1,9,3,0.82,454.1
G1,9,4,0.82,520.5
G1,9,5,0.82,586.8
G1,9,6,0.82,653.1
G1,9,7,0.82,719.5
G1,9,8,0.82,785.8
G1,9,9,0.82,852.1
G1,9,10,1.62,918.45
G1,10,1,0.86,317.5
G1,10,2,0.86,383.0
G1,10,3,0.86,448.5
G1,10,4,0.86,514.0
G1,10,5,0.86,579.5
G1,10,6,0.86,645.1
G1,10,7,0.86,710.6
G1,10,8,0.86,776.1
G1,10,9,0.86,841.6
G1,10,10,0.86,907.12
G1,11,1,0.83,313.4
G1,11,2,0.83,378.1
G1,11,3,0.83,442.7
G1,11,4,0.83,507.4
G1,11,5,0.83,572.1
G1,11,6,0.83,636.8
G1,11,7,0.83,701.4
G1,11,8,0.83,766.1
G1,11,9,0.83,830.8
G1,11,10,1.63,895.43
G1,12,1,0.86,307.7
G1,12,2,0.86,371.2
G1,12,3,0.86,434.7
G1,12,4,0.86,498.2
G1,12,5,0.86,561.7
G1,12,6,0.86,625.3
G1,12,7,0.86,688.8
G1,12,8,0.86,752.3
G1,12,9,0.86,815.8
G1,12,10,0.86,879.26
G1,13,1,0.84,310.8
G1,13,2,0.84,374.9
G1,13,3,0.84,439.0
G1,13,4,0.84,503.1
G1,13,5,0.84,567.3
G1,13,6,0.84,631.4
G1,13,7,0.84,695.5
G1,13,8,0.84,759.6
G1,13,9,0.84,823.8
G1,13,10,0.84,887.9
G1,14,1,0.78,311.8
G1,14,2,0.78,376.2
G1,14,3,0.78,440.5
G1,14,4,0.78,504.9
G1,14,5,0.78,569.2
G1,14,6,0.78,633.6
G1,14,7,0.78,697.9
G1,14,8,0.78,762.3
G1,14,9,0.78,826.6
G1,14,10,0.78,890.96
G1,15,1,0.76,313.1
G1,15,2,0.76,377.8
G1,15,3,0.76,442.4
G1,15,4,0.76,507.0
G1,15,5,0.76,571.6
G1,15,6,0.76,636.2
G1,15,7,0.76,700.8
G1,15,8,0.76,765.5
G1,15,9,0.76,830.1
G1,15,10,0.76,894.69
G1,16,1,0.78,306.1
G1,16,2,0.78,369.3
G1,16,3,0.78,432.5
G1,16,4,0.78,495.6
G1,16,5,0.78,558.8
G1,16,6,0.78,622.0
G1,16,7,0.78,685.2
G1,16,8,0.78,748.3
G1,16,9,0.78,811.5
G1,16,10,0.78,874.67
G1,17,1,0.81,296.7
G1,17,2,0.81,358.0
G1,17,3,0.81,419.2
G1,17,4,0.81,480.4
G1,17,5,0.81,541.7
G1,17,6,0.81,602.9
G1,17,7,0.81,664.1
G1,17,8,0.81,725.4
G1,17,9,0.81,786.6
G1,17,10,0.81,847.85
G1,18,1,0.83,304.0
G1,18,2,0.83,366.8
G1,18,3,0.83,429.5
G1,18,4,0.83,492.2
G1,18,5,0.83,555.0
G1,18,6,0.83,617.7
G1,18,7,0.83,680.5
G1,18,8,0.83,743.2
G1,18,9,0.83,805.9
G1,18,10,0.83,868.67
G1,19,1,0.86,307.3
G1,19,2,0.86,370.7
G1,19,3,0.86,434.1
G1,19,4,0.86,497.5
G1,19,5,0.86,560.9
G1,19,6,0.86,624.3
G1,19,7,0.86,687.7
G1,19,8,0.86,751.1
G1,19,9,0.86,814.5
G1,19,10,0.86,877.92
G1,20,1,0.90,309.4
G1,20,2,0.90,373.2
G1,20,3,0.90,437.0
G1,20,4,0.90,500.9
G1,20,5,0.90,564.7
G1,20,6,0.90,628.5
G1,20,7,0.90,692.4
G1,20,8,0.90,756.2
G1,20,9,0.90,820.0
G1,20,10,1.90,883.86
G1,21,1,0.97,297.9
G1,21,2,0.97,359.4
G1,21,3,0.97,420.9
G1,21,4,0.97,482.4
G1,21,5,0.97,543.9
G1,21,6,0.97,605.4
G1,21,7,0.97,666.8
G1,21,8,0.97,728.3
G1,21,9,0.97,789.8
G1,21,10,1.07,851.28
G1,22,1,1.08,301.8
G1,22,2,1.08,364.0
G1,22,3,1.08,426.3
G1,22,4,1.08,488.6
G1,22,5,1.08,550.8
G1,22,6,1.08,613.1
G1,22,7,1.08,675.4
G1,22,8,1.08,737.6
G1,22,9,1.08,799.9
G1,22,10,1.48,862.18
G1,23,1,1.22,309.1
G1,23,2,1.22,372.8
G1,23,3,1.22,436.6
G1,23,4,1.22,500.4
G1,23,5,1.22,564.1
G1,23,6,1.22,627.9
G1,23,7,1.22,691.7
G1,23,8,1.22,755.5
G1,23,9,1.22,819.2
G1,23,10,2.52,883.0
G1,24,1,1.33,319.7
G1,24,2,1.33,385.7
G1,24,3,1.33,451.7
G1,24,4,1.33,517.7
G1,24,5,1.33,583.7
G1,24,6,1.33,649.6
G1,24,7,1.33,715.6
G1,24,8,1.33,781.6
G1,24,9,1.33,847.6
G1,24,10,2.03,913.55
G1,25,1,1.46,324.6
G1,25,2,1.46,391.5
G1,25,3,1.46,458.5
G1,25,4,1.46,525.5
G1,25,5,1.46,592.5
G1,25,6,1.46,659.4
G1,25,7,1.46,726.4
G1,25,8,1.46,793.4
G1,25,9,1.46,860.4
G1,25,10,1.96,927.33
G1,26,1,1.65,325.9
G1,26,2,1.65,393.1
G1,26,3,1.65,460.3
G1,26,4,1.65,527.6
G1,26,5,1.65,594.8
G1,26,6,1.65,662.0
G1,26,7,1.65,729.3
G1,26,8,1.65,796.5
G1,26,9,1.65,863.8
G1,26,10,1.65,931.0
