time_slot,power_mw,price_yuan_per_mwh
1,28.8,1680.12
2,27.8,1627.51
3,27.9,1551.46
4,27.5,1451.33
5,27.3,1528.95
6,26.5,1512.09
7,26.0,1481.99
8,25.3,1437.9
9,24.9,1482.08
10,24.5,1481.99
11,23.6,1440.95
12,23.5,1408.16
13,23.6,1422.7
14,23.9,1435.67
15,23.5,1430.49
16,23.3,1427.06
17,23.3,1393.16
18,24.0,1376.76
19,24.8,1395.01
20,25.3,1436.97
21,25.9,1451.6
22,26.5,1482.08
23,28.1,1574.62
24,28.9,1694.76
25,30.5,1592.77
26,32.5,1673.27
27,34.2,1714.21
28,36.7,1761.08
29,39.7,1774.51
30,41.0,1735.33
31,42.0,1749.41
32,42.7,1711.8
33,45.4,1827.31
34,45.2,1779.24
35,45.3,1707.91
36,45.4,1584.71
37,47.5,1770.44
38,47.6,1600.0
39,48.4,1509.68
40,48.6,1486.99
41,48.9,1565.82
42,46.9,1535.71
43,47.8,1447.71
44,49.2,1304.97
45,47.1,1429.84
46,46.5,1446.32
47,46.1,1343.88
48,45.4,1263.66
49,44.7,1313.77
50,45.1,1303.4
51,44.2,1296.73
52,42.9,1263.29
53,43.4,1250.41
54,43.0,1251.99
55,42.4,1258.84
56,43.4,1207.43
57,43.2,1185.48
58,43.5,1171.49
59,44.0,1261.99
60,44.8,1369.81
61,45.1,1196.04
62,45.6,1305.06
63,45.6,1389.82
64,47.6,1433.08
65,49.6,1283.2
66,49.4,1356.29
67,50.0,1482.08
68,49.4,1675.95
69,51.3,1394.54
70,51.6,1588.33
71,52.4,1720.32
72,55.1,1917.63
73,55.9,1574.71
74,58.4,1737.09
75,57.3,1890.39
76,58.0,1966.91
77,57.6,1943.1
78,58.2,1974.78
79,57.0,2037.95
80,57.5,2094.27
81,58.4,2070.28
82,56.4,2008.87
83,55.3,1976.26
84,54.8,1975.89
85,54.3,2101.96
86,54.0,1989.23
87,52.4,1966.91
88,51.8,1822.96
89,50.5,1966.91
90,47.9,1830.83
91,45.9,1763.49
92,45.0,1667.43
93,43.0,1774.61
94,39.1,1707.82
95,34.9,1630.75
96,30.6,1556.0
