time_slot,power_mw,price_yuan_per_mwh
1,27.5,1068.1
2,26.9,1044.71
3,25.8,991.31
4,25.0,950.04
5,24.7,983.9
6,24.7,934.19
7,24.5,922.61
8,23.4,886.73
9,23.5,946.19
10,23.9,932.72
11,24.1,906.39
12,23.4,882.75
13,23.4,953.9
14,23.4,955.49
15,22.8,922.74
16,23.5,929.9
17,22.7,922.67
18,23.1,925.92
19,23.4,938.47
20,24.0,922.67
21,25.0,938.66
22,26.0,958.37
23,26.4,968.54
24,27.7,986.48
25,28.5,976.01
26,31.1,981.09
27,33.2,983.84
28,34.8,964.62
29,37.1,984.39
30,39.2,972.03
31,40.6,922.61
32,42.2,734.45
33,44.4,868.49
34,46.9,783.5
35,46.8,584.75
36,48.3,414.77
37,48.6,677.69
38,48.7,454.94
39,48.1,296.05
40,47.8,158.1
41,47.3,340.01
42,47.8,169.3
43,45.3,118.66
44,46.7,61.23
45,46.0,249.08
46,44.8,201.51
47,43.0,129.56
48,42.8,74.7
49,42.5,188.47
50,42.1,126.56
51,42.2,105.25
52,40.5,65.33
53,40.8,142.05
54,42.2,107.03
55,41.7,75.07
56,40.9,62.58
57,41.7,126.62
58,41.5,76.72
59,42.7,130.79
60,42.8,196.79
61,43.6,66.43
62,45.7,89.52
63,47.7,185.1
64,47.8,338.23
65,48.7,271.13
66,47.9,462.78
67,48.2,589.89
68,49.3,855.44
69,50.2,742.05
70,51.2,1017.46
71,51.3,1167.78
72,51.5,1289.99
73,52.0,1160.31
74,52.1,1302.12
75,52.8,1343.02
76,51.7,1412.45
77,53.5,1473.68
78,52.9,1534.91
79,54.9,1537.06
80,54.6,1534.91
81,55.4,1473.74
82,56.2,1464.93
83,55.0,1470.32
84,53.2,1428.01
85,53.5,1337.2
86,50.7,1313.75
87,49.6,1297.83
88,47.1,1290.05
89,46.9,1313.75
90,46.9,1291.16
91,44.2,1289.99
92,42.9,1275.36
93,41.1,1262.81
94,37.9,1228.7
95,34.6,1154.49
96,32.4,1082.98
