time_slot,power_mw,price_yuan_per_mwh
1,25.1,1681.51
2,25.1,1671.6
3,24.9,1679.29
4,25.2,1614.91
5,25.5,1572.49
6,25.3,1584.34
7,25.2,1554.98
8,24.6,1491.53
9,24.9,1491.71
10,24.7,1491.62
11,24.4,1480.23
12,24.3,1451.23
13,24.1,1479.02
14,24.4,1472.26
15,24.4,1484.95
16,24.1,1475.23
17,24.2,1454.66
18,24.6,1457.35
19,25.3,1461.61
20,25.8,1474.58
21,26.6,1444.75
22,27.0,1468.46
23,28.5,1491.62
24,29.3,1420.57
25,30.3,1494.59
26,32.6,1483.28
27,33.7,1403.53
28,35.2,1393.62
29,37.7,1504.77
30,39.7,1399.08
31,41.8,1172.97
32,42.3,1074.88
33,43.3,1266.07
34,45.1,1111.56
35,46.0,889.62
36,47.4,699.91
37,47.2,837.84
38,47.3,609.97
39,47.5,517.25
40,48.2,329.76
41,48.6,467.41
42,48.9,340.51
43,48.6,251.86
44,48.0,188.97
45,47.2,327.63
46,48.1,248.34
47,46.4,181.65
48,45.9,136.44
49,45.4,323.19
50,45.0,233.61
51,44.8,157.29
52,43.6,92.63
53,44.6,194.89
54,43.2,195.73
55,43.7,194.8
56,44.0,222.59
57,43.8,98.28
58,45.1,162.29
59,45.3,241.3
60,44.9,313.55
61,45.3,184.52
62,45.4,215.46
63,45.4,280.11
64,46.6,497.89
65,47.0,148.58
66,46.8,423.6
67,47.5,658.04
68,48.5,1010.69
69,49.8,856.92
70,50.6,1207.15
71,52.1,1584.44
72,53.4,1851.49
73,53.2,1452.07
74,50.5,1757.01
75,51.8,1911.61
76,51.1,1993.4
77,53.3,1792.02
78,53.7,1920.96
79,53.1,1965.89
80,53.4,2028.32
81,51.9,1939.76
82,52.4,1925.5
83,52.4,1920.96
84,51.8,1834.54
85,49.8,1954.86
86,49.0,1920.96
87,47.0,1911.61
88,46.1,1868.35
89,45.0,1911.61
90,43.4,1881.22
91,41.6,1834.44
92,39.8,1718.75
93,38.6,1832.13
94,35.3,1769.51
95,32.2,1754.69
96,29.8,1662.43
