time_slot,power_mw,price_yuan_per_mwh
1,30.0,1073.97
2,28.8,1056.1
3,28.7,1008.27
4,28.5,995.35
5,27.8,1037.79
6,28.0,1010.23
7,27.5,981.27
8,27.1,962.84
9,26.7,998.17
10,27.0,985.07
11,26.7,956.11
12,26.0,949.0
13,25.6,948.27
14,25.2,937.92
15,25.3,938.84
16,25.7,949.0
17,25.8,924.76
18,27.1,945.33
19,27.4,953.04
20,28.1,962.84
21,29.2,976.25
22,30.9,1040.91
23,32.0,1073.36
24,34.0,1122.1
25,34.6,1132.82
26,37.5,1189.7
27,40.8,1220.5
28,42.8,1199.13
29,44.7,1190.86
30,46.0,1245.6
31,46.3,1198.52
32,47.7,1130.43
33,47.6,1122.1
34,48.3,1093.81
35,49.6,984.52
36,50.8,893.04
37,51.3,1069.75
38,52.1,1010.23
39,52.7,801.81
40,51.5,583.15
41,52.1,918.45
42,51.8,792.44
43,50.3,704.08
44,51.4,606.36
45,49.3,802.91
46,49.6,782.46
47,48.4,778.48
48,48.0,704.7
49,47.3,778.78
50,46.4,722.15
51,46.9,741.56
52,47.8,726.25
53,46.3,834.75
54,46.7,795.26
55,45.7,825.07
56,46.8,857.16
57,46.0,704.08
58,46.4,789.68
59,47.5,910.18
60,47.7,950.17
61,48.3,705.8
62,47.8,814.91
63,48.6,916.06
64,48.5,1115.43
65,50.5,906.39
66,51.3,1006.62
67,53.8,1067.24
68,53.0,1122.1
69,55.5,1063.01
70,55.5,1144.88
71,56.2,1235.87
72,59.0,1364.45
73,58.1,1201.58
74,57.7,1316.51
75,57.4,1347.12
76,59.7,1438.97
77,60.8,1268.75
78,59.3,1309.77
79,60.7,1345.41
80,60.2,1316.44
81,59.2,1354.71
82,58.6,1323.98
83,55.6,1244.56
84,53.7,1170.72
85,54.2,1320.06
86,51.8,1276.58
87,50.7,1245.48
88,49.5,1178.68
89,47.7,1226.13
90,46.3,1178.43
91,46.7,1122.1
92,43.6,1132.76
93,43.5,1132.69
94,40.2,1111.2
95,36.4,1082.98
96,32.8,1040.97
