time_slot,power_mw,price_yuan_per_mwh
1,31.0,1211.44
2,30.4,1167.96
3,29.5,1130.86
4,28.9,1048.93
5,28.7,1137.04
6,27.9,1091.24
7,28.1,1112.3
8,27.2,1040.91
9,27.1,1076.24
10,27.3,1070.12
11,26.4,1040.91
12,26.2,997.13
13,25.5,1040.91
14,25.8,1034.36
15,25.9,1040.85
16,25.2,1045.07
17,25.5,1040.91
18,26.6,1058.91
19,26.6,1104.22
20,27.0,1130.86
21,28.6,1121.86
22,29.7,1171.76
23,30.5,1198.94
24,31.8,1271.93
25,33.2,1283.93
26,35.5,1313.87
27,37.9,1362.18
28,40.2,1381.29
29,41.4,1338.12
30,42.8,1333.53
31,44.9,1290.12
32,46.6,1258.71
33,49.1,1307.26
34,50.0,1224.66
35,52.5,1049.6
36,53.3,896.84
37,54.3,1090.51
38,53.5,926.78
39,54.1,834.87
40,55.1,673.47
41,54.5,1034.85
42,53.4,791.52
43,53.2,619.46
44,53.4,489.84
45,52.1,839.95
46,51.5,711.55
47,52.1,597.97
48,51.5,428.61
49,50.3,664.9
50,50.7,570.36
51,50.2,419.0
52,50.5,511.7
53,50.5,503.0
54,50.3,643.65
55,49.7,492.47
56,51.6,573.97
57,51.4,642.73
58,53.2,624.48
59,54.6,678.06
60,54.3,744.74
61,55.1,551.07
62,56.5,643.65
63,55.6,808.6
64,55.9,1058.18
65,57.4,603.3
66,59.6,845.59
67,60.1,1072.38
68,61.5,1226.99
69,62.0,1062.4
70,65.0,1184.8
71,65.6,1290.12
72,65.9,1347.12
73,67.6,1180.94
74,66.6,1283.93
75,66.3,1347.12
76,69.0,1446.25
77,67.6,1421.33
78,68.9,1437.01
79,67.4,1446.19
80,67.8,1418.21
81,66.6,1408.29
82,65.3,1347.06
83,61.3,1365.43
84,62.2,1285.83
85,61.7,1415.15
86,60.0,1347.12
87,59.6,1290.12
88,58.5,1253.13
89,56.2,1290.12
90,54.7,1285.83
91,52.8,1208.37
92,51.2,1155.84
93,48.0,1195.52
94,42.9,1145.43
95,39.6,1122.04
96,35.2,1040.97
