time_slot,power_mw,price_yuan_per_mwh
1,30.4,1130.12
2,30.6,1092.4
3,29.8,1036.07
4,30.2,1001.85
5,28.8,1039.5
6,29.3,990.76
7,28.0,964.43
8,27.6,948.51
9,27.1,979.62
10,27.5,949.07
11,26.6,931.0
12,27.1,918.45
13,26.7,939.76
14,27.3,936.33
15,26.9,921.45
16,28.2,928.61
17,27.7,936.45
18,27.7,944.35
19,27.8,951.76
20,28.4,966.45
21,28.3,976.8
22,29.9,1010.85
23,32.0,1043.24
24,33.3,1163.37
25,34.9,1163.31
26,37.9,1197.41
27,40.0,1199.62
28,41.6,1222.4
29,42.7,1224.6
30,44.2,1224.48
31,46.6,1195.33
32,48.8,1103.36
33,51.2,1178.92
34,53.9,1067.42
35,53.4,1007.05
36,56.0,939.64
37,56.0,997.07
38,55.1,904.49
39,56.7,866.96
40,58.3,844.3
41,57.9,858.63
42,55.9,781.36
43,54.8,773.15
44,54.8,750.86
45,55.3,803.28
46,53.7,722.94
47,52.9,674.33
48,53.7,696.86
49,53.0,717.31
50,52.2,695.45
51,51.0,675.55
52,50.0,647.02
53,50.0,863.65
54,50.7,819.38
55,50.7,784.85
56,50.3,765.31
57,51.0,768.01
58,50.2,824.22
59,50.6,855.44
60,51.3,918.51
61,52.3,813.13
62,53.4,911.16
63,53.9,1008.52
64,53.3,1053.22
65,54.9,946.37
66,54.9,979.68
67,56.2,1095.71
68,58.4,1195.33
69,58.9,1130.31
70,59.9,1195.33
71,62.0,1238.5
72,64.0,1338.98
73,63.6,1229.13
74,64.6,1285.34
75,68.3,1332.92
76,68.8,1469.46
77,69.5,1322.14
78,68.4,1377.74
79,69.3,1439.09
80,68.2,1438.54
81,68.6,1388.51
82,67.0,1348.1
83,65.9,1316.44
84,63.3,1285.83
85,63.8,1330.28
86,62.1,1310.38
87,60.9,1222.03
88,58.1,1167.17
89,55.7,1212.05
90,53.0,1195.33
91,50.2,1147.39
92,47.4,1091.49
93,44.7,1191.35
94,40.9,1110.96
95,37.1,1073.73
96,34.1,1039.81
