time_slot,power_mw,price_yuan_per_mwh
1,24.7,1664.1
2,24.1,1572.02
3,23.7,1521.17
4,23.5,1516.17
5,23.6,1568.23
6,23.0,1484.58
7,22.9,1438.91
8,22.7,1394.64
9,22.1,1454.29
10,22.2,1415.11
11,22.3,1404.27
12,21.9,1353.05
13,22.8,1325.54
14,22.7,1322.29
15,21.7,1321.46
16,22.1,1329.89
17,21.7,1347.12
18,23.1,1352.86
19,23.5,1372.78
20,23.9,1390.1
21,24.6,1359.9
22,24.9,1404.73
23,26.4,1451.7
24,27.4,1464.85
25,28.4,1458.0
26,30.2,1451.33
27,31.8,1422.06
28,34.6,1370.09
29,35.8,1436.69
30,37.3,1375.74
31,39.8,1314.79
32,40.8,1253.65
33,41.9,1266.07
34,43.4,1133.61
35,44.8,896.75
36,45.6,655.08
37,46.9,799.86
38,47.8,497.33
39,49.0,439.07
40,48.1,92.63
41,47.4,566.62
42,47.7,458.15
43,46.4,268.35
44,46.0,235.65
45,46.1,493.81
46,45.2,379.6
47,46.5,326.34
48,45.4,294.56
49,44.5,467.13
50,43.7,253.9
51,43.5,427.21
52,43.5,383.4
53,45.0,460.74
54,44.8,580.98
55,43.4,405.63
56,43.8,378.67
57,44.3,432.95
58,44.2,439.07
59,44.6,426.75
60,44.8,519.56
61,45.0,540.77
62,46.4,620.34
63,47.0,697.32
64,47.6,798.19
65,47.6,878.23
66,47.6,1043.57
67,48.5,1251.71
68,49.4,1557.94
69,51.5,1370.83
70,52.8,1639.92
71,53.7,1832.22
72,55.9,2027.21
73,56.7,1758.4
74,56.1,1900.21
75,55.0,2051.85
76,55.6,2135.49
77,55.5,2013.78
78,55.4,2108.44
79,54.8,2126.51
80,53.2,2143.64
81,52.8,2133.45
82,53.3,2136.23
83,50.6,2106.41
84,49.3,2028.23
85,47.4,2088.62
86,46.3,2018.69
87,44.3,1944.49
88,42.9,1892.06
89,41.6,2011.65
90,40.4,1967.28
91,39.3,1881.87
92,38.4,1859.64
93,37.3,1936.8
94,34.5,1832.22
95,31.3,1828.42
96,28.0,1784.05
