time_slot,power_mw,price_yuan_per_mwh
1,28.9,1175.92
2,27.5,1113.35
3,26.6,1088.91
4,26.9,1041.89
5,27.1,1053.71
6,26.0,1035.71
7,26.4,1015.38
8,26.2,1005.34
9,26.5,1013.79
10,25.3,1010.3
11,25.3,984.58
12,24.7,981.21
13,24.0,1003.38
14,23.7,1010.6
15,23.4,1007.85
16,24.2,1001.17
17,24.4,966.7
18,24.8,979.62
19,25.3,979.68
20,25.4,1015.13
21,26.7,1033.99
22,27.2,1072.14
23,28.2,1110.22
24,30.5,1171.76
25,31.3,1201.15
26,33.9,1254.91
27,35.4,1267.58
28,37.1,1255.28
29,37.9,1273.16
30,39.9,1238.62
31,42.6,1232.68
32,44.1,1156.45
33,44.1,1282.71
34,45.5,1238.81
35,46.3,1144.94
36,47.8,1078.14
37,49.1,1158.84
38,49.4,1061.3
39,49.4,955.49
40,48.7,974.66
41,48.9,1037.3
42,48.9,884.96
43,48.0,894.94
44,46.8,817.97
45,47.0,949.07
46,47.0,781.42
47,46.4,795.99
48,46.3,828.87
49,45.4,870.94
50,45.2,734.76
51,44.7,742.29
52,46.1,696.43
53,44.8,786.5
54,44.1,747.01
55,43.7,695.7
56,44.4,789.25
57,44.1,631.46
58,44.1,694.41
59,44.6,848.46
60,44.5,962.47
61,44.9,829.48
62,45.3,884.34
63,47.0,913.06
64,46.3,1036.32
65,48.7,875.41
66,51.2,942.27
67,53.3,1057.01
68,56.2,1194.96
69,56.5,1016.48
70,57.7,1193.99
71,58.9,1257.79
72,59.7,1379.02
73,61.1,1201.15
74,61.8,1261.28
75,61.5,1313.14
76,62.0,1429.23
77,62.7,1403.21
78,59.7,1466.03
79,59.5,1495.54
80,57.8,1518.75
81,58.0,1405.23
82,55.9,1380.68
83,54.4,1320.0
84,53.0,1243.58
85,53.7,1384.9
86,53.2,1314.98
87,49.3,1258.77
88,47.4,1201.15
89,47.4,1285.89
90,45.8,1255.28
91,42.8,1219.27
92,42.3,1196.86
93,42.4,1221.35
94,39.0,1199.01
95,36.3,1155.72
96,32.8,1119.16
