time_slot,power_mw,price_yuan_per_mwh
1,27.9,1587.31
2,26.4,1481.06
3,25.7,1448.83
4,25.2,1417.79
5,25.1,1435.67
6,24.9,1402.51
7,24.3,1396.77
8,24.3,1358.51
9,24.0,1411.96
10,24.8,1370.09
11,24.6,1346.93
12,23.6,1343.51
13,23.8,1322.66
14,24.1,1326.09
15,24.0,1278.66
16,23.7,1266.72
17,23.8,1284.69
18,24.6,1317.75
19,25.3,1323.4
20,25.4,1325.07
21,26.7,1340.36
22,28.5,1389.45
23,31.2,1423.26
24,32.5,1482.08
25,33.4,1557.3
26,35.1,1573.88
27,36.0,1613.61
28,38.9,1552.39
29,39.4,1697.26
30,41.5,1561.74
31,42.9,1497.46
32,45.6,1392.14
33,47.9,1600.46
34,48.9,1482.08
35,47.3,1330.91
36,48.4,1107.3
37,50.8,1434.01
38,51.5,1232.91
39,51.3,967.71
40,52.7,768.18
41,52.3,1041.35
42,52.5,909.16
43,52.4,745.21
44,51.7,658.6
45,52.4,900.18
46,52.0,770.22
47,51.1,708.62
48,50.2,732.33
49,50.1,787.35
50,50.2,670.92
51,50.4,740.95
52,50.0,650.08
53,48.6,794.67
54,47.0,832.65
55,47.0,805.97
56,46.7,836.45
57,46.8,911.2
58,47.7,926.3
59,47.5,972.52
60,48.6,1090.63
61,50.4,755.31
62,50.8,885.26
63,51.2,1158.52
64,52.7,1369.26
65,52.8,950.75
66,53.8,1134.07
67,55.8,1412.89
68,56.0,1667.34
69,58.5,1288.11
70,59.3,1558.13
71,59.9,1706.62
72,60.6,1900.77
73,58.6,1687.9
74,59.6,1883.91
75,60.2,2093.53
76,60.3,2301.21
77,60.1,1958.94
78,60.9,2084.08
79,60.0,2197.74
80,59.4,2423.29
81,60.1,2187.64
82,59.3,2157.72
83,58.2,2130.4
84,57.1,2084.08
85,55.5,2071.76
86,53.7,2020.91
87,51.4,1898.91
88,51.0,1713.75
89,48.7,1909.75
90,47.8,1780.63
91,45.4,1713.65
92,43.9,1706.62
93,43.4,1703.37
94,41.2,1558.22
95,36.9,1574.62
96,33.5,1474.58
