time_slot,power_mw,price_yuan_per_mwh
1,26.4,1590.64
2,25.9,1500.79
3,24.8,1437.34
4,25.2,1406.49
5,24.4,1435.67
6,24.2,1408.81
7,23.7,1374.54
8,23.2,1366.76
9,22.2,1389.36
10,22.2,1383.34
11,21.6,1389.45
12,21.7,1371.11
13,21.8,1338.41
14,21.6,1329.15
15,21.2,1341.1
16,22.1,1330.17
17,21.8,1334.15
18,22.2,1346.38
19,22.5,1347.21
20,22.9,1375.0
21,23.2,1362.4
22,25.2,1434.1
23,26.5,1459.76
24,27.8,1505.24
25,28.2,1574.8
26,30.1,1627.05
27,31.6,1673.64
28,33.1,1662.52
29,35.5,1656.78
30,37.0,1611.48
31,39.6,1571.1
32,40.8,1435.76
33,41.5,1676.97
34,43.0,1518.67
35,43.8,1483.56
36,45.4,1314.98
37,47.1,1528.39
38,46.8,1351.84
39,46.3,1204.19
40,48.4,1067.1
41,47.0,1343.13
42,47.0,1128.05
43,47.5,1046.26
44,47.5,972.89
45,47.0,990.21
46,47.9,870.72
47,47.7,818.02
48,47.8,708.16
49,47.3,968.82
50,46.5,879.98
51,46.7,897.68
52,46.7,918.43
53,45.4,1152.22
54,44.3,1039.86
55,45.2,1063.11
56,44.7,1036.07
57,44.8,966.69
58,45.4,1065.24
59,46.0,1133.51
60,47.0,1157.78
61,48.0,1012.26
62,47.6,1138.98
63,48.3,1255.51
64,48.1,1389.45
65,49.6,1085.35
66,50.7,1367.68
67,51.9,1542.75
68,53.4,1671.05
69,55.5,1435.67
70,56.5,1654.93
71,55.8,1741.72
72,57.3,1903.64
73,58.6,1682.16
74,58.1,1840.19
75,59.8,1952.27
76,58.1,2044.25
77,60.1,1809.16
78,59.9,1911.51
79,58.9,1945.32
80,59.5,2033.6
81,57.6,2073.43
82,57.9,2037.95
83,57.1,2024.98
84,56.0,1966.72
85,55.6,1948.66
86,53.9,1868.62
87,52.3,1825.83
88,49.4,1768.12
89,49.1,1838.24
90,47.3,1772.75
91,45.4,1741.72
92,43.9,1702.26
93,42.7,1741.72
94,38.4,1717.17
95,35.2,1594.44
96,32.0,1555.35
