time_slot,power_mw,price_yuan_per_mwh
1,29.2,1587.22
2,28.5,1537.47
3,27.6,1524.5
4,28.1,1474.67
5,27.5,1519.22
6,26.4,1475.32
7,26.4,1447.62
8,26.4,1421.59
9,25.4,1418.35
10,26.0,1402.88
11,25.7,1388.06
12,25.7,1371.67
13,24.9,1354.71
14,24.5,1358.23
15,24.8,1375.09
16,24.1,1376.48
17,23.7,1359.99
18,24.8,1389.45
19,24.9,1389.54
20,25.5,1397.79
21,26.4,1412.61
22,27.5,1469.67
23,29.0,1528.39
24,29.7,1554.61
25,31.0,1667.9
26,33.0,1658.17
27,34.9,1676.42
28,36.8,1681.98
29,39.0,1740.24
30,41.1,1745.24
31,42.3,1672.9
32,43.2,1621.95
33,43.5,1769.05
34,46.5,1764.6
35,47.2,1667.25
36,50.1,1539.14
37,51.3,1740.61
38,50.4,1621.12
39,50.1,1541.09
40,50.8,1441.42
41,51.4,1682.16
42,49.9,1615.47
43,50.9,1401.68
44,50.6,1322.85
45,51.1,1667.25
46,51.9,1393.34
47,49.6,1314.23
48,47.9,1304.05
49,50.3,1467.54
50,48.9,1317.57
51,47.6,1330.17
52,47.9,1416.59
53,45.9,1119.9
54,45.5,1364.07
55,44.7,1389.54
56,44.4,1482.08
57,44.4,1335.35
58,44.8,1351.75
59,46.5,1362.22
60,46.3,1436.88
61,48.4,1415.2
62,48.3,1317.01
63,49.1,1482.08
64,48.2,1599.91
65,48.7,1315.07
66,49.4,1450.68
67,50.8,1667.25
68,52.5,1723.57
69,54.3,1512.28
70,55.1,1638.35
71,56.3,1713.75
72,56.6,1838.43
73,57.6,1744.04
74,57.2,1847.23
75,59.0,1899.01
76,59.1,2065.46
77,59.3,1915.5
78,59.1,2026.74
79,59.5,2160.13
80,58.4,2209.23
81,58.1,2180.79
82,57.8,2130.49
83,55.7,2060.92
84,54.1,2031.28
85,54.5,1991.64
86,51.1,1905.31
87,50.4,1854.92
88,48.9,1804.25
89,46.8,1806.28
90,45.1,1793.78
91,44.6,1759.88
92,43.0,1651.13
93,41.8,1714.3
94,37.8,1631.21
95,33.4,1537.47
96,30.6,1495.14
