time_slot,power_mw,price_yuan_per_mwh
1,27.3,1709.67
2,26.9,1652.61
3,26.6,1567.39
4,25.6,1515.61
5,25.1,1572.58
6,25.0,1498.85
7,25.2,1459.02
8,24.7,1434.93
9,24.4,1481.99
10,24.2,1435.76
11,24.3,1408.44
12,24.3,1389.45
13,23.7,1421.69
14,23.0,1416.5
15,23.5,1393.99
16,24.1,1404.83
17,23.6,1416.68
18,24.0,1428.63
19,23.7,1439.84
20,23.6,1462.07
21,25.0,1477.73
22,26.1,1529.23
23,26.8,1578.23
24,27.5,1759.97
25,28.7,1759.88
26,30.3,1811.47
27,32.9,1814.81
28,35.1,1849.27
29,36.3,1852.6
30,38.3,1852.41
31,40.4,1808.32
32,41.1,1669.19
33,42.2,1783.5
34,42.1,1614.82
35,43.6,1523.49
36,44.7,1421.5
37,46.6,1508.39
38,47.3,1368.33
39,48.0,1311.55
40,48.4,1277.28
41,47.7,1298.95
42,46.0,1182.05
43,46.1,1169.64
44,45.1,1135.92
45,45.3,1215.21
46,45.2,1093.68
47,45.8,1020.13
48,44.5,1054.22
49,44.8,1085.16
50,45.7,1052.09
51,44.6,1021.99
52,43.8,978.82
53,43.9,1306.55
54,44.0,1239.57
55,43.7,1187.33
56,44.4,1157.78
57,42.8,1161.86
58,42.0,1246.89
59,42.7,1294.13
60,42.5,1389.54
61,43.4,1230.13
62,45.5,1378.43
63,47.6,1525.71
64,48.1,1593.33
65,49.3,1431.69
66,51.2,1482.08
67,52.0,1657.61
68,55.3,1808.32
69,56.4,1709.95
70,57.3,1808.32
71,58.0,1873.63
72,58.0,2025.63
73,58.6,1859.45
74,58.5,1944.49
75,59.9,2016.46
76,60.9,2223.03
77,60.8,2000.16
78,60.7,2084.27
79,61.9,2177.08
80,60.2,2176.25
81,60.4,2100.57
82,59.4,2039.43
83,58.2,1991.54
84,57.5,1945.23
85,55.7,2012.48
86,54.7,1982.37
87,53.3,1848.71
88,52.1,1765.71
89,50.4,1833.61
90,48.8,1808.32
91,46.6,1735.79
92,45.0,1651.22
93,43.7,1802.3
94,40.0,1680.68
95,36.3,1624.36
96,32.2,1573.04
