time_slot,power_mw,price_yuan_per_mwh
1,26.2,1192.03
2,26.3,1120.33
3,26.7,1080.4
4,26.7,1054.87
5,26.5,1093.63
6,26.3,1063.5
7,26.2,1035.89
8,25.7,1000.87
9,24.9,1030.99
10,24.8,1020.58
11,24.8,1043.42
12,23.9,1041.15
13,24.0,1019.97
14,24.4,1017.58
15,24.5,1017.64
16,24.2,999.7
17,24.1,986.48
18,23.6,991.25
19,24.5,1001.66
20,24.9,1012.07
21,25.7,999.76
22,26.9,1002.15
23,26.6,979.86
24,28.3,996.27
25,30.1,1035.58
26,31.0,1021.5
27,32.6,1013.36
28,34.8,893.22
29,36.2,1039.01
30,38.2,989.91
31,38.9,922.98
32,40.3,794.77
33,42.2,999.7
34,43.7,916.55
35,46.6,758.58
36,46.9,638.51
37,48.5,808.6
38,49.5,633.98
39,48.9,509.86
40,48.2,375.46
41,49.1,509.43
42,47.0,326.78
43,46.6,261.57
44,46.8,182.96
45,46.9,219.39
46,46.1,142.48
47,47.7,143.77
48,45.8,83.09
49,44.9,167.46
50,45.2,102.25
51,44.7,94.97
52,45.0,111.93
53,45.5,116.15
54,44.3,92.03
55,45.5,102.38
56,45.6,124.66
57,45.5,61.23
58,45.0,88.29
59,45.6,133.36
60,44.2,236.53
61,46.2,90.44
62,45.9,157.91
63,47.3,251.78
64,46.9,360.52
65,46.2,220.61
66,46.7,396.53
67,48.1,580.09
68,49.8,754.84
69,50.1,555.66
70,52.6,781.97
71,52.6,971.23
72,52.5,1201.15
73,51.9,923.53
74,53.2,1068.71
75,53.0,1187.19
76,53.6,1265.62
77,54.5,1173.96
78,53.2,1241.5
79,53.6,1298.57
80,54.0,1445.15
81,56.9,1316.75
82,54.2,1316.14
83,52.3,1291.52
84,52.5,1253.44
85,51.6,1247.68
86,50.1,1241.5
87,48.4,1218.72
88,47.0,1136.98
89,46.4,1244.62
90,44.9,1216.82
91,44.0,1175.98
92,42.8,1088.42
93,41.1,1183.45
94,37.2,1122.1
95,34.1,1077.53
96,31.0,1063.93
