time_slot,power_mw,price_yuan_per_mwh
1,31.9,1049.18
2,31.7,1016.3
3,30.5,1007.72
4,30.0,974.78
5,29.7,1004.23
6,29.2,975.21
7,28.6,956.9
8,28.1,939.7
9,27.1,937.55
10,27.2,927.33
11,26.6,917.53
12,26.6,906.69
13,26.6,895.49
14,27.0,897.82
15,27.7,908.96
16,27.6,909.88
17,27.7,898.98
18,28.1,918.45
19,29.0,918.51
20,29.9,923.96
21,30.0,933.76
22,30.9,971.48
23,31.8,1010.3
24,32.8,1027.62
25,34.8,1102.51
26,37.1,1096.08
27,39.2,1108.14
28,41.8,1111.81
29,42.7,1150.33
30,44.8,1153.63
31,47.0,1105.81
32,48.5,1072.14
33,49.6,1169.37
34,50.9,1166.43
35,51.5,1102.08
36,54.1,1017.4
37,54.7,1150.57
38,55.0,1071.59
39,56.1,1018.68
40,58.3,952.8
41,58.0,1111.94
42,55.4,1067.85
43,54.8,926.53
44,52.7,874.43
45,53.5,1102.08
46,52.3,921.02
47,52.0,868.73
48,51.7,862.0
49,50.7,970.07
50,50.7,870.94
51,50.7,879.26
52,50.6,936.39
53,49.1,740.27
54,48.7,901.67
55,50.0,918.51
56,50.2,979.68
57,50.2,882.69
58,49.9,893.53
59,50.5,900.45
60,52.0,949.8
61,52.8,935.47
62,54.2,870.57
63,54.1,979.68
64,54.7,1057.56
65,55.2,869.28
66,58.5,958.92
67,60.4,1102.08
68,61.2,1139.31
69,63.2,999.64
70,64.3,1082.98
71,64.2,1132.82
72,65.7,1215.23
73,68.9,1152.84
74,69.9,1221.05
75,70.6,1255.28
76,69.3,1365.31
77,70.3,1266.18
78,71.7,1339.71
79,70.7,1427.88
80,70.9,1460.34
81,70.2,1441.54
82,69.8,1408.29
83,69.0,1362.31
84,67.4,1342.71
85,65.1,1316.51
86,65.4,1259.44
87,61.5,1226.13
88,59.6,1192.64
89,56.0,1193.99
90,53.5,1185.72
91,51.9,1163.31
92,48.6,1091.42
93,46.0,1133.18
94,40.7,1078.26
95,38.4,1016.3
96,33.9,988.31
