time_slot,power_mw,price_yuan_per_mwh
1,25.8,1111.51
2,25.5,1104.96
3,25.3,1110.04
4,24.9,1067.48
5,24.4,1039.44
6,23.5,1047.28
7,24.3,1027.87
8,24.2,985.93
9,24.1,986.05
10,24.1,985.99
11,23.4,978.46
12,24.4,959.29
13,23.6,977.66
14,23.7,973.19
15,23.8,981.58
16,24.0,975.15
17,24.3,961.56
18,25.3,963.33
19,26.2,966.15
20,26.8,974.72
21,26.5,955.0
22,29.0,970.68
23,29.5,985.99
24,30.7,939.02
25,31.9,987.95
26,33.4,980.48
27,35.8,927.76
28,36.8,921.21
29,39.7,994.68
30,40.2,924.82
31,42.5,775.36
32,44.5,710.51
33,45.8,836.89
34,46.7,734.76
35,45.2,588.05
36,47.0,462.65
37,49.7,553.83
38,49.3,403.2
39,50.5,341.91
40,51.2,217.98
41,51.2,308.97
42,50.3,225.08
43,49.2,166.48
44,49.4,124.91
45,49.6,216.57
46,49.4,164.16
47,48.8,120.07
48,48.5,90.19
49,47.7,213.63
50,48.1,154.42
51,47.1,103.97
52,46.2,61.23
53,46.8,128.83
54,46.2,129.38
55,46.5,128.77
56,45.2,147.14
57,44.7,64.97
58,43.7,107.27
59,44.8,159.5
60,44.0,207.26
61,44.3,121.97
62,45.2,142.42
63,45.6,185.16
64,46.9,329.11
65,47.9,98.21
66,49.3,280.0
67,52.7,434.98
68,54.1,668.08
69,53.9,566.44
70,54.3,797.95
71,53.4,1047.34
72,53.6,1223.87
73,55.2,959.84
74,55.3,1161.41
75,54.9,1263.6
76,53.8,1317.67
77,54.3,1184.56
78,53.8,1269.79
79,54.4,1299.48
80,54.8,1340.75
81,54.6,1282.22
82,53.6,1272.79
83,52.2,1269.79
84,51.6,1212.66
85,48.8,1292.2
86,48.4,1269.79
87,47.5,1263.6
88,47.1,1235.01
89,45.5,1263.6
90,46.5,1243.52
91,45.6,1212.6
92,42.9,1136.12
93,41.7,1211.07
94,37.2,1169.68
95,34.2,1159.88
96,31.1,1098.89
