time_slot,power_mw,price_yuan_per_mwh
1,28.5,2111.41
2,28.3,2101.96
3,27.5,2037.77
4,26.4,1863.81
5,27.1,1725.05
6,26.2,1662.62
7,25.1,1680.22
8,26.1,1621.02
9,25.4,1676.79
10,25.2,1621.02
11,25.9,1620.1
12,25.6,1390.28
13,25.8,1620.1
14,25.6,1609.08
15,25.3,1605.37
16,24.1,1607.96
17,24.5,1643.53
18,25.1,1652.24
19,25.8,1797.86
20,25.8,1852.6
21,26.5,1842.6
22,27.9,1872.24
23,28.4,2015.72
24,30.2,2111.69
25,32.1,2089.73
26,33.2,2111.13
27,35.8,2151.89
28,37.7,2189.59
29,39.6,2111.87
30,40.0,2128.64
31,42.8,2081.03
32,45.1,1818.14
33,46.8,2113.17
34,47.5,1980.89
35,48.8,1639.46
36,49.1,1389.45
37,50.5,1715.6
38,50.5,1450.77
39,49.6,1250.5
40,51.8,1125.45
41,53.1,1272.46
42,54.7,1259.12
43,53.8,1175.2
44,52.9,1280.7
45,52.8,1044.77
46,52.0,1078.03
47,52.4,1157.13
48,50.0,1186.5
49,50.3,1059.22
50,50.4,1189.37
51,49.6,1101.19
52,48.3,1250.41
53,48.3,1390.38
54,50.1,1389.82
55,48.1,1300.53
56,48.0,1106.56
57,47.3,1256.43
58,48.0,1277.55
59,48.2,1297.19
60,48.1,1356.1
61,48.7,1167.51
62,47.5,1205.49
63,48.5,1491.71
64,48.9,1621.02
65,50.0,1513.02
66,51.6,1577.49
67,51.9,1807.21
68,52.3,1997.66
69,54.0,1789.89
70,55.1,1862.88
71,56.9,2064.91
72,56.6,2060.74
73,57.7,1844.82
74,56.9,1875.39
75,57.1,2111.13
76,56.7,2111.87
77,56.6,2063.24
78,57.8,2111.87
79,56.2,2111.69
80,56.0,2111.41
81,55.0,2391.71
82,55.2,2262.21
83,52.6,2174.12
84,51.0,2064.82
85,50.2,2155.59
86,49.5,2222.66
87,47.3,2111.5
88,47.0,1933.28
89,44.5,2111.59
90,42.9,2019.33
91,41.7,1953.66
92,40.1,1747.0
93,38.4,1908.73
94,35.5,1621.02
95,32.8,1720.88
96,29.0,1621.02
