time_slot,power_mw,price_yuan_per_mwh
1,29.7,1051.44
2,28.3,992.05
3,28.3,950.11
4,28.3,929.72
5,28.5,949.0
6,28.3,931.25
7,28.2,908.59
8,28.6,903.45
9,27.9,918.39
10,28.1,914.41
11,27.5,918.45
12,26.5,906.33
13,26.2,884.71
14,26.1,878.59
15,26.0,886.49
16,25.7,879.26
17,26.7,881.9
18,27.9,889.98
19,27.8,890.53
20,28.9,908.9
21,29.5,900.57
22,31.5,947.96
23,33.6,964.92
24,36.1,994.99
25,36.2,1040.97
26,39.3,1075.5
27,42.3,1106.3
28,44.6,1098.96
29,46.5,1095.16
30,47.9,1065.22
31,50.0,1038.52
32,51.4,949.07
33,53.6,1108.51
34,54.6,1003.87
35,55.4,980.66
36,57.8,869.22
37,58.1,1010.3
38,56.9,893.59
39,57.5,795.99
40,56.5,705.37
41,58.0,887.84
42,55.8,745.66
43,56.0,691.59
44,56.0,643.1
45,55.2,654.55
46,56.4,575.56
47,56.5,540.72
48,54.9,468.1
49,55.9,640.4
50,55.5,581.69
51,53.7,593.38
52,53.8,607.1
53,53.3,761.64
54,52.8,687.37
55,52.3,702.74
56,53.3,684.86
57,52.2,639.0
58,52.8,704.14
59,53.6,749.27
60,53.4,765.31
61,53.6,669.12
62,53.1,752.88
63,55.3,829.91
64,54.4,918.45
65,55.5,717.43
66,55.9,904.06
67,58.0,1019.79
68,58.2,1104.59
69,60.2,949.0
70,59.2,1093.94
71,60.7,1151.31
72,60.9,1258.34
73,61.2,1111.94
74,63.1,1216.4
75,63.8,1290.48
76,63.3,1351.28
77,63.1,1195.88
78,61.2,1263.54
79,61.1,1285.89
80,60.7,1344.24
81,60.1,1370.57
82,59.7,1347.12
83,58.2,1338.55
84,57.3,1300.04
85,56.0,1288.1
86,54.3,1235.19
87,53.8,1206.9
88,55.8,1168.76
89,54.6,1215.11
90,51.4,1171.82
91,48.9,1151.31
92,47.1,1125.22
93,44.6,1151.31
94,40.9,1135.08
95,37.0,1053.95
96,33.1,1028.11
