time_slot,power_mw,price_yuan_per_mwh
1,28.1,1120.82
2,27.4,1076.61
3,26.9,1080.89
4,25.9,1010.3
5,25.0,1022.72
6,25.0,981.82
7,23.8,988.74
8,23.9,969.27
9,24.0,979.68
10,23.8,952.25
11,24.3,942.02
12,24.3,930.57
13,23.8,939.33
14,23.7,900.75
15,23.9,897.51
16,23.7,924.7
17,24.2,932.9
18,24.6,937.37
19,24.9,917.9
20,26.0,919.92
21,25.6,946.06
22,26.8,962.17
23,27.8,987.03
24,29.4,1089.77
25,29.4,1120.82
26,31.9,1163.37
27,33.4,1156.14
28,34.9,1161.78
29,36.6,1183.7
30,38.4,1179.96
31,39.3,1159.7
32,40.8,1121.55
33,42.0,1189.88
34,44.4,1132.76
35,46.2,1105.45
36,46.7,1085.12
37,45.8,1114.63
38,46.2,1071.46
39,47.4,991.07
40,46.7,983.11
41,49.3,1040.85
42,49.6,961.56
43,49.5,956.9
44,49.1,917.78
45,47.9,971.66
46,46.7,892.79
47,47.4,911.96
48,45.7,918.39
49,44.5,882.08
50,44.4,932.23
51,43.5,949.0
52,42.8,876.08
53,43.4,961.56
54,43.9,927.27
55,45.8,961.56
56,44.6,945.51
57,44.5,884.96
58,43.9,941.41
59,42.9,965.84
60,43.2,1013.23
61,44.2,918.45
62,44.7,961.56
63,45.5,1008.7
64,45.4,1072.81
65,47.0,933.33
66,49.1,973.25
67,50.2,1081.26
68,50.1,1114.63
69,51.1,982.19
70,51.4,1057.01
71,52.1,1120.82
72,52.1,1187.92
73,52.7,1163.43
74,54.7,1218.23
75,52.9,1259.01
76,54.9,1316.51
77,56.8,1252.83
78,56.6,1268.87
79,57.4,1285.4
80,56.6,1311.98
81,55.9,1331.69
82,55.2,1311.49
83,54.4,1283.93
84,53.2,1255.28
85,51.2,1278.3
86,49.2,1228.95
87,48.5,1171.64
88,47.2,1120.82
89,46.2,1163.37
90,45.4,1158.59
91,43.3,1114.63
92,42.1,1102.81
93,40.1,1120.82
94,36.7,1096.87
95,34.5,1048.07
96,31.0,1023.46
