time_slot,power_mw,price_yuan_per_mwh
1,30.0,1665.21
2,29.9,1574.8
3,30.0,1489.4
4,29.6,1446.88
5,29.9,1535.62
6,29.2,1466.98
7,28.6,1426.04
8,28.1,1387.32
9,27.5,1409.46
10,27.4,1384.45
11,26.8,1380.74
12,26.4,1365.55
13,26.4,1355.08
14,26.4,1364.35
15,26.0,1373.61
16,25.3,1374.81
17,24.7,1366.66
18,25.5,1370.65
19,26.3,1394.08
20,27.3,1459.76
21,26.9,1441.6
22,28.5,1469.95
23,29.8,1526.73
24,30.8,1595.74
25,32.1,1665.21
26,33.9,1684.11
27,35.6,1673.45
28,37.2,1640.94
29,38.4,1874.65
30,40.0,1702.08
31,41.8,1600.92
32,43.1,1495.33
33,45.6,1727.18
34,45.4,1610.65
35,46.3,1481.99
36,47.0,1263.29
37,48.1,1682.35
38,48.7,1326.65
39,50.7,1141.02
40,52.0,966.87
41,52.7,1306.18
42,52.2,1123.6
43,51.1,950.94
44,50.2,769.01
45,50.6,948.9
46,49.2,806.07
47,47.9,664.34
48,48.4,578.94
49,47.7,730.76
50,48.9,556.15
51,48.5,605.99
52,48.5,612.28
53,48.7,607.1
54,48.4,615.62
55,47.4,646.37
56,47.7,643.5
57,48.0,572.55
58,48.7,615.53
59,49.0,671.1
60,49.0,745.3
61,47.5,620.9
62,48.4,736.69
63,50.7,865.53
64,49.6,1142.31
65,51.0,628.12
66,52.6,878.6
67,56.1,1141.66
68,56.6,1538.49
69,58.2,1023.47
70,59.2,1246.06
71,59.3,1670.3
72,60.3,1906.14
73,59.1,1544.51
74,59.6,1828.24
75,59.5,1951.25
76,60.8,2282.77
77,60.2,2161.8
78,62.5,2349.37
79,60.3,2493.88
80,60.2,2789.0
81,58.2,2808.63
82,57.4,2778.99
83,56.0,2593.73
84,53.5,2414.96
85,53.3,2655.89
86,51.9,2408.29
87,49.9,2144.29
88,49.0,1938.65
89,48.4,2050.92
90,46.5,1968.29
91,44.9,1892.34
92,42.5,1852.51
93,40.2,1896.78
94,38.5,1796.47
95,34.1,1665.21
96,30.4,1595.92
