time_slot,power_mw,price_yuan_per_mwh
1,28.9,1598.42
2,27.7,1569.99
3,27.5,1486.16
4,26.9,1405.2
5,26.3,1507.92
6,25.9,1458.18
7,25.7,1438.91
8,25.6,1296.91
9,25.4,1417.24
10,25.7,1392.32
11,26.1,1375.65
12,26.6,1358.88
13,26.8,1355.45
14,26.7,1357.77
15,26.9,1337.67
16,27.0,1337.86
17,27.7,1296.91
18,28.0,1348.79
19,29.4,1378.33
20,29.6,1422.61
21,29.8,1392.32
22,30.8,1475.78
23,32.6,1504.87
24,34.1,1617.23
25,35.6,1539.14
26,37.4,1605.37
27,39.8,1574.71
28,41.7,1546.27
29,42.9,1662.62
30,44.2,1606.2
31,45.7,1556.09
32,48.4,1317.66
33,48.9,1587.96
34,49.9,1515.89
35,51.1,1423.26
36,50.1,1083.03
37,51.2,1502.74
38,51.7,1306.36
39,52.9,1040.51
40,53.9,827.83
41,51.7,1102.67
42,51.4,926.39
43,52.1,761.14
44,52.8,555.69
45,51.5,804.12
46,51.6,667.95
47,51.3,648.41
48,51.5,508.82
49,51.3,639.05
50,49.6,531.33
51,50.2,463.15
52,48.5,418.78
53,49.1,490.66
54,49.2,503.17
55,48.8,463.24
56,49.7,444.53
57,49.3,504.74
58,46.7,579.68
59,47.7,662.95
60,47.9,754.56
61,48.6,558.47
62,48.6,760.21
63,47.9,951.03
64,48.2,1153.8
65,49.4,740.95
66,50.5,926.21
67,52.3,1198.17
68,52.1,1458.18
69,51.4,896.57
70,52.2,1389.36
71,54.1,1662.89
72,55.7,1831.39
73,57.1,1500.98
74,57.5,1764.88
75,57.1,1933.28
76,56.7,2137.16
77,57.2,2135.77
78,56.0,2304.91
79,57.0,2438.86
80,56.8,2553.72
81,55.1,2835.4
82,55.2,2316.4
83,56.0,2388.93
84,55.1,2556.59
85,53.7,2223.03
86,53.1,2102.79
87,52.7,1958.38
88,50.0,1810.92
89,48.8,1852.6
90,47.3,1801.56
91,45.8,1735.89
92,42.7,1616.58
93,41.2,1721.62
94,37.5,1637.79
95,34.4,1551.55
96,31.2,1477.82
