time_slot,power_mw,price_yuan_per_mwh
1,28.3,1751.17
2,28.4,1780.26
3,27.9,1621.12
4,27.3,1574.8
5,26.6,1610.56
6,26.9,1565.26
7,26.1,1528.3
8,25.7,1520.61
9,25.3,1516.17
10,25.5,1505.89
11,24.7,1493.57
12,24.4,1471.89
13,24.2,1473.84
14,24.0,1476.71
15,25.0,1481.99
16,25.7,1536.73
17,25.3,1453.74
18,25.4,1477.36
19,26.6,1495.7
20,26.4,1525.43
21,27.6,1598.33
22,29.0,1662.06
23,30.1,1751.17
24,30.7,1806.28
25,32.3,1730.42
26,33.8,1781.09
27,37.2,1808.04
28,39.8,1807.77
29,41.5,1751.17
30,44.1,1783.59
31,44.7,1686.51
32,44.1,1531.73
33,45.9,1741.81
34,46.7,1633.53
35,49.8,1475.5
36,50.0,1352.03
37,51.2,1513.67
38,51.1,1390.56
39,51.0,1206.14
40,50.9,976.88
41,51.0,1403.16
42,50.3,1262.92
43,49.7,1018.84
44,48.2,787.35
45,50.6,1255.04
46,51.2,1074.69
47,50.4,992.16
48,49.6,876.0
49,48.6,1123.88
50,47.4,962.15
51,48.2,987.71
52,47.1,973.45
53,46.9,1085.35
54,46.3,1091.92
55,45.9,1049.22
56,47.1,1005.5
57,47.6,1083.49
58,47.6,1171.31
59,47.6,1219.01
60,47.4,1296.82
61,48.1,988.08
62,48.5,1162.41
63,49.5,1257.54
64,51.4,1451.33
65,52.1,1065.24
66,53.7,1279.04
67,53.8,1482.36
68,55.1,1741.81
69,58.2,1412.89
70,59.9,1653.91
71,59.3,1751.17
72,60.1,1944.3
73,61.4,1667.34
74,62.1,1774.42
75,61.6,1941.34
76,62.9,2080.38
77,64.3,1850.38
78,63.7,1886.04
79,62.2,1943.84
80,61.9,2030.36
81,61.2,1906.33
82,60.2,1806.38
83,59.0,1827.59
84,57.3,1741.81
85,54.4,1751.17
86,52.7,1741.81
87,53.2,1705.78
88,53.3,1510.24
89,51.3,1751.17
90,49.6,1714.03
91,47.7,1689.76
92,47.0,1632.14
93,46.1,1741.81
94,41.4,1667.34
95,37.9,1589.9
96,33.4,1491.16
