time_slot,power_mw,price_yuan_per_mwh
1,28.0,1532.56
2,27.3,1482.08
3,26.4,1472.26
4,26.5,1424.74
5,25.6,1389.45
6,26.0,1390.84
7,26.0,1387.88
8,25.6,1352.4
9,25.1,1346.75
10,24.8,1346.28
11,24.8,1384.63
12,23.8,1353.97
13,23.1,1310.62
14,23.4,1383.43
15,23.5,1352.77
16,23.7,1323.22
17,23.8,1319.24
18,24.1,1354.81
19,25.2,1382.97
20,26.5,1407.05
21,26.0,1395.66
22,27.9,1462.44
23,29.0,1504.59
24,30.7,1585.36
25,31.8,1642.14
26,33.5,1709.49
27,36.1,1757.28
28,37.4,1763.86
29,39.2,1806.28
30,40.0,1778.59
31,41.8,1773.22
32,42.9,1719.58
33,45.0,1818.23
34,47.2,1763.86
35,47.8,1628.44
36,48.6,1444.1
37,50.2,1634.18
38,48.8,1521.26
39,49.4,1267.55
40,49.7,1033.01
41,50.4,1528.39
42,50.1,1380.93
43,50.6,1065.24
44,49.0,906.29
45,48.3,1194.83
46,48.3,1202.15
47,48.8,911.66
48,48.8,819.5
49,47.8,1304.14
50,47.6,884.25
51,46.2,786.24
52,46.7,783.19
53,45.3,839.32
54,45.1,892.68
55,45.9,1038.47
56,43.7,820.33
57,44.2,884.34
58,45.1,1021.15
59,45.6,926.3
60,45.9,1030.97
61,45.2,863.5
62,45.6,1020.13
63,46.4,1176.86
64,46.9,1368.89
65,48.5,1078.31
66,48.5,1260.88
67,51.7,1430.86
68,53.9,1651.96
69,56.1,1422.43
70,56.6,1620.93
71,57.7,1773.22
72,56.5,1945.23
73,58.0,1688.0
74,58.8,1830.46
75,60.1,1992.38
76,62.5,2043.97
77,62.4,1953.66
78,61.7,2026.0
79,61.7,2102.33
80,61.3,2223.12
81,62.3,2052.22
82,59.3,2038.88
83,58.3,1959.96
84,56.0,1908.27
85,54.1,1937.63
86,53.5,1915.4
87,52.3,1868.07
88,53.1,1780.81
89,51.0,1820.83
90,48.8,1773.22
91,47.4,1724.03
92,44.8,1675.21
93,42.4,1711.34
94,39.3,1621.02
95,35.4,1594.44
96,32.5,1456.88
