time_slot,power_mw,price_yuan_per_mwh
1,29.8,976.43
2,29.2,915.63
3,28.8,907.67
4,28.2,866.34
5,28.3,857.16
6,27.9,870.45
7,27.4,843.26
8,26.5,792.74
9,25.7,806.03
10,25.7,817.11
11,26.2,804.75
12,25.2,807.07
13,25.6,792.87
14,25.5,819.81
15,25.3,857.22
16,25.4,816.93
17,25.0,769.66
18,25.4,857.16
19,25.4,776.89
20,26.7,848.59
21,26.0,798.99
22,26.9,857.16
23,28.2,857.22
24,29.5,866.77
25,31.4,887.84
26,33.6,885.02
27,34.4,838.85
28,35.1,835.12
29,38.4,872.53
30,39.8,841.42
31,41.0,731.82
32,43.0,673.53
33,43.3,642.98
34,44.9,544.46
35,45.1,470.74
36,46.5,286.92
37,48.2,512.68
38,49.9,371.67
39,50.4,207.08
40,50.0,42.55
41,49.9,297.15
42,48.7,203.59
43,47.4,153.08
44,49.1,61.23
45,48.6,234.76
46,49.1,202.06
47,48.9,122.46
48,48.6,46.04
49,47.9,260.47
50,47.0,178.67
51,45.6,68.94
52,45.1,5.39
53,43.4,118.3
54,45.0,88.42
55,43.9,115.23
56,43.1,118.91
57,42.8,140.16
58,44.3,153.08
59,45.2,128.52
60,46.6,179.95
61,47.5,61.23
62,47.2,122.4
63,48.0,241.98
64,47.8,311.6
65,49.3,278.72
66,49.5,373.99
67,49.4,464.12
68,50.3,734.64
69,51.3,640.1
70,51.3,795.99
71,54.2,1046.3
72,55.6,1128.04
73,56.1,974.97
74,57.2,1071.4
75,56.9,1149.16
76,56.2,1236.85
77,56.6,1105.63
78,55.8,1134.22
79,56.6,1163.37
80,55.8,1193.99
81,54.6,1160.98
82,54.5,1168.08
83,52.6,1159.27
84,52.9,1149.53
85,52.2,1131.9
86,51.9,1128.04
87,51.6,1097.61
88,49.4,1073.97
89,46.7,1132.45
90,46.1,1127.73
91,44.3,1084.02
92,43.4,1018.25
93,40.7,1128.04
94,37.8,1067.42
95,34.1,1031.6
96,30.7,1010.3
