time_slot,power_mw,price_yuan_per_mwh
1,26.4,1674.1
2,26.0,1644.74
3,26.0,1534.23
4,25.5,1499.03
5,24.5,1528.39
6,24.6,1449.75
7,23.4,1472.54
8,23.7,1440.58
9,23.8,1459.57
10,23.1,1405.94
11,23.1,1386.67
12,22.8,1328.04
13,23.0,1385.47
14,22.4,1375.93
15,22.5,1356.1
16,22.9,1308.68
17,23.0,1372.04
18,23.2,1357.86
19,23.6,1373.8
20,23.9,1389.54
21,23.9,1372.68
22,25.1,1435.21
23,26.4,1442.53
24,27.4,1598.52
25,28.4,1621.12
26,30.4,1683.46
27,32.2,1690.13
28,33.8,1721.53
29,36.3,1728.85
30,37.6,1740.61
31,38.8,1710.88
32,39.1,1687.44
33,40.3,1728.48
34,41.3,1683.46
35,44.2,1621.95
36,44.6,1480.88
37,46.5,1674.1
38,46.7,1591.94
39,47.5,1422.24
40,46.9,1260.88
41,48.7,1504.03
42,47.6,1400.29
43,46.5,1192.52
44,46.0,1028.66
45,46.2,1362.96
46,46.3,1200.39
47,46.0,1074.23
48,45.1,1013.56
49,44.2,1253.75
50,43.5,1100.54
51,43.8,1049.59
52,43.6,977.43
53,42.9,1008.28
54,43.6,926.39
55,43.0,902.59
56,42.7,948.81
57,42.2,860.07
58,42.2,937.51
59,42.2,979.75
60,41.4,1031.81
61,42.7,909.53
62,43.0,1004.11
63,42.4,1113.51
64,44.9,1263.47
65,44.7,1018.84
66,46.5,1158.34
67,47.9,1371.94
68,49.7,1628.53
69,51.0,1336.0
70,51.4,1532.47
71,51.7,1683.46
72,52.5,1932.17
73,53.9,1646.22
74,55.9,1759.23
75,54.4,1957.92
76,56.0,2213.67
77,57.1,1876.5
78,57.0,2014.89
79,56.7,2118.45
80,55.5,2276.01
81,54.9,2065.56
82,53.9,2037.95
83,52.6,2014.05
84,51.3,1992.38
85,50.5,2068.34
86,48.8,1982.28
87,46.7,1875.29
88,44.6,1776.37
89,44.1,1905.68
90,42.5,1852.51
91,41.7,1793.13
92,38.5,1724.4
93,36.5,1735.7
94,34.2,1683.46
95,31.0,1674.1
96,27.8,1667.25
