time_slot,power_mw,price_yuan_per_mwh
1,26.0,1832.68
2,26.0,1766.92
3,25.5,1710.78
4,24.9,1586.84
5,24.2,1720.14
6,24.6,1650.85
7,24.3,1682.72
8,23.7,1574.71
9,23.8,1628.16
10,24.2,1618.89
11,24.2,1574.71
12,23.6,1508.48
13,24.1,1574.71
14,24.3,1564.8
15,24.4,1574.62
16,25.1,1581.01
17,25.2,1574.71
18,25.6,1601.94
19,26.3,1670.49
20,26.7,1710.78
21,26.9,1697.17
22,28.2,1772.66
23,29.9,1813.79
24,31.4,1924.2
25,32.0,1942.36
26,35.0,1987.65
27,35.8,2060.74
28,38.2,2089.64
29,40.2,2024.34
30,41.7,2017.39
31,43.0,1951.71
32,44.4,1904.19
33,46.9,1977.65
34,46.8,1852.69
35,47.5,1587.86
36,48.9,1356.75
37,49.7,1649.74
38,50.1,1402.05
39,49.6,1263.01
40,49.6,1018.84
41,48.6,1565.54
42,47.9,1197.43
43,48.8,937.14
44,47.9,741.04
45,48.2,1270.7
46,46.0,1076.45
47,47.9,904.62
48,45.8,648.41
49,46.0,1005.87
50,46.0,862.85
51,45.7,633.87
52,45.4,774.11
53,45.1,760.96
54,44.7,973.73
55,43.9,745.02
56,44.6,868.31
57,43.7,972.34
58,43.1,944.73
59,43.3,1025.78
60,43.4,1126.66
61,42.9,833.67
62,43.6,973.73
63,44.8,1223.27
64,45.6,1600.83
65,46.3,912.68
66,48.8,1279.22
67,50.1,1622.32
68,50.1,1856.21
69,51.6,1607.22
70,52.2,1792.39
71,52.0,1951.71
72,53.0,2037.95
73,53.8,1786.55
74,55.8,1942.36
75,57.1,2037.95
76,59.0,2187.92
77,59.4,2150.22
78,57.4,2173.93
79,57.8,2187.83
80,57.8,2145.5
81,56.8,2130.49
82,57.4,2037.86
83,55.6,2065.65
84,54.0,1945.23
85,52.2,2140.86
86,52.0,2037.95
87,50.2,1951.71
88,48.5,1895.77
89,48.0,1951.71
90,45.9,1945.23
91,43.2,1828.05
92,42.3,1748.58
93,41.5,1808.6
94,35.5,1732.83
95,33.0,1697.44
96,30.3,1574.8
