time_slot,power_mw,price_yuan_per_mwh
1,25.0,1576.84
2,24.8,1529.6
3,24.9,1528.49
4,24.3,1477.26
5,24.3,1667.99
6,23.5,1595.09
7,23.1,1458.74
8,23.7,1403.9
9,22.8,1474.76
10,22.5,1435.86
11,22.4,1430.95
12,22.3,1424.65
13,21.9,1389.54
14,22.1,1389.45
15,22.4,1417.42
16,22.6,1424.28
17,22.9,1404.46
18,23.2,1397.42
19,23.6,1426.59
20,23.7,1432.43
21,23.4,1435.76
22,24.9,1437.43
23,26.1,1446.42
24,26.7,1455.5
25,27.0,1437.25
26,28.2,1435.86
27,29.5,1311.83
28,31.0,1296.82
29,31.5,1606.39
30,33.4,1363.98
31,35.0,1251.62
32,35.4,1049.68
33,36.9,1489.95
34,37.3,1382.6
35,38.7,977.34
36,40.1,820.7
37,42.0,1153.24
38,42.4,994.94
39,41.9,814.59
40,43.1,637.39
41,43.7,805.05
42,43.0,633.03
43,41.2,496.31
44,41.1,395.07
45,41.7,454.26
46,41.5,355.7
47,40.3,316.7
48,39.3,309.38
49,38.3,332.63
50,37.6,313.18
51,38.2,280.39
52,37.8,334.02
53,37.5,215.55
54,37.1,265.76
55,37.3,278.72
56,37.1,320.41
57,37.2,208.97
58,37.0,266.13
59,37.8,385.8
60,38.1,526.32
61,38.9,144.41
62,39.3,324.2
63,39.7,596.72
64,42.6,762.25
65,42.6,673.88
66,42.7,873.22
67,43.5,1126.94
68,44.1,1435.76
69,46.5,1132.68
70,46.8,1328.59
71,47.3,1502.27
72,48.7,1660.49
73,50.2,1597.96
74,50.9,1713.65
75,51.0,1747.93
76,51.6,1807.95
77,51.2,1718.19
78,50.6,1806.38
79,51.5,1864.83
80,49.8,1918.18
81,48.0,1887.34
82,49.0,1868.25
83,49.2,1832.31
84,47.1,1798.32
85,45.9,1854.17
86,44.6,1812.77
87,42.5,1789.8
88,40.9,1747.56
89,39.4,1819.35
90,37.9,1775.07
91,35.9,1718.19
92,35.7,1713.65
93,33.5,1718.19
94,30.4,1708.84
95,27.7,1609.35
96,25.2,1574.8
