time_slot,power_mw,price_yuan_per_mwh
1,26.6,1562.67
2,27.0,1496.9
3,26.2,1442.16
4,25.3,1389.54
5,25.1,1440.77
6,25.6,1405.29
7,25.3,1389.45
8,24.8,1371.94
9,24.2,1365.46
10,23.6,1350.08
11,23.6,1340.91
12,23.5,1328.5
13,23.7,1346.84
14,23.4,1348.69
15,23.6,1354.99
16,24.3,1361.2
17,25.1,1306.64
18,25.1,1354.16
19,25.1,1367.68
20,25.4,1384.36
21,25.3,1377.5
22,26.9,1442.16
23,27.7,1482.17
24,29.5,1572.12
25,30.1,1564.43
26,32.2,1583.32
27,35.2,1631.31
28,37.5,1601.48
29,38.5,1718.84
30,39.6,1586.29
31,41.6,1533.3
32,41.5,1473.84
33,43.4,1656.78
34,45.0,1513.85
35,46.7,1419.28
36,48.1,1227.35
37,48.7,1482.91
38,50.3,1292.0
39,53.1,1049.68
40,52.9,885.36
41,52.1,1126.29
42,52.5,942.88
43,52.7,773.74
44,52.3,555.78
45,52.3,749.19
46,51.0,612.1
47,51.4,541.51
48,49.6,474.08
49,48.7,625.16
50,47.6,430.45
51,46.4,422.49
52,46.8,370.52
53,46.3,419.15
54,46.1,370.52
55,47.0,525.77
56,47.3,510.11
57,47.8,430.82
58,46.8,562.08
59,46.9,652.12
60,46.4,784.3
61,47.2,639.42
62,47.0,784.67
63,49.0,945.84
64,47.6,1096.28
65,49.9,724.0
66,49.7,926.21
67,50.2,1128.33
68,49.5,1482.45
69,52.5,1025.78
70,51.8,1284.13
71,52.5,1579.25
72,51.7,1793.87
73,53.6,1505.7
74,54.8,1783.5
75,55.8,1934.39
76,56.4,2152.81
77,56.8,2122.15
78,58.1,2346.41
79,56.5,2871.53
80,56.5,2969.53
81,57.7,3107.74
82,57.2,3056.88
83,55.0,2447.19
84,51.9,2197.09
85,50.5,2408.38
86,49.7,2225.71
87,47.7,2090.2
88,46.9,1902.62
89,45.6,1906.23
90,44.1,1803.23
91,43.5,1963.85
92,41.2,1759.97
93,39.2,1800.82
94,35.9,1623.34
95,32.4,1580.82
96,29.1,1530.25
