time_slot,power_mw,price_yuan_per_mwh
1,27.0,1042.32
2,28.1,1011.09
3,27.6,1010.36
4,27.4,976.5
5,26.2,1102.57
6,25.9,1054.38
7,26.4,964.25
8,25.6,928.0
9,25.7,974.84
10,25.3,949.13
11,24.9,945.88
12,25.3,941.72
13,24.8,918.51
14,25.5,918.45
15,25.5,936.94
16,25.2,941.47
17,24.8,928.37
18,25.2,923.72
19,24.9,943.0
20,26.4,946.86
21,26.9,949.07
22,28.4,950.17
23,30.4,956.11
24,31.1,962.11
25,32.5,950.04
26,34.0,949.13
27,35.9,867.14
28,36.6,857.22
29,40.0,1061.85
30,41.3,901.61
31,42.3,827.34
32,43.7,693.86
33,44.8,984.88
34,45.7,913.92
35,46.9,646.04
36,48.1,542.5
37,47.3,762.31
38,47.5,657.67
39,48.2,538.46
40,47.9,421.32
41,47.5,532.15
42,48.7,418.45
43,47.8,328.07
44,49.8,261.15
45,47.9,300.27
46,46.5,235.12
47,45.8,209.35
48,45.3,204.51
49,44.6,219.88
50,45.1,207.02
51,45.2,185.34
52,44.2,220.8
53,43.6,142.48
54,43.9,175.67
55,43.4,184.24
56,43.2,211.79
57,44.1,138.13
58,43.8,175.91
59,43.4,255.02
60,44.2,347.91
61,43.5,95.46
62,45.1,214.31
63,45.5,394.44
64,48.6,503.86
65,48.8,445.45
66,51.0,577.22
67,52.7,744.92
68,54.4,949.07
69,56.6,748.72
70,56.1,878.22
71,56.4,993.03
72,56.1,1097.61
73,55.9,1056.28
74,55.0,1132.76
75,55.1,1155.41
76,54.3,1195.09
77,56.1,1135.76
78,53.8,1194.05
79,52.8,1232.68
80,51.8,1267.95
81,51.9,1247.56
82,51.5,1234.95
83,51.3,1211.19
84,52.9,1188.72
85,51.1,1225.64
86,50.3,1198.27
87,48.7,1183.09
88,46.9,1155.17
89,45.5,1202.62
90,43.7,1173.35
91,43.2,1135.76
92,41.6,1132.76
93,39.5,1135.76
94,35.9,1129.57
95,33.0,1063.81
96,29.7,1040.97
