time_slot,power_mw,price_yuan_per_mwh
1,29.5,1146.47
2,29.9,1105.57
3,28.5,1048.99
4,28.2,993.4
5,27.1,1020.89
6,26.9,1005.7
7,26.1,990.52
8,26.1,975.33
9,25.6,960.39
10,25.0,953.78
11,24.7,944.35
12,25.3,929.17
13,24.6,910.18
14,25.4,917.04
15,24.7,933.51
16,24.7,933.21
17,24.9,932.41
18,25.0,952.0
19,25.9,960.58
20,26.1,958.13
21,27.8,951.27
22,29.0,979.68
23,30.8,1007.11
24,31.6,1111.75
25,32.7,1062.46
26,34.8,1146.47
27,37.4,1145.0
28,39.2,1144.57
29,41.0,1180.82
30,42.2,1178.98
31,43.0,1152.65
32,45.2,1128.29
33,47.4,1152.65
34,48.1,1134.96
35,48.5,1061.97
36,50.5,997.01
37,50.2,1102.51
38,51.2,1034.24
39,50.6,920.96
40,51.6,814.36
41,52.0,999.33
42,50.0,857.22
43,49.7,755.46
44,49.2,660.24
45,48.6,855.32
46,50.2,763.84
47,49.4,704.14
48,49.4,704.08
49,47.3,720.62
50,47.0,708.37
51,47.1,711.43
52,46.7,725.15
53,46.8,674.94
54,46.6,762.86
55,46.1,802.3
56,46.7,857.22
57,47.4,707.08
58,48.1,758.95
59,48.6,831.01
60,49.5,887.9
61,49.8,628.16
62,50.5,810.44
63,49.8,892.24
64,50.3,927.7
65,50.2,836.1
66,52.4,892.43
67,53.7,942.88
68,53.3,1044.52
69,54.0,982.19
70,55.2,1057.5
71,56.4,1140.9
72,57.0,1187.56
73,58.2,1161.29
74,57.1,1221.97
75,59.2,1258.95
76,59.5,1289.14
77,62.0,1184.19
78,62.2,1241.19
79,63.6,1290.36
80,63.0,1316.51
81,62.8,1320.98
82,61.2,1328.94
83,60.1,1354.84
84,57.9,1316.51
85,55.5,1346.33
86,56.0,1268.01
87,53.8,1227.11
88,53.0,1152.53
89,51.1,1205.99
90,50.0,1165.88
91,48.2,1152.65
92,47.0,1146.47
93,45.9,1152.65
94,42.9,1130.8
95,39.7,1100.61
96,35.8,987.52
