time_slot,power_mw,price_yuan_per_mwh
1,31.4,1056.58
2,30.8,1037.79
3,29.3,982.37
4,29.9,928.86
5,29.9,996.76
6,29.4,963.88
7,29.0,951.15
8,28.5,857.28
9,28.1,936.82
10,27.5,920.35
11,27.5,909.33
12,26.8,898.24
13,27.7,895.98
14,27.5,897.51
15,27.4,884.22
16,27.8,884.34
17,27.4,857.28
18,28.2,891.57
19,29.1,911.1
20,30.0,940.37
21,30.6,920.35
22,31.0,975.52
23,33.8,994.74
24,35.1,1069.01
25,36.1,1017.4
26,38.3,1061.18
27,41.0,1040.91
28,42.8,1022.11
29,45.7,1099.02
30,48.3,1061.73
31,49.0,1028.6
32,50.9,871.0
33,52.2,1049.67
34,54.4,1002.03
35,56.3,940.8
36,58.1,715.9
37,59.0,993.33
38,59.1,863.53
39,58.1,687.8
40,60.1,547.21
41,60.7,728.88
42,59.0,612.36
43,59.4,503.13
44,59.8,367.32
45,59.9,531.54
46,58.3,441.53
47,57.0,428.61
48,54.9,336.34
49,54.3,422.43
50,53.9,351.22
51,53.1,306.15
52,51.7,276.82
53,52.0,324.34
54,53.3,332.6
55,52.8,306.21
56,53.8,293.84
57,53.4,333.64
58,54.7,383.18
59,55.6,438.22
60,54.6,498.78
61,55.0,369.16
62,55.9,502.51
63,56.9,628.65
64,57.6,762.68
65,59.5,489.78
66,60.2,612.24
67,62.2,792.01
68,64.0,963.88
69,63.4,592.65
70,61.4,918.39
71,59.7,1099.2
72,61.0,1210.58
73,63.4,992.17
74,64.9,1166.62
75,65.3,1277.93
76,65.7,1412.7
77,68.5,1411.78
78,68.1,1523.59
79,68.3,1612.12
80,69.1,1688.05
81,68.0,1874.25
82,67.4,1531.18
83,65.4,1579.12
84,64.6,1689.95
85,62.6,1469.46
86,58.8,1389.98
87,56.1,1294.52
88,54.0,1197.05
89,50.3,1224.6
90,47.9,1190.86
91,45.5,1147.45
92,44.0,1068.59
93,43.4,1138.02
94,39.5,1082.61
95,36.3,1025.6
96,33.1,976.86
