time_slot,power_mw,price_yuan_per_mwh
1,30.2,1157.55
2,29.4,1176.78
3,29.1,1071.59
4,29.2,1040.97
5,29.7,1064.61
6,29.1,1034.66
7,29.4,1010.23
8,28.3,1005.15
9,28.1,1002.21
10,28.1,995.42
11,27.8,987.27
12,28.4,972.94
13,28.6,974.23
14,28.9,976.13
15,28.7,979.62
16,28.6,1015.81
17,28.6,960.94
18,29.4,976.56
19,29.2,988.68
20,30.1,1008.34
21,30.2,1056.52
22,31.5,1098.65
23,33.3,1157.55
24,33.6,1193.99
25,35.9,1143.84
26,37.7,1177.33
27,39.6,1195.15
28,40.4,1194.96
29,42.9,1157.55
30,43.8,1178.98
31,46.7,1114.81
32,49.5,1012.5
33,52.2,1151.37
34,53.4,1079.79
35,54.7,975.33
36,55.8,893.71
37,57.1,1000.56
38,58.8,919.18
39,57.4,797.28
40,59.2,645.73
41,58.5,927.51
42,58.6,834.81
43,57.5,673.47
44,55.3,520.46
45,55.2,829.61
46,53.9,710.39
47,53.1,655.83
48,51.3,579.05
49,49.6,742.9
50,49.7,636.0
51,49.0,652.9
52,48.9,643.47
53,49.9,717.43
54,49.9,721.78
55,48.9,693.55
56,49.5,664.65
57,49.8,716.21
58,49.0,774.25
59,46.6,805.79
60,47.2,857.22
61,48.6,653.14
62,49.5,768.38
63,50.1,831.26
64,52.5,959.35
65,51.4,704.14
66,52.8,845.46
67,55.1,979.86
68,57.0,1151.37
69,60.0,933.94
70,60.4,1093.26
71,61.3,1157.55
72,61.4,1285.22
73,61.7,1102.14
74,62.1,1172.92
75,60.7,1283.26
76,61.3,1375.16
77,62.0,1223.13
78,61.6,1246.7
79,60.8,1284.91
80,60.3,1342.1
81,59.9,1260.11
82,60.1,1194.05
83,57.8,1208.07
84,57.2,1151.37
85,54.9,1157.55
86,53.4,1151.37
87,53.1,1127.55
88,51.6,998.29
89,49.7,1157.55
90,46.9,1133.0
91,45.2,1116.96
92,43.7,1078.87
93,42.6,1151.37
94,38.8,1102.14
95,35.9,1050.95
96,31.9,985.68
