time_slot,power_mw,price_yuan_per_mwh
1,24.4,1104.16
2,24.1,1073.3
3,24.1,1040.91
4,23.7,970.5
5,23.6,979.74
6,22.7,944.9
7,22.2,915.39
8,22.0,873.51
9,22.2,921.76
10,22.1,918.45
11,21.4,899.29
12,22.0,887.9
13,22.0,890.65
14,21.7,887.9
15,22.7,873.26
16,22.4,878.04
17,23.1,858.08
18,23.8,865.67
19,24.6,878.96
20,24.6,873.94
21,24.7,855.75
22,26.8,884.47
23,27.0,909.33
24,28.3,966.52
25,30.2,944.9
26,31.0,967.86
27,31.6,953.6
28,33.8,944.9
29,35.6,972.64
30,36.2,940.25
31,37.4,872.47
32,39.2,752.27
33,42.0,863.71
34,42.7,818.83
35,43.3,642.92
36,44.4,581.69
37,45.1,617.44
38,45.4,545.19
39,45.6,458.55
40,45.5,498.53
41,45.3,492.04
42,44.6,520.39
43,44.0,592.58
44,41.8,577.58
45,41.1,581.62
46,40.2,559.95
47,39.8,555.05
48,41.0,568.89
49,41.3,494.06
50,40.4,464.0
51,40.1,379.07
52,40.2,505.45
53,40.0,614.01
54,40.4,489.78
55,39.4,372.22
56,39.4,267.76
57,37.6,491.49
58,38.4,390.16
59,37.8,367.32
60,39.1,214.31
61,38.8,393.95
62,40.1,420.9
63,39.6,461.92
64,39.7,524.99
65,40.0,408.4
66,43.3,626.87
67,42.7,769.78
68,46.0,966.52
69,47.1,840.26
70,48.2,944.9
71,49.4,1097.98
72,51.1,1149.72
73,51.8,850.97
74,51.0,961.62
75,49.7,1092.53
76,50.6,1104.16
77,51.7,1098.47
78,52.2,1128.04
79,50.0,1141.02
80,51.5,1159.76
81,51.8,1112.24
82,50.3,1117.14
83,51.3,1104.16
84,50.9,842.83
85,50.8,1106.73
86,48.7,1104.16
87,47.1,1074.04
88,46.0,1041.64
89,45.5,1099.51
90,44.0,1094.73
91,41.7,1049.05
92,39.8,1014.21
93,37.5,1054.5
94,34.7,1012.19
95,31.6,950.9
96,28.6,911.47
