time_slot,power_mw,price_yuan_per_mwh
1,30.0,1032.95
2,30.1,989.48
3,29.8,953.29
4,28.9,918.51
5,28.7,952.37
6,27.6,928.92
7,28.0,918.45
8,27.8,906.88
9,27.3,902.59
10,26.6,892.43
11,27.0,886.37
12,26.1,878.16
13,26.2,890.28
14,26.3,891.51
15,26.6,895.67
16,27.1,899.77
17,27.7,863.71
18,28.0,895.12
19,28.7,904.06
20,29.5,915.08
21,29.1,910.55
22,30.7,953.29
23,31.6,979.74
24,32.9,1039.2
25,34.1,1034.11
26,35.6,1046.6
27,37.9,1078.32
28,41.0,1058.61
29,43.9,1136.18
30,45.8,1048.56
31,46.6,1013.54
32,49.3,974.23
33,51.2,1095.16
34,51.8,1000.68
35,53.6,938.17
36,54.3,811.3
37,55.8,980.23
38,55.8,854.04
39,54.2,693.86
40,53.8,585.24
41,53.3,744.5
42,52.7,623.26
43,52.5,511.45
44,52.1,367.38
45,51.3,495.23
46,51.3,404.61
47,50.7,357.95
48,50.3,313.38
49,48.5,413.24
50,48.8,284.54
51,48.0,279.27
52,47.4,244.92
53,46.8,277.07
54,46.2,244.92
55,47.1,347.54
56,46.2,337.19
57,46.6,284.78
58,48.1,371.54
59,48.3,431.06
60,47.4,518.43
61,47.8,422.67
62,49.0,518.68
63,49.7,625.22
64,47.9,724.66
65,49.2,478.57
66,49.9,612.24
67,49.8,745.84
68,51.7,979.92
69,53.1,678.06
70,54.3,848.83
71,54.0,1043.91
72,55.0,1185.78
73,56.7,995.29
74,55.9,1178.92
75,56.7,1278.67
76,57.7,1423.05
77,56.9,1402.78
78,56.9,1551.02
79,57.6,1898.13
80,56.4,1962.91
81,56.3,2054.27
82,55.5,2020.65
83,54.5,1617.64
84,53.8,1452.31
85,52.2,1591.98
86,51.0,1471.23
87,51.3,1381.65
88,49.6,1257.66
89,49.1,1260.05
90,48.1,1191.96
91,45.9,1298.14
92,43.0,1163.37
93,40.9,1190.37
94,37.4,1073.06
95,34.8,1044.95
96,31.5,1011.52
