time_slot,power_mw,price_yuan_per_mwh
1,28.2,1734.4
2,27.7,1672.53
3,27.9,1586.94
4,28.3,1502.83
5,28.3,1544.42
6,28.1,1521.45
7,28.4,1498.48
8,28.1,1475.5
9,27.9,1452.9
10,27.5,1442.9
11,28.1,1428.63
12,27.3,1405.66
13,27.2,1376.94
14,27.2,1387.32
15,27.4,1412.24
16,27.0,1411.77
17,26.6,1410.57
18,27.8,1440.21
19,28.7,1453.18
20,28.9,1449.47
21,29.9,1439.1
22,30.6,1482.08
23,32.6,1523.58
24,33.5,1681.88
25,34.9,1607.32
26,37.4,1734.4
27,38.2,1732.18
28,41.9,1731.53
29,43.6,1786.37
30,44.3,1783.59
31,47.1,1743.76
32,48.5,1706.89
33,49.4,1743.76
34,50.3,1716.99
35,50.9,1606.57
36,52.1,1508.29
37,52.1,1667.9
38,51.8,1564.61
39,53.1,1393.25
40,53.1,1231.98
41,53.2,1511.81
42,55.2,1296.82
43,54.3,1142.87
44,52.4,998.83
45,53.6,1293.95
46,54.6,1155.56
47,53.5,1065.24
48,51.5,1065.15
49,50.8,1090.16
50,50.2,1071.64
51,50.1,1076.27
52,49.8,1097.02
53,49.0,1021.06
54,46.9,1154.08
55,49.1,1213.73
56,48.6,1296.82
57,47.9,1069.69
58,47.1,1148.15
59,49.1,1257.17
60,48.1,1343.23
61,47.9,950.29
62,48.8,1226.05
63,49.1,1349.8
64,48.6,1403.44
65,49.6,1264.86
66,49.6,1350.08
67,50.8,1426.41
68,50.2,1580.18
69,51.4,1485.88
70,52.1,1599.81
71,52.6,1725.97
72,55.2,1796.56
73,56.3,1756.82
74,56.6,1848.62
75,55.4,1904.57
76,56.5,1950.23
77,56.8,1791.46
78,55.8,1877.7
79,58.4,1952.08
80,58.0,1991.64
81,58.4,1998.4
82,59.9,2010.44
83,58.0,2049.62
84,55.2,1991.64
85,54.2,2036.75
86,53.3,1918.27
87,50.8,1856.4
88,50.9,1743.57
89,48.4,1824.44
90,46.7,1763.77
91,45.0,1743.76
92,42.6,1734.4
93,41.8,1743.76
94,38.8,1710.69
95,35.0,1665.02
96,30.6,1493.94
