time_slot,power_mw,price_yuan_per_mwh
1,25.6,1477.17
2,25.9,1385.19
3,26.2,1373.15
4,25.1,1310.62
5,24.7,1296.73
6,23.8,1316.83
7,24.3,1275.7
8,23.4,1199.28
9,23.6,1219.38
10,23.4,1236.15
11,23.2,1217.44
12,23.4,1220.96
13,22.9,1199.47
14,22.7,1240.22
15,22.8,1296.82
16,22.7,1235.87
17,22.6,1164.36
18,22.9,1296.73
19,23.3,1175.29
20,23.0,1283.76
21,23.0,1208.73
22,24.9,1296.73
23,26.2,1296.82
24,28.1,1311.27
25,29.5,1343.13
26,31.3,1338.87
27,32.8,1269.03
28,35.3,1263.38
29,37.5,1319.98
30,37.5,1272.92
31,39.5,1107.11
32,41.1,1018.93
33,43.8,972.71
34,46.6,823.67
35,47.0,712.14
36,47.8,434.06
37,48.5,775.59
38,50.4,562.26
39,49.7,313.27
40,49.6,64.38
41,49.5,449.53
42,49.2,307.99
43,47.8,231.57
44,47.5,92.63
45,47.8,355.14
46,46.2,305.68
47,45.7,185.26
48,44.8,69.66
49,43.1,394.05
50,42.4,270.29
51,41.0,104.3
52,40.2,8.15
53,40.5,178.96
54,41.1,133.76
55,39.7,174.33
56,40.7,179.89
57,40.4,212.03
58,44.3,231.57
59,43.8,194.43
60,44.0,272.24
61,45.3,92.63
62,45.6,185.17
63,47.7,366.07
64,46.9,471.39
65,46.1,421.65
66,48.0,565.78
67,48.3,702.14
68,49.5,1111.37
69,51.1,968.35
70,50.3,1204.19
71,49.3,1582.86
72,50.7,1706.52
73,51.3,1474.95
74,52.3,1620.84
75,52.0,1738.48
76,52.2,1871.13
77,52.6,1672.62
78,51.4,1715.88
79,51.0,1759.97
80,50.6,1806.28
81,49.9,1756.36
82,48.5,1767.1
83,48.1,1753.76
84,48.5,1739.04
85,46.5,1712.36
86,45.1,1706.52
87,44.7,1660.49
88,43.2,1624.73
89,42.5,1713.19
90,40.5,1706.06
91,39.1,1639.92
92,37.4,1540.44
93,34.6,1706.52
94,31.8,1614.82
95,29.4,1560.63
96,27.4,1528.39
